Model,Feature_Groups,R² Score
HuberRegressor,"('HSV', 'GLCM', 'LBP', 'Temp', 'Brightness', 'Chroma')",0.9040835433492183
RANSACRegressor,"('HSV', 'GLCM', 'LBP', 'Temp', 'Brightness', 'Chroma')",0.8348265424504969
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'LBP', 'Temp', 'Brightness', 'Chroma')",0.75072098689495
LinearSVR,"('HSV', 'GLCM', 'LBP', 'Temp', 'Brightness', 'Chroma')",0.8875899678679671
LinearRegression,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Magenta')",0.8422048318822213
Ridge,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Magenta')",0.8360897287090214
Lasso,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Magenta')",0.6006792293221639
ElasticNet,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Magenta')",0.5667270767063486
BayesianRidge,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Magenta')",0.8531585403081083
ARDRegression,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Magenta')",0.8450884332259995
HuberRegressor,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Magenta')",0.852151341709174
RANSACRegressor,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Magenta')",0.7441651673375516
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Magenta')",0.6923143425655709
LinearSVR,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Magenta')",0.7924588134551124
LinearRegression,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Brightness')",0.8422048318822178
Ridge,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Brightness')",0.8357264509534986
Lasso,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Brightness')",0.6006792293221639
ElasticNet,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Brightness')",0.5664896126322737
BayesianRidge,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Brightness')",0.8523081785874235
ARDRegression,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Brightness')",0.8450883699710551
HuberRegressor,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Brightness')",0.8495476310605743
RANSACRegressor,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Brightness')",0.7845139825736729
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Brightness')",0.7277020385747279
LinearSVR,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Brightness')",0.7924665470684898
LinearRegression,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Chroma')",0.8465162107782408
Ridge,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Chroma')",0.838411668581025
Lasso,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Chroma')",0.600678929284753
ElasticNet,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Chroma')",0.5653545538971045
BayesianRidge,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Chroma')",0.8521290348233375
ARDRegression,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Chroma')",0.8374213913262362
HuberRegressor,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Chroma')",0.849867650138941
RANSACRegressor,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Chroma')",0.7271989856766315
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Chroma')",0.7043401563987115
LinearSVR,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Chroma')",0.8034758086584946
LinearRegression,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Brightness')",0.8422048318822216
Ridge,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Brightness')",0.835210631618809
Lasso,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Brightness')",0.6006792293221639
ElasticNet,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Brightness')",0.56766063374236
BayesianRidge,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Brightness')",0.8519157671164568
ARDRegression,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Brightness')",0.8450883223052608
HuberRegressor,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Brightness')",0.8522717978154829
RANSACRegressor,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Brightness')",0.6983550102205918
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Brightness')",0.623715577675778
LinearSVR,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Brightness')",0.7913318357834374
LinearRegression,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Chroma')",0.8407914933369321
Ridge,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Chroma')",0.8383702281036234
Lasso,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Chroma')",0.600678929284753
ElasticNet,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Chroma')",0.5667203373059972
BayesianRidge,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Chroma')",0.8513674759833021
ARDRegression,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Chroma')",0.8374214741785424
HuberRegressor,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Chroma')",0.8496185287457694
RANSACRegressor,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Chroma')",0.7025013870308496
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Chroma')",0.7088602505113291
LinearSVR,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Chroma')",0.8031279734044505
LinearRegression,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Brightness', 'Chroma')",0.846807803708499
Ridge,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Brightness', 'Chroma')",0.8379888877022466
Lasso,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Brightness', 'Chroma')",0.600678929284753
ElasticNet,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Brightness', 'Chroma')",0.5664583577575728
BayesianRidge,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Brightness', 'Chroma')",0.8496485404775295
ARDRegression,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Brightness', 'Chroma')",0.8374212196391491
HuberRegressor,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Brightness', 'Chroma')",0.8521773359191189
RANSACRegressor,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Brightness', 'Chroma')",0.7121053208552085
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Brightness', 'Chroma')",0.7869381161556388
LinearSVR,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Brightness', 'Chroma')",0.8027434731329238
LinearRegression,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Magenta', 'Brightness')",0.8422048318822207
Ridge,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Magenta', 'Brightness')",0.8332619669924053
Lasso,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Magenta', 'Brightness')",0.6006792293221639
ElasticNet,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Magenta', 'Brightness')",0.565624267956351
BayesianRidge,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Magenta', 'Brightness')",0.8456605124111414
ARDRegression,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Magenta', 'Brightness')",0.8393398825654815
HuberRegressor,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Magenta', 'Brightness')",0.8441937280565044
RANSACRegressor,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Magenta', 'Brightness')",0.7065511590372474
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Magenta', 'Brightness')",0.6863634239801264
LinearSVR,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Magenta', 'Brightness')",0.7920989252588435
LinearRegression,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Magenta', 'Chroma')",0.8350470219737359
Ridge,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Magenta', 'Chroma')",0.8374606720245595
Lasso,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Magenta', 'Chroma')",0.600678929284753
ElasticNet,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Magenta', 'Chroma')",0.5643980460711957
BayesianRidge,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Magenta', 'Chroma')",0.8467106857498955
ARDRegression,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Magenta', 'Chroma')",0.8391438949786625
HuberRegressor,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Magenta', 'Chroma')",0.8430403000409212
RANSACRegressor,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Magenta', 'Chroma')",0.43625805706629495
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Magenta', 'Chroma')",0.6310237643888413
LinearSVR,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Magenta', 'Chroma')",0.8030166907818601
LinearRegression,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Brightness', 'Chroma')",0.8370928961683717
Ridge,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Brightness', 'Chroma')",0.8373787532287997
Lasso,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Brightness', 'Chroma')",0.600678929284753
ElasticNet,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Brightness', 'Chroma')",0.56409316821292
BayesianRidge,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Brightness', 'Chroma')",0.8465459640729938
ARDRegression,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Brightness', 'Chroma')",0.8461090543165138
HuberRegressor,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Brightness', 'Chroma')",0.840663690928757
RANSACRegressor,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Brightness', 'Chroma')",0.6668805005019021
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Brightness', 'Chroma')",0.7998023754653477
LinearSVR,"('HSV', 'GLCM', 'LBP', 'Cyan', 'Brightness', 'Chroma')",0.8025758879468392
LinearRegression,"('HSV', 'GLCM', 'LBP', 'Magenta', 'Brightness', 'Chroma')",0.8363883863125108
Ridge,"('HSV', 'GLCM', 'LBP', 'Magenta', 'Brightness', 'Chroma')",0.8374650299543914
Lasso,"('HSV', 'GLCM', 'LBP', 'Magenta', 'Brightness', 'Chroma')",0.600678929284753
ElasticNet,"('HSV', 'GLCM', 'LBP', 'Magenta', 'Brightness', 'Chroma')",0.5655356890769696
BayesianRidge,"('HSV', 'GLCM', 'LBP', 'Magenta', 'Brightness', 'Chroma')",0.8467863009417724
ARDRegression,"('HSV', 'GLCM', 'LBP', 'Magenta', 'Brightness', 'Chroma')",0.8461093955622423
HuberRegressor,"('HSV', 'GLCM', 'LBP', 'Magenta', 'Brightness', 'Chroma')",0.8455696622213409
RANSACRegressor,"('HSV', 'GLCM', 'LBP', 'Magenta', 'Brightness', 'Chroma')",0.7691393875510191
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'LBP', 'Magenta', 'Brightness', 'Chroma')",0.6024653107724941
LinearSVR,"('HSV', 'GLCM', 'LBP', 'Magenta', 'Brightness', 'Chroma')",0.8013359281959503
LinearRegression,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta')",0.8911193619436513
Ridge,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta')",0.8983125117099854
Lasso,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta')",0.7327043041462162
ElasticNet,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta')",0.6632027708952545
BayesianRidge,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta')",0.8988913898562306
ARDRegression,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta')",0.8940456956448908
HuberRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta')",0.8989044200422646
RANSACRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta')",0.7824362937316587
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta')",0.8022642581241881
LinearSVR,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta')",0.8753526963019866
LinearRegression,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness')",0.8911193619436476
Ridge,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness')",0.8982724382180624
Lasso,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness')",0.7327043041462162
ElasticNet,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness')",0.6628445263113605
BayesianRidge,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness')",0.8988513813171843
ARDRegression,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness')",0.8940456916661285
HuberRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness')",0.8995797611245072
RANSACRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness')",0.8531981077594619
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness')",0.6348419190280365
LinearSVR,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness')",0.8751998594372272
LinearRegression,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Chroma')",0.8964628245961377
Ridge,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Chroma')",0.9002184063572042
Lasso,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Chroma')",0.7327036560895219
ElasticNet,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Chroma')",0.662625497770853
BayesianRidge,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Chroma')",0.9000061884726008
ARDRegression,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Chroma')",0.8940699827130708
HuberRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Chroma')",0.8982434902342677
RANSACRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Chroma')",0.7608488016916016
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Chroma')",0.6689136383839632
LinearSVR,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Chroma')",0.8823191602196155
LinearRegression,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness')",0.8911193619436537
Ridge,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness')",0.8982337139570271
Lasso,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness')",0.7327043041462162
ElasticNet,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness')",0.6638643443103942
BayesianRidge,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness')",0.898994638031267
ARDRegression,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness')",0.8940458502834692
HuberRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness')",0.8994556857546867
RANSACRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness')",0.7333718474313118
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness')",0.6685631314874259
LinearSVR,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness')",0.8751173998559245
LinearRegression,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",0.8965084848080591
Ridge,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",0.9004202967107696
Lasso,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",0.7327036560895219
ElasticNet,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",0.6639600677698372
BayesianRidge,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",0.9002996157237942
ARDRegression,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",0.8940701042030359
HuberRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",0.8994613048722103
RANSACRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",0.897264672209118
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",0.8868215171432754
LinearSVR,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",0.8817360239192681
LinearRegression,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Brightness', 'Chroma')",0.8977447077551459
Ridge,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Brightness', 'Chroma')",0.9003507130227267
Lasso,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Brightness', 'Chroma')",0.7327036560895219
ElasticNet,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Brightness', 'Chroma')",0.66356520510509
BayesianRidge,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Brightness', 'Chroma')",0.9001916523055932
ARDRegression,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Brightness', 'Chroma')",0.8940701375005679
HuberRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Brightness', 'Chroma')",0.8972985394375953
RANSACRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Brightness', 'Chroma')",0.8334798894002893
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Brightness', 'Chroma')",0.6995586610627045
LinearSVR,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Brightness', 'Chroma')",0.8827799119898742
LinearRegression,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness')",0.8911193619436506
Ridge,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness')",0.8968247346789491
Lasso,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness')",0.7307764803044847
ElasticNet,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness')",0.6622789188219025
BayesianRidge,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness')",0.8971909364579465
ARDRegression,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness')",0.8945076305040952
HuberRegressor,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness')",0.8917778338286375
RANSACRegressor,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness')",0.8033003796582241
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness')",0.8353085982676685
LinearSVR,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness')",0.8765184928115296
LinearRegression,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Chroma')",0.8885059948456603
Ridge,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Chroma')",0.8997017821791815
Lasso,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Chroma')",0.730781452860555
ElasticNet,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Chroma')",0.6619037230254061
BayesianRidge,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Chroma')",0.8994169513649432
ARDRegression,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Chroma')",0.8946486982570641
HuberRegressor,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Chroma')",0.8951007001291887
RANSACRegressor,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Chroma')",0.8018844519223521
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Chroma')",0.7243485613356645
LinearSVR,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Chroma')",0.8812818853541531
LinearRegression,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Brightness', 'Chroma')",0.8953926621250011
Ridge,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Brightness', 'Chroma')",0.8997377129021974
Lasso,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Brightness', 'Chroma')",0.7317260435500657
ElasticNet,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Brightness', 'Chroma')",0.6613984579224037
BayesianRidge,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Brightness', 'Chroma')",0.8994784819879255
ARDRegression,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Brightness', 'Chroma')",0.8945072726240522
HuberRegressor,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Brightness', 'Chroma')",0.8949416672304575
RANSACRegressor,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Brightness', 'Chroma')",0.8196412667287252
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Brightness', 'Chroma')",0.793714377374502
LinearSVR,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Brightness', 'Chroma')",0.8814020205898676
LinearRegression,"('HSV', 'GLCM', 'Temp', 'Magenta', 'Brightness', 'Chroma')",0.892329120731552
Ridge,"('HSV', 'GLCM', 'Temp', 'Magenta', 'Brightness', 'Chroma')",0.8999595182372218
Lasso,"('HSV', 'GLCM', 'Temp', 'Magenta', 'Brightness', 'Chroma')",0.730781452860555
ElasticNet,"('HSV', 'GLCM', 'Temp', 'Magenta', 'Brightness', 'Chroma')",0.6629131321102921
BayesianRidge,"('HSV', 'GLCM', 'Temp', 'Magenta', 'Brightness', 'Chroma')",0.8997755702091076
ARDRegression,"('HSV', 'GLCM', 'Temp', 'Magenta', 'Brightness', 'Chroma')",0.8945074522573362
HuberRegressor,"('HSV', 'GLCM', 'Temp', 'Magenta', 'Brightness', 'Chroma')",0.8968428975046708
RANSACRegressor,"('HSV', 'GLCM', 'Temp', 'Magenta', 'Brightness', 'Chroma')",0.7636693364609876
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'Temp', 'Magenta', 'Brightness', 'Chroma')",0.8885206548119475
LinearSVR,"('HSV', 'GLCM', 'Temp', 'Magenta', 'Brightness', 'Chroma')",0.8822951544952901
LinearRegression,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.8121074317634968
Ridge,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.8161415664760744
Lasso,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.5969079021091246
ElasticNet,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.5563231601566485
BayesianRidge,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.8192338512523114
ARDRegression,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.8188329950625252
HuberRegressor,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.8210706234357374
RANSACRegressor,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.5528122654619633
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.801227645970588
LinearSVR,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.7734565692644625
LinearRegression,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.809191580719067
Ridge,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.8184318040628911
Lasso,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.5969073070073156
ElasticNet,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.5564836729310589
BayesianRidge,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.8196882636866202
ARDRegression,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.8188348802491376
HuberRegressor,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.8205521501039164
RANSACRegressor,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.6265287521882372
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.4017311836546129
LinearSVR,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.7853707741811764
LinearRegression,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.8091915807190596
Ridge,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.8183303929475413
Lasso,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.5969073070073156
ElasticNet,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.5562362913226999
BayesianRidge,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.8195726483490086
ARDRegression,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.8188366422020433
HuberRegressor,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.8237895439028984
RANSACRegressor,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",-0.6750363055805697
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.7069818671738854
LinearSVR,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.7860919908522858
LinearRegression,"('HSV', 'GLCM', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.8091915807190713
Ridge,"('HSV', 'GLCM', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.8180846579616035
Lasso,"('HSV', 'GLCM', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.5969073070073156
ElasticNet,"('HSV', 'GLCM', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.5571859795471588
BayesianRidge,"('HSV', 'GLCM', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.8192352569726749
ARDRegression,"('HSV', 'GLCM', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.8188356355813633
HuberRegressor,"('HSV', 'GLCM', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.8158243681300891
RANSACRegressor,"('HSV', 'GLCM', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.6659858234672138
