Model,Feature_Groups,R² Score
ElasticNet,"('GLCM', 'Cyan', 'Magenta', 'Brightness')",0.4884300628072695
BayesianRidge,"('GLCM', 'Cyan', 'Magenta', 'Brightness')",0.7029801914495808
ARDRegression,"('GLCM', 'Cyan', 'Magenta', 'Brightness')",0.7092168838446523
HuberRegressor,"('GLCM', 'Cyan', 'Magenta', 'Brightness')",0.7021831334097757
RANSACRegressor,"('GLCM', 'Cyan', 'Magenta', 'Brightness')",0.4218807716072973
PassiveAggressiveRegressor,"('GLCM', 'Cyan', 'Magenta', 'Brightness')",0.5311254641114675
LinearSVR,"('GLCM', 'Cyan', 'Magenta', 'Brightness')",0.5667317122163291
LinearRegression,"('GLCM', 'Cyan', 'Magenta', 'Chroma')",0.6656363847028455
Ridge,"('GLCM', 'Cyan', 'Magenta', 'Chroma')",0.6746521858821517
Lasso,"('GLCM', 'Cyan', 'Magenta', 'Chroma')",0.5212821247017112
ElasticNet,"('GLCM', 'Cyan', 'Magenta', 'Chroma')",0.4852397610968776
BayesianRidge,"('GLCM', 'Cyan', 'Magenta', 'Chroma')",0.6744616492821404
ARDRegression,"('GLCM', 'Cyan', 'Magenta', 'Chroma')",0.6789810414156632
HuberRegressor,"('GLCM', 'Cyan', 'Magenta', 'Chroma')",0.650881461334846
RANSACRegressor,"('GLCM', 'Cyan', 'Magenta', 'Chroma')",0.5018876627942099
PassiveAggressiveRegressor,"('GLCM', 'Cyan', 'Magenta', 'Chroma')",0.47109646636204316
LinearSVR,"('GLCM', 'Cyan', 'Magenta', 'Chroma')",0.6219415623587758
LinearRegression,"('GLCM', 'Cyan', 'Brightness', 'Chroma')",0.690033238613724
Ridge,"('GLCM', 'Cyan', 'Brightness', 'Chroma')",0.6782482507432317
Lasso,"('GLCM', 'Cyan', 'Brightness', 'Chroma')",0.515560831745432
ElasticNet,"('GLCM', 'Cyan', 'Brightness', 'Chroma')",0.4826692834980566
BayesianRidge,"('GLCM', 'Cyan', 'Brightness', 'Chroma')",0.6789990841527296
ARDRegression,"('GLCM', 'Cyan', 'Brightness', 'Chroma')",0.6833560901048485
HuberRegressor,"('GLCM', 'Cyan', 'Brightness', 'Chroma')",0.6784059360364807
RANSACRegressor,"('GLCM', 'Cyan', 'Brightness', 'Chroma')",0.2837613633662047
PassiveAggressiveRegressor,"('GLCM', 'Cyan', 'Brightness', 'Chroma')",0.648530315493292
LinearSVR,"('GLCM', 'Cyan', 'Brightness', 'Chroma')",0.6283352027101963
LinearRegression,"('GLCM', 'Magenta', 'Brightness', 'Chroma')",0.6908849072342946
Ridge,"('GLCM', 'Magenta', 'Brightness', 'Chroma')",0.6787996089186386
Lasso,"('GLCM', 'Magenta', 'Brightness', 'Chroma')",0.521282635060564
ElasticNet,"('GLCM', 'Magenta', 'Brightness', 'Chroma')",0.4892953986113059
BayesianRidge,"('GLCM', 'Magenta', 'Brightness', 'Chroma')",0.6889070399264575
ARDRegression,"('GLCM', 'Magenta', 'Brightness', 'Chroma')",0.6935960634687783
HuberRegressor,"('GLCM', 'Magenta', 'Brightness', 'Chroma')",0.6802766822980417
RANSACRegressor,"('GLCM', 'Magenta', 'Brightness', 'Chroma')",0.4512120291007732
PassiveAggressiveRegressor,"('GLCM', 'Magenta', 'Brightness', 'Chroma')",0.5804191554990158
LinearSVR,"('GLCM', 'Magenta', 'Brightness', 'Chroma')",0.6240752245329373
LinearRegression,"('LBP', 'Temp', 'Yellow', 'Cyan')",0.8703385778975611
Ridge,"('LBP', 'Temp', 'Yellow', 'Cyan')",0.8432018862828333
Lasso,"('LBP', 'Temp', 'Yellow', 'Cyan')",0.6618414105805517
ElasticNet,"('LBP', 'Temp', 'Yellow', 'Cyan')",0.5831383828486696
BayesianRidge,"('LBP', 'Temp', 'Yellow', 'Cyan')",0.8695276390818057
ARDRegression,"('LBP', 'Temp', 'Yellow', 'Cyan')",0.8686150888357219
HuberRegressor,"('LBP', 'Temp', 'Yellow', 'Cyan')",0.8668582308068331
RANSACRegressor,"('LBP', 'Temp', 'Yellow', 'Cyan')",0.8083296395783349
PassiveAggressiveRegressor,"('LBP', 'Temp', 'Yellow', 'Cyan')",0.6706332422816668
LinearSVR,"('LBP', 'Temp', 'Yellow', 'Cyan')",0.8060434373239289
LinearRegression,"('LBP', 'Temp', 'Yellow', 'Magenta')",0.87638611267978
Ridge,"('LBP', 'Temp', 'Yellow', 'Magenta')",0.8430542005148549
Lasso,"('LBP', 'Temp', 'Yellow', 'Magenta')",0.6612124794742693
ElasticNet,"('LBP', 'Temp', 'Yellow', 'Magenta')",0.5917011846784449
BayesianRidge,"('LBP', 'Temp', 'Yellow', 'Magenta')",0.8746994707090903
ARDRegression,"('LBP', 'Temp', 'Yellow', 'Magenta')",0.8412021441981248
HuberRegressor,"('LBP', 'Temp', 'Yellow', 'Magenta')",0.8713869007589462
RANSACRegressor,"('LBP', 'Temp', 'Yellow', 'Magenta')",0.8166680459948228
PassiveAggressiveRegressor,"('LBP', 'Temp', 'Yellow', 'Magenta')",0.7442990243789376
LinearSVR,"('LBP', 'Temp', 'Yellow', 'Magenta')",0.8066166013084737
LinearRegression,"('LBP', 'Temp', 'Yellow', 'Brightness')",0.8712119960882942
Ridge,"('LBP', 'Temp', 'Yellow', 'Brightness')",0.8423799098117688
Lasso,"('LBP', 'Temp', 'Yellow', 'Brightness')",0.6628356641554349
ElasticNet,"('LBP', 'Temp', 'Yellow', 'Brightness')",0.5887152915695792
BayesianRidge,"('LBP', 'Temp', 'Yellow', 'Brightness')",0.8705608787403261
ARDRegression,"('LBP', 'Temp', 'Yellow', 'Brightness')",0.8704557295808102
HuberRegressor,"('LBP', 'Temp', 'Yellow', 'Brightness')",0.8670313468596904
RANSACRegressor,"('LBP', 'Temp', 'Yellow', 'Brightness')",0.8535780130195998
PassiveAggressiveRegressor,"('LBP', 'Temp', 'Yellow', 'Brightness')",0.7924332712963329
LinearSVR,"('LBP', 'Temp', 'Yellow', 'Brightness')",0.8069231708851611
LinearRegression,"('LBP', 'Temp', 'Yellow', 'Chroma')",0.8711754630919147
Ridge,"('LBP', 'Temp', 'Yellow', 'Chroma')",0.8437861695055413
Lasso,"('LBP', 'Temp', 'Yellow', 'Chroma')",0.6688429409874284
ElasticNet,"('LBP', 'Temp', 'Yellow', 'Chroma')",0.5626054959080922
BayesianRidge,"('LBP', 'Temp', 'Yellow', 'Chroma')",0.8701229469038605
ARDRegression,"('LBP', 'Temp', 'Yellow', 'Chroma')",0.8704585374413635
HuberRegressor,"('LBP', 'Temp', 'Yellow', 'Chroma')",0.8664263037839334
RANSACRegressor,"('LBP', 'Temp', 'Yellow', 'Chroma')",0.8139597765455093
PassiveAggressiveRegressor,"('LBP', 'Temp', 'Yellow', 'Chroma')",0.7498768864539342
LinearSVR,"('LBP', 'Temp', 'Yellow', 'Chroma')",0.8159079784397394
LinearRegression,"('LBP', 'Temp', 'Cyan', 'Magenta')",0.8661402552038071
Ridge,"('LBP', 'Temp', 'Cyan', 'Magenta')",0.8383449742633018
Lasso,"('LBP', 'Temp', 'Cyan', 'Magenta')",0.6612122189945531
ElasticNet,"('LBP', 'Temp', 'Cyan', 'Magenta')",0.5837824617207721
BayesianRidge,"('LBP', 'Temp', 'Cyan', 'Magenta')",0.8650771862220707
ARDRegression,"('LBP', 'Temp', 'Cyan', 'Magenta')",0.8624095893268164
HuberRegressor,"('LBP', 'Temp', 'Cyan', 'Magenta')",0.8609717150950593
RANSACRegressor,"('LBP', 'Temp', 'Cyan', 'Magenta')",0.8100046042576756
PassiveAggressiveRegressor,"('LBP', 'Temp', 'Cyan', 'Magenta')",0.8293329840250312
LinearSVR,"('LBP', 'Temp', 'Cyan', 'Magenta')",0.8027349414215093
LinearRegression,"('LBP', 'Temp', 'Cyan', 'Brightness')",0.867986524965302
Ridge,"('LBP', 'Temp', 'Cyan', 'Brightness')",0.8392296637279499
Lasso,"('LBP', 'Temp', 'Cyan', 'Brightness')",0.6628340535116319
ElasticNet,"('LBP', 'Temp', 'Cyan', 'Brightness')",0.5802529335703148
BayesianRidge,"('LBP', 'Temp', 'Cyan', 'Brightness')",0.8670424301138573
ARDRegression,"('LBP', 'Temp', 'Cyan', 'Brightness')",0.8643765464229839
HuberRegressor,"('LBP', 'Temp', 'Cyan', 'Brightness')",0.8637317978846233
RANSACRegressor,"('LBP', 'Temp', 'Cyan', 'Brightness')",0.781508084068821
PassiveAggressiveRegressor,"('LBP', 'Temp', 'Cyan', 'Brightness')",0.703640698466742
LinearSVR,"('LBP', 'Temp', 'Cyan', 'Brightness')",0.8045476883120481
LinearRegression,"('LBP', 'Temp', 'Cyan', 'Chroma')",0.8670030127379887
Ridge,"('LBP', 'Temp', 'Cyan', 'Chroma')",0.8410600935021402
Lasso,"('LBP', 'Temp', 'Cyan', 'Chroma')",0.661929000917731
ElasticNet,"('LBP', 'Temp', 'Cyan', 'Chroma')",0.5578899998808776
BayesianRidge,"('LBP', 'Temp', 'Cyan', 'Chroma')",0.8661378661193947
ARDRegression,"('LBP', 'Temp', 'Cyan', 'Chroma')",0.8624096784656424
HuberRegressor,"('LBP', 'Temp', 'Cyan', 'Chroma')",0.8619434719183429
RANSACRegressor,"('LBP', 'Temp', 'Cyan', 'Chroma')",0.8689904322919279
PassiveAggressiveRegressor,"('LBP', 'Temp', 'Cyan', 'Chroma')",0.7142163786665584
LinearSVR,"('LBP', 'Temp', 'Cyan', 'Chroma')",0.8071978744863445
LinearRegression,"('LBP', 'Temp', 'Magenta', 'Brightness')",0.8690887114068314
Ridge,"('LBP', 'Temp', 'Magenta', 'Brightness')",0.8380193036263669
Lasso,"('LBP', 'Temp', 'Magenta', 'Brightness')",0.6612121578941754
ElasticNet,"('LBP', 'Temp', 'Magenta', 'Brightness')",0.5895897916500236
BayesianRidge,"('LBP', 'Temp', 'Magenta', 'Brightness')",0.8678499379521846
ARDRegression,"('LBP', 'Temp', 'Magenta', 'Brightness')",0.8643771323432838
HuberRegressor,"('LBP', 'Temp', 'Magenta', 'Brightness')",0.8634926614201678
RANSACRegressor,"('LBP', 'Temp', 'Magenta', 'Brightness')",0.8698327661034173
PassiveAggressiveRegressor,"('LBP', 'Temp', 'Magenta', 'Brightness')",0.8335100381460245
LinearSVR,"('LBP', 'Temp', 'Magenta', 'Brightness')",0.8032942111828417
LinearRegression,"('LBP', 'Temp', 'Magenta', 'Chroma')",0.8668971848368257
Ridge,"('LBP', 'Temp', 'Magenta', 'Chroma')",0.8406459343162807
Lasso,"('LBP', 'Temp', 'Magenta', 'Chroma')",0.6612121578941754
ElasticNet,"('LBP', 'Temp', 'Magenta', 'Chroma')",0.5659065902539644
BayesianRidge,"('LBP', 'Temp', 'Magenta', 'Chroma')",0.8660487674142352
ARDRegression,"('LBP', 'Temp', 'Magenta', 'Chroma')",0.8644236340808309
HuberRegressor,"('LBP', 'Temp', 'Magenta', 'Chroma')",0.8616800694564124
RANSACRegressor,"('LBP', 'Temp', 'Magenta', 'Chroma')",0.7460246272563759
PassiveAggressiveRegressor,"('LBP', 'Temp', 'Magenta', 'Chroma')",0.8018405570510442
LinearSVR,"('LBP', 'Temp', 'Magenta', 'Chroma')",0.8092510117086065
LinearRegression,"('LBP', 'Temp', 'Brightness', 'Chroma')",0.868224361833835
Ridge,"('LBP', 'Temp', 'Brightness', 'Chroma')",0.8417541069220901
Lasso,"('LBP', 'Temp', 'Brightness', 'Chroma')",0.6628360399980262
ElasticNet,"('LBP', 'Temp', 'Brightness', 'Chroma')",0.5626002748218397
BayesianRidge,"('LBP', 'Temp', 'Brightness', 'Chroma')",0.8673429317325051
ARDRegression,"('LBP', 'Temp', 'Brightness', 'Chroma')",0.864376826960442
HuberRegressor,"('LBP', 'Temp', 'Brightness', 'Chroma')",0.8630729550568429
RANSACRegressor,"('LBP', 'Temp', 'Brightness', 'Chroma')",0.818443546299403
PassiveAggressiveRegressor,"('LBP', 'Temp', 'Brightness', 'Chroma')",0.47325515504731497
LinearSVR,"('LBP', 'Temp', 'Brightness', 'Chroma')",0.8090098614612953
LinearRegression,"('LBP', 'Yellow', 'Cyan', 'Magenta')",0.7578873520218168
Ridge,"('LBP', 'Yellow', 'Cyan', 'Magenta')",0.7045072923927496
Lasso,"('LBP', 'Yellow', 'Cyan', 'Magenta')",0.4666249700624443
ElasticNet,"('LBP', 'Yellow', 'Cyan', 'Magenta')",0.45341629377387827
BayesianRidge,"('LBP', 'Yellow', 'Cyan', 'Magenta')",0.7523573435990374
ARDRegression,"('LBP', 'Yellow', 'Cyan', 'Magenta')",0.7306434403452075
HuberRegressor,"('LBP', 'Yellow', 'Cyan', 'Magenta')",0.7461653092606152
RANSACRegressor,"('LBP', 'Yellow', 'Cyan', 'Magenta')",0.5314119303202218
PassiveAggressiveRegressor,"('LBP', 'Yellow', 'Cyan', 'Magenta')",0.4809851135071386
LinearSVR,"('LBP', 'Yellow', 'Cyan', 'Magenta')",0.6649058462309846
LinearRegression,"('LBP', 'Yellow', 'Cyan', 'Brightness')",0.7578873520218162
Ridge,"('LBP', 'Yellow', 'Cyan', 'Brightness')",0.7021478334877242
Lasso,"('LBP', 'Yellow', 'Cyan', 'Brightness')",0.4666234227565107
ElasticNet,"('LBP', 'Yellow', 'Cyan', 'Brightness')",0.4532064055765165
BayesianRidge,"('LBP', 'Yellow', 'Cyan', 'Brightness')",0.7501096299584564
ARDRegression,"('LBP', 'Yellow', 'Cyan', 'Brightness')",0.7306429951535076
HuberRegressor,"('LBP', 'Yellow', 'Cyan', 'Brightness')",0.7449922633625364
RANSACRegressor,"('LBP', 'Yellow', 'Cyan', 'Brightness')",0.6385199696404062
PassiveAggressiveRegressor,"('LBP', 'Yellow', 'Cyan', 'Brightness')",0.5234315688344322
LinearSVR,"('LBP', 'Yellow', 'Cyan', 'Brightness')",0.6649161974415329
LinearRegression,"('LBP', 'Yellow', 'Cyan', 'Chroma')",0.7697713863327348
Ridge,"('LBP', 'Yellow', 'Cyan', 'Chroma')",0.7043786756006041
Lasso,"('LBP', 'Yellow', 'Cyan', 'Chroma')",0.4666244452739192
ElasticNet,"('LBP', 'Yellow', 'Cyan', 'Chroma')",0.42970316928114205
BayesianRidge,"('LBP', 'Yellow', 'Cyan', 'Chroma')",0.7620697610061111
ARDRegression,"('LBP', 'Yellow', 'Cyan', 'Chroma')",0.7376292831775828
HuberRegressor,"('LBP', 'Yellow', 'Cyan', 'Chroma')",0.7607258739674553
RANSACRegressor,"('LBP', 'Yellow', 'Cyan', 'Chroma')",0.6607661819783579
PassiveAggressiveRegressor,"('LBP', 'Yellow', 'Cyan', 'Chroma')",0.5529688332276976
LinearSVR,"('LBP', 'Yellow', 'Cyan', 'Chroma')",0.6650475893641292
LinearRegression,"('LBP', 'Yellow', 'Magenta', 'Brightness')",0.7578873520218163
Ridge,"('LBP', 'Yellow', 'Magenta', 'Brightness')",0.7046811917130144
Lasso,"('LBP', 'Yellow', 'Magenta', 'Brightness')",0.47025718220143375
ElasticNet,"('LBP', 'Yellow', 'Magenta', 'Brightness')",0.4520497453019645
BayesianRidge,"('LBP', 'Yellow', 'Magenta', 'Brightness')",0.7539940586871887
ARDRegression,"('LBP', 'Yellow', 'Magenta', 'Brightness')",0.7365904910281313
HuberRegressor,"('LBP', 'Yellow', 'Magenta', 'Brightness')",0.7458573742228983
RANSACRegressor,"('LBP', 'Yellow', 'Magenta', 'Brightness')",0.7656559138161955
PassiveAggressiveRegressor,"('LBP', 'Yellow', 'Magenta', 'Brightness')",0.47631680637900464
LinearSVR,"('LBP', 'Yellow', 'Magenta', 'Brightness')",0.6626854843149252
LinearRegression,"('LBP', 'Yellow', 'Magenta', 'Chroma')",0.7634780708972448
Ridge,"('LBP', 'Yellow', 'Magenta', 'Chroma')",0.7060411830063757
Lasso,"('LBP', 'Yellow', 'Magenta', 'Chroma')",0.46555193894326785
ElasticNet,"('LBP', 'Yellow', 'Magenta', 'Chroma')",0.4321188657332653
BayesianRidge,"('LBP', 'Yellow', 'Magenta', 'Chroma')",0.7578186060631914
ARDRegression,"('LBP', 'Yellow', 'Magenta', 'Chroma')",0.7376293168040194
HuberRegressor,"('LBP', 'Yellow', 'Magenta', 'Chroma')",0.7535698123217434
RANSACRegressor,"('LBP', 'Yellow', 'Magenta', 'Chroma')",0.6376777306637313
PassiveAggressiveRegressor,"('LBP', 'Yellow', 'Magenta', 'Chroma')",0.333665336394362
LinearSVR,"('LBP', 'Yellow', 'Magenta', 'Chroma')",0.6656808104413594
LinearRegression,"('LBP', 'Yellow', 'Brightness', 'Chroma')",0.7665700337777472
Ridge,"('LBP', 'Yellow', 'Brightness', 'Chroma')",0.704505721911868
Lasso,"('LBP', 'Yellow', 'Brightness', 'Chroma')",0.47023555577756115
ElasticNet,"('LBP', 'Yellow', 'Brightness', 'Chroma')",0.4309942103748038
BayesianRidge,"('LBP', 'Yellow', 'Brightness', 'Chroma')",0.7593763130761487
ARDRegression,"('LBP', 'Yellow', 'Brightness', 'Chroma')",0.7376294816165603
HuberRegressor,"('LBP', 'Yellow', 'Brightness', 'Chroma')",0.7569020922897339
RANSACRegressor,"('LBP', 'Yellow', 'Brightness', 'Chroma')",0.6625864459721289
PassiveAggressiveRegressor,"('LBP', 'Yellow', 'Brightness', 'Chroma')",0.5422919080164532
LinearSVR,"('LBP', 'Yellow', 'Brightness', 'Chroma')",0.666540313074558
LinearRegression,"('LBP', 'Cyan', 'Magenta', 'Brightness')",0.7578873520218163
Ridge,"('LBP', 'Cyan', 'Magenta', 'Brightness')",0.7015022235197422
Lasso,"('LBP', 'Cyan', 'Magenta', 'Brightness')",0.4666257408856739
ElasticNet,"('LBP', 'Cyan', 'Magenta', 'Brightness')",0.4550307915926861
BayesianRidge,"('LBP', 'Cyan', 'Magenta', 'Brightness')",0.7505479904117249
ARDRegression,"('LBP', 'Cyan', 'Magenta', 'Brightness')",0.730642806752161
HuberRegressor,"('LBP', 'Cyan', 'Magenta', 'Brightness')",0.7463957406411244
RANSACRegressor,"('LBP', 'Cyan', 'Magenta', 'Brightness')",0.5805717880619765
PassiveAggressiveRegressor,"('LBP', 'Cyan', 'Magenta', 'Brightness')",0.5010775162117882
LinearSVR,"('LBP', 'Cyan', 'Magenta', 'Brightness')",0.6652836813719414
LinearRegression,"('LBP', 'Cyan', 'Magenta', 'Chroma')",0.7492194157481854
Ridge,"('LBP', 'Cyan', 'Magenta', 'Chroma')",0.7000661658186543
Lasso,"('LBP', 'Cyan', 'Magenta', 'Chroma')",0.4666264945573412
ElasticNet,"('LBP', 'Cyan', 'Magenta', 'Chroma')",0.4322896077390518
BayesianRidge,"('LBP', 'Cyan', 'Magenta', 'Chroma')",0.7447739987096271
ARDRegression,"('LBP', 'Cyan', 'Magenta', 'Chroma')",0.7306433001615388
HuberRegressor,"('LBP', 'Cyan', 'Magenta', 'Chroma')",0.7376858201365674
RANSACRegressor,"('LBP', 'Cyan', 'Magenta', 'Chroma')",0.6148104367531908
PassiveAggressiveRegressor,"('LBP', 'Cyan', 'Magenta', 'Chroma')",0.44731468531475915
LinearSVR,"('LBP', 'Cyan', 'Magenta', 'Chroma')",0.6667307192081192
LinearRegression,"('LBP', 'Cyan', 'Brightness', 'Chroma')",0.7635491311028624
Ridge,"('LBP', 'Cyan', 'Brightness', 'Chroma')",0.7006919967555021
Lasso,"('LBP', 'Cyan', 'Brightness', 'Chroma')",0.4666264945573412
ElasticNet,"('LBP', 'Cyan', 'Brightness', 'Chroma')",0.4307215150782069
BayesianRidge,"('LBP', 'Cyan', 'Brightness', 'Chroma')",0.7495700684510391
ARDRegression,"('LBP', 'Cyan', 'Brightness', 'Chroma')",0.7306434055791842
HuberRegressor,"('LBP', 'Cyan', 'Brightness', 'Chroma')",0.7429981719314254
RANSACRegressor,"('LBP', 'Cyan', 'Brightness', 'Chroma')",0.545404640798161
PassiveAggressiveRegressor,"('LBP', 'Cyan', 'Brightness', 'Chroma')",0.7026056173925266
LinearSVR,"('LBP', 'Cyan', 'Brightness', 'Chroma')",0.6665253822264607
LinearRegression,"('LBP', 'Magenta', 'Brightness', 'Chroma')",0.7576608266430487
Ridge,"('LBP', 'Magenta', 'Brightness', 'Chroma')",0.7013564444664786
Lasso,"('LBP', 'Magenta', 'Brightness', 'Chroma')",0.47025789520677697
ElasticNet,"('LBP', 'Magenta', 'Brightness', 'Chroma')",0.43372072218091773
BayesianRidge,"('LBP', 'Magenta', 'Brightness', 'Chroma')",0.7519598021867634
ARDRegression,"('LBP', 'Magenta', 'Brightness', 'Chroma')",0.7332005440085901
HuberRegressor,"('LBP', 'Magenta', 'Brightness', 'Chroma')",0.745757515902531
RANSACRegressor,"('LBP', 'Magenta', 'Brightness', 'Chroma')",0.6602308401116502
PassiveAggressiveRegressor,"('LBP', 'Magenta', 'Brightness', 'Chroma')",0.42210668725831346
LinearSVR,"('LBP', 'Magenta', 'Brightness', 'Chroma')",0.6670142412573705
LinearRegression,"('Temp', 'Yellow', 'Cyan', 'Magenta')",0.6718969632359117
Ridge,"('Temp', 'Yellow', 'Cyan', 'Magenta')",0.6445628769411282
Lasso,"('Temp', 'Yellow', 'Cyan', 'Magenta')",0.5640818224924891
ElasticNet,"('Temp', 'Yellow', 'Cyan', 'Magenta')",0.5120245628394404
BayesianRidge,"('Temp', 'Yellow', 'Cyan', 'Magenta')",0.6670098510904601
ARDRegression,"('Temp', 'Yellow', 'Cyan', 'Magenta')",0.6665867564320075
HuberRegressor,"('Temp', 'Yellow', 'Cyan', 'Magenta')",0.6651756477215971
RANSACRegressor,"('Temp', 'Yellow', 'Cyan', 'Magenta')",0.6342866711515339
PassiveAggressiveRegressor,"('Temp', 'Yellow', 'Cyan', 'Magenta')",0.38395852646790973
LinearSVR,"('Temp', 'Yellow', 'Cyan', 'Magenta')",0.6459273504315022
LinearRegression,"('Temp', 'Yellow', 'Cyan', 'Brightness')",0.6718969632359123
Ridge,"('Temp', 'Yellow', 'Cyan', 'Brightness')",0.6200460361819519
Lasso,"('Temp', 'Yellow', 'Cyan', 'Brightness')",0.5527165731006449
ElasticNet,"('Temp', 'Yellow', 'Cyan', 'Brightness')",0.5083082740910814
BayesianRidge,"('Temp', 'Yellow', 'Cyan', 'Brightness')",0.6135705603625771
ARDRegression,"('Temp', 'Yellow', 'Cyan', 'Brightness')",0.6136958551259506
HuberRegressor,"('Temp', 'Yellow', 'Cyan', 'Brightness')",0.6650175685971572
RANSACRegressor,"('Temp', 'Yellow', 'Cyan', 'Brightness')",0.6792942328490655
PassiveAggressiveRegressor,"('Temp', 'Yellow', 'Cyan', 'Brightness')",0.539647401497027
LinearSVR,"('Temp', 'Yellow', 'Cyan', 'Brightness')",0.6402697497450351
LinearRegression,"('Temp', 'Yellow', 'Cyan', 'Chroma')",0.6936315682073574
Ridge,"('Temp', 'Yellow', 'Cyan', 'Chroma')",0.653222865939127
Lasso,"('Temp', 'Yellow', 'Cyan', 'Chroma')",0.5455119846649793
ElasticNet,"('Temp', 'Yellow', 'Cyan', 'Chroma')",0.49356840020219894
BayesianRidge,"('Temp', 'Yellow', 'Cyan', 'Chroma')",0.6927600849105638
ARDRegression,"('Temp', 'Yellow', 'Cyan', 'Chroma')",0.6921944308036436
HuberRegressor,"('Temp', 'Yellow', 'Cyan', 'Chroma')",0.6798424115744307
RANSACRegressor,"('Temp', 'Yellow', 'Cyan', 'Chroma')",0.5667921186250203
PassiveAggressiveRegressor,"('Temp', 'Yellow', 'Cyan', 'Chroma')",0.23975318519670008
LinearSVR,"('Temp', 'Yellow', 'Cyan', 'Chroma')",0.6516758670798674
LinearRegression,"('Temp', 'Yellow', 'Magenta', 'Brightness')",0.6718969632359117
Ridge,"('Temp', 'Yellow', 'Magenta', 'Brightness')",0.6371039052962513
Lasso,"('Temp', 'Yellow', 'Magenta', 'Brightness')",0.5640822211092518
ElasticNet,"('Temp', 'Yellow', 'Magenta', 'Brightness')",0.5147036427506275
BayesianRidge,"('Temp', 'Yellow', 'Magenta', 'Brightness')",0.665702936466905
ARDRegression,"('Temp', 'Yellow', 'Magenta', 'Brightness')",0.667122899295487
HuberRegressor,"('Temp', 'Yellow', 'Magenta', 'Brightness')",0.6651592025726052
RANSACRegressor,"('Temp', 'Yellow', 'Magenta', 'Brightness')",0.4796652742713361
PassiveAggressiveRegressor,"('Temp', 'Yellow', 'Magenta', 'Brightness')",0.6569305660826026
LinearSVR,"('Temp', 'Yellow', 'Magenta', 'Brightness')",0.6463400513076102
LinearRegression,"('Temp', 'Yellow', 'Magenta', 'Chroma')",0.6796814050710707
Ridge,"('Temp', 'Yellow', 'Magenta', 'Chroma')",0.6566794708636574
Lasso,"('Temp', 'Yellow', 'Magenta', 'Chroma')",0.5640822211092518
ElasticNet,"('Temp', 'Yellow', 'Magenta', 'Chroma')",0.5004729534516795
BayesianRidge,"('Temp', 'Yellow', 'Magenta', 'Chroma')",0.6763119666063621
ARDRegression,"('Temp', 'Yellow', 'Magenta', 'Chroma')",0.6755811943296901
HuberRegressor,"('Temp', 'Yellow', 'Magenta', 'Chroma')",0.6709394393686658
RANSACRegressor,"('Temp', 'Yellow', 'Magenta', 'Chroma')",0.5762749613795966
PassiveAggressiveRegressor,"('Temp', 'Yellow', 'Magenta', 'Chroma')",0.6414132404805536
LinearSVR,"('Temp', 'Yellow', 'Magenta', 'Chroma')",0.6548371161585518
LinearRegression,"('Temp', 'Yellow', 'Brightness', 'Chroma')",0.6886065454995738
Ridge,"('Temp', 'Yellow', 'Brightness', 'Chroma')",0.6442431578689078
Lasso,"('Temp', 'Yellow', 'Brightness', 'Chroma')",0.5527170938695185
ElasticNet,"('Temp', 'Yellow', 'Brightness', 'Chroma')",0.4962101067417609
BayesianRidge,"('Temp', 'Yellow', 'Brightness', 'Chroma')",0.6865775606250222
ARDRegression,"('Temp', 'Yellow', 'Brightness', 'Chroma')",0.627717990426542
HuberRegressor,"('Temp', 'Yellow', 'Brightness', 'Chroma')",0.676250932214268
RANSACRegressor,"('Temp', 'Yellow', 'Brightness', 'Chroma')",0.5619211373840429
PassiveAggressiveRegressor,"('Temp', 'Yellow', 'Brightness', 'Chroma')",0.6305813113255208
LinearSVR,"('Temp', 'Yellow', 'Brightness', 'Chroma')",0.6505498254963858
LinearRegression,"('Temp', 'Cyan', 'Magenta', 'Brightness')",0.6718969632359104
Ridge,"('Temp', 'Cyan', 'Magenta', 'Brightness')",0.6377998762883261
Lasso,"('Temp', 'Cyan', 'Magenta', 'Brightness')",0.5640807718431373
ElasticNet,"('Temp', 'Cyan', 'Magenta', 'Brightness')",0.5123686626962876
BayesianRidge,"('Temp', 'Cyan', 'Magenta', 'Brightness')",0.6360925331973579
ARDRegression,"('Temp', 'Cyan', 'Magenta', 'Brightness')",0.6684646815988726
HuberRegressor,"('Temp', 'Cyan', 'Magenta', 'Brightness')",0.6651369533590805
RANSACRegressor,"('Temp', 'Cyan', 'Magenta', 'Brightness')",0.6442728423325095
PassiveAggressiveRegressor,"('Temp', 'Cyan', 'Magenta', 'Brightness')",0.499118468089195
LinearSVR,"('Temp', 'Cyan', 'Magenta', 'Brightness')",0.6459482448796714
LinearRegression,"('Temp', 'Cyan', 'Magenta', 'Chroma')",0.6411884644297463
Ridge,"('Temp', 'Cyan', 'Magenta', 'Chroma')",0.639237384432372
Lasso,"('Temp', 'Cyan', 'Magenta', 'Chroma')",0.5640807718431373
ElasticNet,"('Temp', 'Cyan', 'Magenta', 'Chroma')",0.5003777276784387
BayesianRidge,"('Temp', 'Cyan', 'Magenta', 'Chroma')",0.6362322638045951
ARDRegression,"('Temp', 'Cyan', 'Magenta', 'Chroma')",0.6320683115497707
HuberRegressor,"('Temp', 'Cyan', 'Magenta', 'Chroma')",0.6508499048867356
