,MSE,R2 Score
Lasso Regression_R/a,124.09915354737252,0.523486413960864
Elastic Net Regression_R/a,125.39499159357165,0.5185106795044273
Robust Regression_R/a,128.67594430494182,0.5059125392477895
Quantile Regression_R/a,165.1569173628783,0.36583358788412434
Logistic Regression_R/a,15348.545147058823,-57.93505378114183
Simple Linear Regression_Rb,103.14280696816994,0.6039541977715155
Multiple Linear Regression_Rb,103.14280696816994,0.6039541977715155
Polynomial Regression_Rb,91.30361179583713,0.6494141157977249
Ridge Regression_Rb,99.0159827600728,0.619800299426051
Lasso Regression_Rb,98.92656419439824,0.620143647145758
Elastic Net Regression_Rb,102.64157204660397,0.6058788301569593
Robust Regression_Rb,104.33556046908541,0.5993742854051913
Quantile Regression_Rb,172.34268144998845,0.33824182665367397
Logistic Regression_Rb,15337.289264705883,-57.89183365666301
Simple Linear Regression_R/b,108.16639601119267,0.5846647154402448
Multiple Linear Regression_R/b,108.16639601119267,0.5846647154402448
Polynomial Regression_R/b,129.14596914436657,0.504107746746314
Ridge Regression_R/b,108.24467503154936,0.5843641411362666
Lasso Regression_R/b,108.602554413968,0.58298996264261
Elastic Net Regression_R/b,109.56715513568706,0.5792861070089226
Robust Regression_R/b,112.50764215034225,0.5679952805044535
Quantile Regression_R/b,159.7374542275339,0.38664314007856415
Logistic Regression_R/b,15337.09220588235,-57.89107699391409
Simple Linear Regression_RH,130.068875602242,0.5005639879594902
Multiple Linear Regression_RH,130.068875602242,0.5005639879594902
Polynomial Regression_RH,119.1946768084219,0.5423185311165283
Ridge Regression_RH,127.49049639018013,0.5104643997623746
Lasso Regression_RH,122.16473327961879,0.5309141643712828
Elastic Net Regression_RH,119.4754813570918,0.5412403031138553
Robust Regression_RH,144.62987757345894,0.4446529275913075
Quantile Regression_RH,172.34268144998845,0.33824182665367397
Logistic Regression_RH,15345.109852941177,-57.92186300366829
Simple Linear Regression_R/H,119.00852189614066,0.5430333252329609
Multiple Linear Regression_R/H,119.00852189614066,0.5430333252329609
Polynomial Regression_R/H,100.6267632856146,0.6136152547854772
Ridge Regression_R/H,119.07745128984821,0.5427686514488118
Lasso Regression_R/H,119.3393579635502,0.541762987149533
Elastic Net Regression_R/H,120.32154978587658,0.5379915855399611
Robust Regression_R/H,127.00086715172371,0.5123444688650007
Quantile Regression_R/H,172.00657342267564,0.3395324079091716
Logistic Regression_R/H,15338.512794117647,-57.89653174179057
Simple Linear Regression_RS,102.33005244550351,0.6070749972378668
Multiple Linear Regression_RS,102.33005244550351,0.6070749972378668
Polynomial Regression_RS,105.00441457700364,0.5968060320336688
Ridge Regression_RS,100.48483739021216,0.6141602191582133
Lasso Regression_RS,99.13017744997383,0.6193618168124642
Elastic Net Regression_RS,96.07529138501718,0.6310919106297261
Robust Regression_RS,103.28109832292247,0.6034231892393244
Quantile Regression_RS,172.5227447288149,0.33755042307633365
Logistic Regression_RS,15337.695147058825,-57.89339215605629
Simple Linear Regression_R/S,92.42108159037384,0.6451232763853364
Multiple Linear Regression_R/S,92.42108159037384,0.6451232763853364
Polynomial Regression_R/S,90.24593689553902,0.6534753559045097
Ridge Regression_R/S,92.52267467060452,0.6447331811945662
Lasso Regression_R/S,92.67231387972014,0.6441585993855088
Elastic Net Regression_R/S,94.60627109687016,0.636732626988053
Robust Regression_R/S,95.8107822285866,0.6321075678930355
Quantile Regression_R/S,165.80500192776452,0.36334508501167995
Logistic Regression_R/S,15344.268676470587,-57.91863307014308
Simple Linear Regression_RV,105.67925452255274,0.5942147943558607
Multiple Linear Regression_RV,105.67925452255274,0.5942147943558607
Polynomial Regression_RV,152.21552944779637,0.4155256847877924
Ridge Regression_RV,105.67774360505864,0.5942205959483191
Lasso Regression_RV,109.14388368277957,0.5809113767398393
Elastic Net Regression_RV,114.07365890437642,0.5619821189483004
Robust Regression_RV,102.18738572513146,0.60762280621633
Quantile Regression_RV,164.75437403228756,0.3673792661624431
Logistic Regression_RV,15334.8275,-57.882381019038554
Simple Linear Regression_R/V,100.89000986416698,0.6126044455448594
Multiple Linear Regression_R/V,100.89000986416698,0.6126044455448594
Polynomial Regression_R/V,108.56251232459367,0.5831437155011497
Ridge Regression_R/V,101.1259855328894,0.6116983506287649
Lasso Regression_R/V,101.53615284273685,0.6101233979388836
Elastic Net Regression_R/V,106.42866244574645,0.5913372319657928
Robust Regression_R/V,101.32509072853043,0.610933830258868
Quantile Regression_R/V,184.07032973971212,0.2932102242406187
Logistic Regression_R/V,15350.612794117646,-57.94299309326846
Simple Linear Regression_RG,96.1277244031163,0.6308905793170856
Multiple Linear Regression_RG,96.1277244031163,0.6308905793170856
Polynomial Regression_RG,128.10723435037696,0.5080962609906007
Ridge Regression_RG,102.31606161971212,0.6071287189465082
Lasso Regression_RG,105.23672130117566,0.5959140250615668
Elastic Net Regression_RG,110.46208746160383,0.5758497627656707
Robust Regression_RG,96.82252491733432,0.6282226974246803
Quantile Regression_RG,159.56779901797645,0.3872945789480934
Logistic Regression_RG,15334.8275,-57.882381019038554
Simple Linear Regression_R/G,118.866076653285,0.5435802837862395
Multiple Linear Regression_R/G,118.866076653285,0.5435802837862395
Polynomial Regression_R/G,130.25983987151045,0.49983072696492814
Ridge Regression_R/G,119.40057648968029,0.5415279214090793
Lasso Regression_R/G,119.85120077255458,0.539797622798245
Elastic Net Regression_R/G,132.34244746365547,0.49183396966499604
Robust Regression_R/G,119.59865615197552,0.5407673388627552
Quantile Regression_R/G,219.05648541558557,0.158871044429292
Logistic Regression_R/G,15337.289264705883,-57.89183365666301
Simple Linear Regression_RB,87.56548871022147,0.6637676902232139
Multiple Linear Regression_RB,87.56548871022147,0.6637676902232139
Polynomial Regression_RB,84.07770142868613,0.6771600299560684
Ridge Regression_RB,92.95166657879267,0.6430859461675
Lasso Regression_RB,97.34474771388393,0.6262174761932539
Elastic Net Regression_RB,100.4185105597381,0.6144148996692109
Robust Regression_RB,94.76537479694193,0.6361217036053697
Quantile Regression_RB,157.633523641916,0.39472177300612477
Logistic Regression_RB,15337.289264705883,-57.89183365666301
Simple Linear Regression_R/B,104.07346611241158,0.6003806703660008
Multiple Linear Regression_R/B,104.07346611241158,0.6003806703660008
Polynomial Regression_R/B,84.66429912443348,0.6749076232024949
Ridge Regression_R/B,104.50770795617952,0.5987132767354462
Lasso Regression_R/B,104.40964396520575,0.5990898209959385
Elastic Net Regression_R/B,134.2473264774798,0.4845196512034956
Robust Regression_R/B,113.3059790512175,0.5649298415499626
Quantile Regression_R/B,211.78566030682626,0.18678942136419774
Logistic Regression_R/B,15330.762794117647,-57.866773438158035
Simple Linear Regression_G,109.087819363726,0.5811266514533036
Multiple Linear Regression_G,109.087819363726,0.5811266514533036
Polynomial Regression_G,102.91636930712843,0.6048236688258527
Ridge Regression_G,109.09137629625309,0.5811129936109627
Lasso Regression_G,109.44087006069859,0.5797710140548276
Elastic Net Regression_G,109.59966631525732,0.5791612711956189
Robust Regression_G,117.59523028185157,0.5484600556819068
Quantile Regression_G,159.56779901797643,0.3872945789480935
Logistic Regression_G,15338.23044117647,-57.895447568299595
Simple Linear Regression_GL,95.82345170241214,0.6320589198867174
Multiple Linear Regression_GL,95.82345170241214,0.6320589198867174
Polynomial Regression_GL,108.43833631982709,0.5836205241790489
Ridge Regression_GL,106.74648371184544,0.5901168678706379
Lasso Regression_GL,108.82787425536809,0.5821247837710206
Elastic Net Regression_GL,109.53571745247301,0.5794068208311918
Robust Regression_GL,98.12408392662392,0.6232249957222156
Quantile Regression_GL,156.84003214383984,0.39776860667445846
Logistic Regression_GL,15338.23044117647,-57.895447568299595
Simple Linear Regression_G/L,196.12815310009782,0.246910821826963
Multiple Linear Regression_G/L,196.12815310009782,0.246910821826963
Polynomial Regression_G/L,180.81589996628728,0.30570652222104955
Ridge Regression_G/L,196.12793893309401,0.24691164418137945
Lasso Regression_G/L,196.60242712746273,0.24508971337388552
Elastic Net Regression_G/L,196.55302114806852,0.245279421520476
Robust Regression_G/L,214.69232437792036,0.17562846755963024
Quantile Regression_G/L,251.15769824313497,0.03560941368157
Logistic Regression_G/L,15289.959852941176,-57.710099075238055
Simple Linear Regression_Ga,94.52989242743446,0.6370259043604551
Multiple Linear Regression_Ga,94.52989242743446,0.6370259043604551
Polynomial Regression_Ga,111.47661066437936,0.5719542157320646
Ridge Regression_Ga,93.02697174371934,0.6427967908174372
Lasso Regression_Ga,92.3671532296937,0.6453303494861783
Elastic Net Regression_Ga,92.59490922524274,0.6444558163158972
Robust Regression_Ga,92.67944173629874,0.6441312299764359
Quantile Regression_Ga,158.44054899056306,0.39162297231397103
Logistic Regression_Ga,15341.08044117647,-57.90639094447414
Simple Linear Regression_G/a,130.0697994630127,0.500560440536351
Multiple Linear Regression_G/a,130.0697994630127,0.500560440536351
Polynomial Regression_G/a,154.93119462095717,0.4050981249442801
Ridge Regression_G/a,130.2121161864234,0.50001397546961
Lasso Regression_G/a,130.56068815785417,0.4986755353968837
Elastic Net Regression_G/a,132.26935463136354,0.4921146301419902
Robust Regression_G/a,132.63324452513592,0.49071737260035286
Quantile Regression_G/a,176.36826439442535,0.3227844692912859
Logistic Regression_G/a,15363.598088235294,-57.99285378037953
Simple Linear Regression_Gb,96.17538803987452,0.6307075613848427
Multiple Linear Regression_Gb,96.17538803987452,0.6307075613848427
Polynomial Regression_Gb,86.8157841061996,0.6666463918027226
Ridge Regression_Gb,90.7574122725063,0.6515114024118183
Lasso Regression_Gb,89.79220579539759,0.6552175840136106
Elastic Net Regression_Gb,89.93755319228968,0.6546594818240734
Robust Regression_Gb,100.24590919903746,0.6150776511142584
Quantile Regression_Gb,159.56779901797643,0.3872945789480935
Logistic Regression_Gb,15337.289264705883,-57.89183365666301
Simple Linear Regression_G/b,106.20104387085713,0.5922112374708199
Multiple Linear Regression_G/b,106.20104387085713,0.5922112374708199
Polynomial Regression_G/b,128.98746814922353,0.5047163558739947
Ridge Regression_G/b,106.28430409063235,0.59189153645139
Lasso Regression_G/b,106.70977335741865,0.5902578275962496
Elastic Net Regression_G/b,107.73098661140118,0.586336592230368
Robust Regression_G/b,108.05720044052092,0.5850840025302291
Quantile Regression_G/b,154.97074562395838,0.4049462577499213
Logistic Regression_G/b,15337.09220588235,-57.89107699391409
Simple Linear Regression_GH,120.60173233992948,0.5369157458604714
Multiple Linear Regression_GH,120.60173233992948,0.5369157458604714
Polynomial Regression_GH,110.45547844060015,0.5758751399597017
Ridge Regression_GH,118.65189087621475,0.5444027102878946
Lasso Regression_GH,113.23367769091898,0.5652074629477445
Elastic Net Regression_GH,111.3698649157826,0.5723640960415131
Robust Regression_GH,133.08321877737458,0.48898956996487664
Quantile Regression_GH,159.56779901797643,0.3872945789480935
Logistic Regression_GH,15348.512794117647,-57.934929552929326
Simple Linear Regression_G/H,109.83661359865205,0.5782514454918557
Multiple Linear Regression_G/H,109.83661359865205,0.5782514454918557
Polynomial Regression_G/H,100.94994962072263,0.6123742899996667
Ridge Regression_G/H,109.9078229965152,0.5779780169908102
Lasso Regression_G/H,110.17503306997628,0.5769519887972971
Elastic Net Regression_G/H,111.20921007675608,0.5729809754582598
Robust Regression_G/H,114.67869679263563,0.5596589058917836
Quantile Regression_G/H,162.6179688123879,0.37558259457739895
Logistic Regression_G/H,15341.915735294118,-57.909598291051616
Simple Linear Regression_GS,97.50154408536612,0.6256154124473123
Multiple Linear Regression_GS,97.50154408536612,0.6256154124473123
Polynomial Regression_GS,103.30285023150672,0.6033396666715518
Ridge Regression_GS,95.50605500409036,0.6332776537345397
Lasso Regression_GS,93.64197071617316,0.6404353293779563
Elastic Net Regression_GS,89.37039364467553,0.6568372503435564
Robust Regression_GS,99.18250637122958,0.6191608852089169
Quantile Regression_GS,156.95783818108816,0.39731625727753184
Logistic Regression_GS,15341.08044117647,-57.90639094447414
Simple Linear Regression_G/S,86.817065354094,0.6666414720912555
Multiple Linear Regression_G/S,86.817065354094,0.6666414720912555
Polynomial Regression_G/S,87.83276635287847,0.6627414025787783
Ridge Regression_G/S,86.92523489905385,0.6662261247154221
Lasso Regression_G/S,87.07431206466137,0.6656537010304122
Elastic Net Regression_G/S,89.25667764365681,0.6572738948966136
Robust Regression_G/S,87.63691571152792,0.6634934261725766
Quantile Regression_G/S,156.660064691516,0.3984596422990039
Logistic Regression_G/S,15344.268676470587,-57.91863307014308
Simple Linear Regression_GV,112.83485287503788,0.5667388629435095
Multiple Linear Regression_GV,112.83485287503788,0.5667388629435095
Polynomial Regression_GV,118.35800309758534,0.5455311750298746
Ridge Regression_GV,106.38726228134975,0.5914961995351546
Lasso Regression_GV,109.4446498748366,0.5797565003958864
Elastic Net Regression_GV,110.65653344918131,0.5751031327349018
Robust Regression_GV,119.32200210339323,0.5418296298535787
Quantile Regression_GV,159.56779901797643,0.3872945789480935
Logistic Regression_GV,15338.23044117647,-57.895447568299595
Simple Linear Regression_G/V,224.32209254974205,0.1386522656024698
Multiple Linear Regression_G/V,224.32209254974205,0.1386522656024698
Polynomial Regression_G/V,179.35252045798154,0.31132557921947435
Ridge Regression_G/V,224.28453998608194,0.13879645922718953
Lasso Regression_G/V,224.26931237036828,0.1388549299384162
Elastic Net Regression_G/V,224.57488343388667,0.13768160393977147
Robust Regression_G/V,238.56534579527028,0.0839612907901448
Quantile Regression_G/V,268.1828746621406,-0.029763537192526
Logistic Regression_G/V,15284.033382352942,-57.68734272540141
Simple Linear Regression_GR,96.1277244031163,0.6308905793170856
Multiple Linear Regression_GR,96.1277244031163,0.6308905793170856
Polynomial Regression_GR,128.10723435037747,0.5080962609905987
Ridge Regression_GR,102.31606161971222,0.6071287189465078
Lasso Regression_GR,105.2533895575671,0.5958500226054737
Elastic Net Regression_GR,110.47174966770001,0.5758126620091841
Robust Regression_GR,96.82252491733071,0.6282226974246942
Quantile Regression_GR,159.56779901797643,0.3872945789480935
Logistic Regression_GR,15334.8275,-57.882381019038554
Simple Linear Regression_G/R,124.67302331218373,0.5212828796761177
Multiple Linear Regression_G/R,124.67302331218373,0.5212828796761177
Polynomial Regression_G/R,132.9658464820334,0.48944025388781975
Ridge Regression_G/R,125.1355699415591,0.5195068018643554
Lasso Regression_G/R,125.63029905452517,0.517607150359904
Elastic Net Regression_G/R,136.45991668274198,0.47602378912058396
Robust Regression_G/R,125.75727403759747,0.5171195942179683
Quantile Regression_G/R,218.84340495197554,0.1596892267691976
Logistic Regression_G/R,15337.289264705883,-57.89183365666301
Simple Linear Regression_GB,85.85808246457998,0.670323756478941
Multiple Linear Regression_GB,85.85808246457998,0.670323756478941
Polynomial Regression_GB,88.46734438479524,0.6603047618365441
Ridge Regression_GB,87.79280057190712,0.6628948624297535
Lasso Regression_GB,90.34638705933925,0.6530896492626639
Elastic Net Regression_GB,93.58905229677724,0.6406385245253288
Robust Regression_GB,88.92882209040646,0.6585327884580635
Quantile Regression_GB,151.43646502829378,0.4185171216322908
Logistic Regression_GB,15337.289264705883,-57.89183365666301
Simple Linear Regression_G/B,95.25302652583599,0.6342492277066135
Multiple Linear Regression_G/B,95.25302652583599,0.6342492277066135
Polynomial Regression_G/B,84.6284583917197,0.6750452437710766
Ridge Regression_G/B,94.8359616685698,0.6358506654688054
Lasso Regression_G/B,94.68781564509264,0.6364195137718488
Elastic Net Regression_G/B,104.48486087917996,0.5988010045102163
Robust Regression_G/B,100.48875068494405,0.6141451929630087
Quantile Regression_G/B,204.88987851327164,0.21326771406049527
Logistic Regression_G/B,15333.727499999999,-57.878157259813285
Simple Linear Regression_B,129.69107269719132,0.502014668419071
Multiple Linear Regression_B,129.69107269719132,0.502014668419071
Polynomial Regression_B,132.1750231991848,0.492476842193715
Ridge Regression_B,129.63154673109076,0.5022432350994892
Lasso Regression_B,129.48327686693415,0.5028125589236345
Elastic Net Regression_B,129.09600048354625,0.5042996154664176
Robust Regression_B,138.00571589613182,0.470088258495166
Quantile Regression_B,169.96798441816674,0.3473601434676391
Logistic Regression_B,15332.21573529412,-57.872352414247025
Simple Linear Regression_BL,84.9409799974016,0.6738452292119013
Multiple Linear Regression_BL,84.9409799974016,0.6738452292119013
Polynomial Regression_BL,79.91897612059414,0.693128624851876
Ridge Regression_BL,89.45602499838785,0.6565084446888163
Lasso Regression_BL,94.05077337444357,0.6388656166514275
Elastic Net Regression_BL,95.1181557628967,0.6347671019149618
Robust Regression_BL,89.64287983411383,0.6557909630195594
Quantile Regression_BL,150.51687402826317,0.42204814978669825
Logistic Regression_BL,15337.289264705883,-57.89183365666301
Simple Linear Regression_B/L,140.59050866178495,0.46016322005032917
Multiple Linear Regression_B/L,140.59050866178495,0.46016322005032917
Polynomial Regression_B/L,88.51084239904962,0.660137738982919
Ridge Regression_B/L,140.60630635449624,0.4601025603682135
Lasso Regression_B/L,140.64383315595703,0.4599584656647002
Elastic Net Regression_B/L,145.62060114778305,0.44084876592154665
Robust Regression_B/L,153.11150002855243,0.4120853538732172
Quantile Regression_B/L,223.5520512354209,0.1416090556981041
Logistic Regression_B/L,15330.5775,-57.86606194930458
Simple Linear Regression_Ba,112.20358303753189,0.5691628009433244
Multiple Linear Regression_Ba,112.20358303753189,0.5691628009433244
Polynomial Regression_Ba,135.53193889888277,0.4795870206891425
Ridge Regression_Ba,113.84323691677744,0.5628668889445045
Lasso Regression_Ba,116.52631090472553,0.5525644721184508
Elastic Net Regression_Ba,122.77607022839872,0.5285667643011434
Robust Regression_Ba,120.77458655181029,0.5362520235222377
Quantile Regression_Ba,169.96798441816674,0.3473601434676391
Logistic Regression_Ba,15341.548088235297,-57.908186606818575
Simple Linear Regression_B/a,178.64228494003228,0.31405272814769947
Multiple Linear Regression_B/a,178.64228494003228,0.31405272814769947
Polynomial Regression_B/a,157.65925242157334,0.3946229801239135
Ridge Regression_B/a,178.73829439684053,0.3136840728486937
Lasso Regression_B/a,178.83974131238477,0.31329453889832604
Elastic Net Regression_B/a,180.1232440360808,0.3083661693802703
Robust Regression_B/a,189.25696761738803,0.2732946700734076
Quantile Regression_B/a,244.86170274049496,0.05978465830565227
Logistic Regression_B/a,15363.401029411767,-57.99209711763062
Simple Linear Regression_Bb,100.89946971841138,0.6125681217751917
Multiple Linear Regression_Bb,100.89946971841138,0.6125681217751917
Polynomial Regression_Bb,89.29082951949465,0.657142759168768
Ridge Regression_Bb,95.89574840128648,0.6317813163877841
Lasso Regression_Bb,95.58615121216653,0.6329701018274758
Elastic Net Regression_Bb,97.37535113923862,0.6260999657385571
Robust Regression_Bb,103.86832845938959,0.6011683540518193
Quantile Regression_Bb,161.6109498960083,0.3794493267938287
Logistic Regression_Bb,15337.289264705883,-57.89183365666301
Simple Linear Regression_B/b,92.40430820930469,0.6451876824971816
Multiple Linear Regression_B/b,92.40430820930469,0.6451876824971816
Polynomial Regression_B/b,97.78710980692918,0.6245189025828842
Ridge Regression_B/b,92.55224628858372,0.644619632654343
Lasso Regression_B/b,92.93391930834312,0.6431540918013949
Elastic Net Regression_B/b,94.90389589517768,0.6355898129084907
Robust Regression_B/b,91.26093144867684,0.6495779989886845
Quantile Regression_B/b,159.84430762898901,0.38623284640570343
Logistic Regression_B/b,15348.224558823527,-57.933822792490616
Simple Linear Regression_BH,118.91351702684406,0.5433981231358123
Multiple Linear Regression_BH,118.91351702684406,0.5433981231358123
Polynomial Regression_BH,117.2793229583994,0.5496730706562334
Ridge Regression_BH,117.0162078081222,0.5506833752410423
Lasso Regression_BH,114.48310719880864,0.560409927120231
Elastic Net Regression_BH,111.02897825922243,0.573673026187345
Robust Regression_BH,123.62488717972437,0.5253074930023057
Quantile Regression_BH,169.96798441816674,0.3473601434676391
Logistic Regression_BH,15333.824558823531,-57.878529944450825
Simple Linear Regression_B/H,133.32648890525954,0.4880554659222539
Multiple Linear Regression_B/H,133.32648890525954,0.4880554659222539
Polynomial Regression_B/H,135.44692902594056,0.479913439993759
Ridge Regression_B/H,133.22301067083535,0.4884527996924931
Lasso Regression_B/H,133.0867785030886,0.4889759013973093
Elastic Net Regression_B/H,132.7762580369642,0.4901682320186056
Robust Regression_B/H,140.63185089582507,0.4600044749208564
Quantile Regression_B/H,194.42431538328987,0.25345318571307096
Logistic Regression_B/H,15335.180441176473,-57.88373623590228
Simple Linear Regression_BS,102.2040177970436,0.6075589427007171
Multiple Linear Regression_BS,102.2040177970436,0.6075589427007171
Polynomial Regression_BS,115.44088300532981,0.5567322776670242
Ridge Regression_BS,100.17810186591336,0.6153380164313705
Lasso Regression_BS,99.38253053191366,0.6183928362144033
Elastic Net Regression_BS,94.66154047587015,0.6365204046703932
Robust Regression_BS,104.60905846858581,0.5983241129520269
Quantile Regression_BS,158.65061021117867,0.3908163832062935
Logistic Regression_BS,15347.898088235293,-57.93256921689168
Simple Linear Regression_B/S,98.33933219712446,0.6223984894783532
Multiple Linear Regression_B/S,98.33933219712446,0.6223984894783532
Polynomial Regression_B/S,98.52312780318914,0.6216927545813729
Ridge Regression_B/S,98.38351872205287,0.6222288228944453
Lasso Regression_B/S,98.44379814000976,0.6219973631238191
Elastic Net Regression_B/S,100.2211864957987,0.6151725808832385
Robust Regression_B/S,97.61420398578646,0.6251828230893872
Quantile Regression_B/S,171.5148053890458,0.34142068951711124
Logistic Regression_B/S,15351.792205882353,-57.94752177628806
Simple Linear Regression_BV,83.90499476587581,0.6778231857381678
Multiple Linear Regression_BV,83.90499476587581,0.6778231857381678
Polynomial Regression_BV,87.18745526582904,0.6652192559034051
Ridge Regression_BV,85.87279405551824,0.6702672671899013
Lasso Regression_BV,89.29401159884827,0.6571305406805631
Elastic Net Regression_BV,94.86375202914509,0.6357439565671206
Robust Regression_BV,86.23731230992588,0.6688675968809639
Quantile Regression_BV,148.7416024721397,0.42886480397990157
Logistic Regression_BV,15337.289264705883,-57.89183365666301
Simple Linear Regression_B/V,138.62360490391896,0.46771569995259366
Multiple Linear Regression_B/V,138.62360490391896,0.46771569995259366
Polynomial Regression_B/V,86.44517306950036,0.668069457062034
Ridge Regression_B/V,138.32525452460794,0.46886130010438976
Lasso Regression_B/V,138.1640010588395,0.4694804781167944
Elastic Net Regression_B/V,144.79288058940733,0.44402703168916413
Robust Regression_B/V,150.18347760919372,0.42332831906007484
Quantile Regression_B/V,221.50244062501775,0.14947911181072893
Logistic Regression_B/V,15330.256911764707,-57.86483096065337
Simple Linear Regression_BR,87.56548871022142,0.663767690223214
Multiple Linear Regression_BR,87.56548871022142,0.663767690223214
Polynomial Regression_BR,84.0777014286863,0.6771600299560677
Ridge Regression_BR,92.95166657879278,0.6430859461674996
Lasso Regression_BR,97.3457336233605,0.6262136905166658
Elastic Net Regression_BR,100.41919267245703,0.6144122805056751
Robust Regression_BR,94.76537479694184,0.63612170360537
Quantile Regression_BR,157.6335236419159,0.3947217730061252
Logistic Regression_BR,15337.289264705883,-57.89183365666301
Simple Linear Regression_B/R,177.2894732380348,0.31924722897165925
Multiple Linear Regression_B/R,177.2894732380348,0.31924722897165925
Polynomial Regression_B/R,104.52501403820021,0.598646825168548
Ridge Regression_B/R,177.37134904665095,0.31893284378805153
Lasso Regression_B/R,177.6768105321396,0.3177599385450559
Elastic Net Regression_B/R,183.23159487703646,0.29643078252586974
Robust Regression_B/R,192.59430218118186,0.26048003584466806
Quantile Regression_B/R,232.01686419529787,0.10910602676227998
Logistic Regression_B/R,15306.84220588235,-57.77492361521936
Simple Linear Regression_BG,85.8580824645799,0.6703237564789415
Multiple Linear Regression_BG,85.8580824645799,0.6703237564789415
Polynomial Regression_BG,88.46734438479503,0.6603047618365449
Ridge Regression_BG,87.79280057190722,0.662894862429753
Lasso Regression_BG,90.35021330127617,0.6530749573311374
Elastic Net Regression_BG,93.58991958631763,0.6406351943233314
Robust Regression_BG,88.92882209040641,0.6585327884580636
Quantile Regression_BG,151.43646502829498,0.41851712163228627
Logistic Regression_BG,15337.289264705883,-57.89183365666301
Simple Linear Regression_B/G,132.7818062708692,0.49014692801484183
Multiple Linear Regression_B/G,132.7818062708692,0.49014692801484183
Polynomial Regression_B/G,85.82900511055475,0.6704354071537686
Ridge Regression_B/G,132.70748002285728,0.49043232453822316
Lasso Regression_B/G,132.68021361192874,0.4905370215879499
Elastic Net Regression_B/G,139.50031917419597,0.4643493090553189
Robust Regression_B/G,144.94749496241275,0.4434333463397643
Quantile Regression_B/G,217.3892761599341,0.165272763042021
Logistic Regression_B/G,15330.256911764707,-57.86483096065337
