Feature Set,Model,MSE,R2 Score
"R_Mean,L_Mean",Lasso Regression,129.60284682561723,0.5023534364544965
"R_Mean,L_Mean",Polynomial Regression,126.55916054656757,0.5140405255453533
"R_Mean,L_Mean",Elastic Net,129.7403897133726,0.5018253018717456
"R_Mean,L_Mean",Huber Regressor,135.33839911693573,0.4803301710886464
"R_Mean,L_Mean",Quantile Regressor,180.11766117862973,0.30838760633087237
"R_Mean,L_Mean",Random Forest,169.1217222058828,0.3506096051277535
R_Mean:L_Mean,Linear Regression,130.16822468893264,0.5001825092127347
R_Mean:L_Mean,Ridge Regression,129.13852442797824,0.5041363328277001
R_Mean:L_Mean,Lasso Regression,129.60284682561723,0.5023534364544965
R_Mean:L_Mean,Polynomial Regression,126.55916054656757,0.5140405255453533
R_Mean:L_Mean,Elastic Net,129.7403897133726,0.5018253018717456
R_Mean:L_Mean,Huber Regressor,135.33839911693573,0.4803301710886464
R_Mean:L_Mean,Quantile Regressor,180.11766117862973,0.30838760633087237
R_Mean:L_Mean,Random Forest,169.1217222058828,0.3506096051277535
"R_Mean,a_Mean",Linear Regression,135.72896843001155,0.4788304704166385
"R_Mean,a_Mean",Ridge Regression,135.848179218153,0.47837272708376277
"R_Mean,a_Mean",Lasso Regression,135.73492385468975,0.478807602889434
"R_Mean,a_Mean",Polynomial Regression,125.23470031228717,0.5191261629390223
"R_Mean,a_Mean",Elastic Net,137.32721557929904,0.4726935511974991
"R_Mean,a_Mean",Huber Regressor,146.18753918729453,0.4386718479446928
"R_Mean,a_Mean",Quantile Regressor,185.32135020667417,0.28840657947850623
"R_Mean,a_Mean",Random Forest,136.42274036764698,0.4761665380331692
R_Mean:a_Mean,Linear Regression,135.72896843001155,0.4788304704166385
R_Mean:a_Mean,Ridge Regression,135.848179218153,0.47837272708376277
R_Mean:a_Mean,Lasso Regression,135.73492385468975,0.478807602889434
R_Mean:a_Mean,Polynomial Regression,125.23470031228717,0.5191261629390223
R_Mean:a_Mean,Elastic Net,137.32721557929904,0.4726935511974991
R_Mean:a_Mean,Huber Regressor,146.18753918729453,0.4386718479446928
R_Mean:a_Mean,Quantile Regressor,185.32135020667417,0.28840657947850623
R_Mean:a_Mean,Random Forest,136.42274036764698,0.4761665380331692
"R_Mean,b_Mean",Linear Regression,129.02206333718127,0.5045835179246436
"R_Mean,b_Mean",Ridge Regression,129.17103747620257,0.5040114898391738
"R_Mean,b_Mean",Lasso Regression,129.38249346354522,0.5031995451325595
"R_Mean,b_Mean",Polynomial Regression,134.47809142265578,0.4836335643252643
"R_Mean,b_Mean",Elastic Net,131.7994636282941,0.4939189087411563
"R_Mean,b_Mean",Huber Regressor,133.66544308028293,0.4867539560825298
"R_Mean,b_Mean",Quantile Regressor,180.11766117862973,0.30838760633087237
"R_Mean,b_Mean",Random Forest,143.89441985294138,0.4474769242566048
R_Mean:b_Mean,Linear Regression,129.02206333718127,0.5045835179246436
R_Mean:b_Mean,Ridge Regression,129.17103747620257,0.5040114898391738
R_Mean:b_Mean,Lasso Regression,129.38249346354522,0.5031995451325595
R_Mean:b_Mean,Polynomial Regression,134.47809142265578,0.4836335643252643
R_Mean:b_Mean,Elastic Net,131.7994636282941,0.4939189087411563
R_Mean:b_Mean,Huber Regressor,133.66544308028293,0.4867539560825298
R_Mean:b_Mean,Quantile Regressor,180.11766117862973,0.30838760633087237
R_Mean:b_Mean,Random Forest,143.89441985294138,0.4474769242566048
"G_Mean,B_Mean",Linear Regression,133.43297488035086,0.4876465830862057
"G_Mean,B_Mean",Ridge Regression,133.61079093072752,0.48696380837422537
"G_Mean,B_Mean",Lasso Regression,133.96926196271878,0.48558735807571385
"G_Mean,B_Mean",Polynomial Regression,139.21821274862586,0.46543253598032597
"G_Mean,B_Mean",Elastic Net,136.5850207039331,0.4755434170627444
"G_Mean,B_Mean",Huber Regressor,136.61590071387496,0.4754248445837733
"G_Mean,B_Mean",Quantile Regressor,187.1960634552977,0.2812080909525094
"G_Mean,B_Mean",Random Forest,133.35919264705902,0.4879298907121392
G_Mean:B_Mean,Linear Regression,133.43297488035086,0.4876465830862057
G_Mean:B_Mean,Ridge Regression,133.61079093072752,0.48696380837422537
G_Mean:B_Mean,Lasso Regression,133.96926196271878,0.48558735807571385
G_Mean:B_Mean,Polynomial Regression,139.21821274862586,0.46543253598032597
G_Mean:B_Mean,Elastic Net,136.5850207039331,0.4755434170627444
G_Mean:B_Mean,Huber Regressor,136.61590071387496,0.4754248445837733
G_Mean:B_Mean,Quantile Regressor,187.1960634552977,0.2812080909525094
G_Mean:B_Mean,Random Forest,133.35919264705902,0.4879298907121392
"G_Mean,H_Mean",Linear Regression,109.39638082242784,0.5799418429917103
"G_Mean,H_Mean",Ridge Regression,109.85636087396462,0.5781756202770599
"G_Mean,H_Mean",Lasso Regression,110.59398185196716,0.5753433171765274
"G_Mean,H_Mean",Polynomial Regression,107.54583047395177,0.5870475512700645
"G_Mean,H_Mean",Elastic Net,117.04462777670902,0.5505742487824057
"G_Mean,H_Mean",Huber Regressor,118.412279730299,0.545322764640656
"G_Mean,H_Mean",Quantile Regressor,187.1960634552977,0.2812080909525094
"G_Mean,H_Mean",Random Forest,147.97335770588188,0.43181469572421205
G_Mean:H_Mean,Linear Regression,109.39638082242784,0.5799418429917103
G_Mean:H_Mean,Ridge Regression,109.85636087396462,0.5781756202770599
G_Mean:H_Mean,Lasso Regression,110.59398185196716,0.5753433171765274
G_Mean:H_Mean,Polynomial Regression,107.54583047395177,0.5870475512700645
G_Mean:H_Mean,Elastic Net,117.04462777670902,0.5505742487824057
G_Mean:H_Mean,Huber Regressor,118.412279730299,0.545322764640656
G_Mean:H_Mean,Quantile Regressor,187.1960634552977,0.2812080909525094
G_Mean:H_Mean,Random Forest,147.97335770588188,0.43181469572421205
"G_Mean,S_Mean",Linear Regression,133.42579483122586,0.48767415290323246
"G_Mean,S_Mean",Ridge Regression,133.53489052881622,0.48725524930402
"G_Mean,S_Mean",Lasso Regression,133.47125632058763,0.4874995907349725
"G_Mean,S_Mean",Polynomial Regression,133.85038540985212,0.4860438180182939
"G_Mean,S_Mean",Elastic Net,135.22217621018092,0.4807764416110032
"G_Mean,S_Mean",Huber Regressor,136.1890714224859,0.4770637756356979
"G_Mean,S_Mean",Quantile Regressor,187.1960634552977,0.2812080909525094
"G_Mean,S_Mean",Random Forest,134.32953474999997,0.4842039894312683
G_Mean:S_Mean,Linear Regression,133.42579483122586,0.48767415290323246
G_Mean:S_Mean,Ridge Regression,133.53489052881622,0.48725524930402
G_Mean:S_Mean,Lasso Regression,133.47125632058763,0.4874995907349725
G_Mean:S_Mean,Polynomial Regression,133.85038540985212,0.4860438180182939
G_Mean:S_Mean,Elastic Net,135.22217621018092,0.4807764416110032
G_Mean:S_Mean,Huber Regressor,136.1890714224859,0.4770637756356979
G_Mean:S_Mean,Quantile Regressor,187.1960634552977,0.2812080909525094
G_Mean:S_Mean,Random Forest,134.32953474999997,0.4842039894312683
"G_Mean,V_Mean",Linear Regression,134.38217955933962,0.48400184488662235
"G_Mean,V_Mean",Ridge Regression,132.4482441593826,0.49142773351083247
"G_Mean,V_Mean",Lasso Regression,132.4778083698589,0.491314213413799
"G_Mean,V_Mean",Polynomial Regression,119.1948798459934,0.5423177514966958
"G_Mean,V_Mean",Elastic Net,133.99053630550813,0.4855056692560612
"G_Mean,V_Mean",Huber Regressor,140.06004070396713,0.46220010089627417
"G_Mean,V_Mean",Quantile Regressor,189.54998091597943,0.2721695631433618
"G_Mean,V_Mean",Random Forest,165.86983657352968,0.3630961341633462
G_Mean:V_Mean,Linear Regression,134.38217955933962,0.48400184488662235
G_Mean:V_Mean,Ridge Regression,132.4482441593826,0.49142773351083247
G_Mean:V_Mean,Lasso Regression,132.4778083698589,0.491314213413799
G_Mean:V_Mean,Polynomial Regression,119.1948798459934,0.5423177514966958
G_Mean:V_Mean,Elastic Net,133.99053630550813,0.4855056692560612
G_Mean:V_Mean,Huber Regressor,140.06004070396713,0.46220010089627417
G_Mean:V_Mean,Quantile Regressor,189.54998091597943,0.2721695631433618
G_Mean:V_Mean,Random Forest,165.86983657352968,0.3630961341633462
"G_Mean,L_Mean",Linear Regression,111.72582964965576,0.5709972693791812
"G_Mean,L_Mean",Ridge Regression,119.91054063067811,0.5395697707317222
"G_Mean,L_Mean",Lasso Regression,117.20677997207457,0.5499516198450676
"G_Mean,L_Mean",Polynomial Regression,102.15175380736356,0.6077596249812263
"G_Mean,L_Mean",Elastic Net,130.91229334474642,0.49732544844071414
"G_Mean,L_Mean",Huber Regressor,120.1706962625311,0.5385708300498647
"G_Mean,L_Mean",Quantile Regressor,178.62835438784072,0.3141062184189105
"G_Mean,L_Mean",Random Forest,136.05635466176494,0.477573378947009
G_Mean:L_Mean,Linear Regression,111.72582964965576,0.5709972693791812
G_Mean:L_Mean,Ridge Regression,119.91054063067811,0.5395697707317222
G_Mean:L_Mean,Lasso Regression,117.20677997207457,0.5499516198450676
G_Mean:L_Mean,Polynomial Regression,102.15175380736356,0.6077596249812263
G_Mean:L_Mean,Elastic Net,130.91229334474642,0.49732544844071414
G_Mean:L_Mean,Huber Regressor,120.1706962625311,0.5385708300498647
G_Mean:L_Mean,Quantile Regressor,178.62835438784072,0.3141062184189105
G_Mean:L_Mean,Random Forest,136.05635466176494,0.477573378947009
"G_Mean,a_Mean",Linear Regression,137.00679616133203,0.4739238916271278
"G_Mean,a_Mean",Ridge Regression,137.0789078376299,0.4736469985743893
"G_Mean,a_Mean",Lasso Regression,137.00515897767303,0.4739301780540215
"G_Mean,a_Mean",Polynomial Regression,123.8019984717365,0.5246274244081834
"G_Mean,a_Mean",Elastic Net,138.05071294220437,0.4699154796874765
"G_Mean,a_Mean",Huber Regressor,146.10459416892482,0.4389903386597188
"G_Mean,a_Mean",Quantile Regressor,188.45158395940908,0.276387167032739
"G_Mean,a_Mean",Random Forest,130.8112988088235,0.4977132453523557
G_Mean:a_Mean,Linear Regression,137.00679616133203,0.4739238916271278
G_Mean:a_Mean,Ridge Regression,137.0789078376299,0.4736469985743893
G_Mean:a_Mean,Lasso Regression,137.00515897767303,0.4739301780540215
G_Mean:a_Mean,Polynomial Regression,123.8019984717365,0.5246274244081834
G_Mean:a_Mean,Elastic Net,138.05071294220437,0.4699154796874765
G_Mean:a_Mean,Huber Regressor,146.10459416892482,0.4389903386597188
G_Mean:a_Mean,Quantile Regressor,188.45158395940908,0.276387167032739
G_Mean:a_Mean,Random Forest,130.8112988088235,0.4977132453523557
"G_Mean,b_Mean",Linear Regression,133.4617354671965,0.48753614872801176
"G_Mean,b_Mean",Ridge Regression,133.67065846753113,0.48673393013707267
"G_Mean,b_Mean",Lasso Regression,133.9803888522234,0.48554463325553787
"G_Mean,b_Mean",Polynomial Regression,137.24563719627247,0.4730067943319449
"G_Mean,b_Mean",Elastic Net,136.67949995030074,0.47518063743688876
"G_Mean,b_Mean",Huber Regressor,136.4963615373719,0.47588384885607804
"G_Mean,b_Mean",Quantile Regressor,187.1960634552977,0.2812080909525094
"G_Mean,b_Mean",Random Forest,132.33695933823543,0.49185504286533444
G_Mean:b_Mean,Linear Regression,133.4617354671965,0.48753614872801176
G_Mean:b_Mean,Ridge Regression,133.67065846753113,0.48673393013707267
G_Mean:b_Mean,Lasso Regression,133.9803888522234,0.48554463325553787
G_Mean:b_Mean,Polynomial Regression,137.24563719627247,0.4730067943319449
G_Mean:b_Mean,Elastic Net,136.67949995030074,0.47518063743688876
G_Mean:b_Mean,Huber Regressor,136.4963615373719,0.47588384885607804
G_Mean:b_Mean,Quantile Regressor,187.1960634552977,0.2812080909525094
G_Mean:b_Mean,Random Forest,132.33695933823543,0.49185504286533444
"B_Mean,H_Mean",Linear Regression,166.60426235514439,0.3602760999175587
"B_Mean,H_Mean",Ridge Regression,166.60753405772394,0.36026353729578353
"B_Mean,H_Mean",Lasso Regression,166.70031971894292,0.3599072606661964
"B_Mean,H_Mean",Polynomial Regression,164.19146771867534,0.36954070319433263
"B_Mean,H_Mean",Elastic Net,167.8346621587983,0.35555163398897227
"B_Mean,H_Mean",Huber Regressor,177.07392142005074,0.320074900771416
"B_Mean,H_Mean",Quantile Regressor,228.14458605761914,0.12397472722301173
"B_Mean,H_Mean",Random Forest,217.08277364705907,0.16644966560231378
B_Mean:H_Mean,Linear Regression,166.60426235514439,0.3602760999175587
B_Mean:H_Mean,Ridge Regression,166.60753405772394,0.36026353729578353
B_Mean:H_Mean,Lasso Regression,166.70031971894292,0.3599072606661964
B_Mean:H_Mean,Polynomial Regression,164.19146771867534,0.36954070319433263
B_Mean:H_Mean,Elastic Net,167.8346621587983,0.35555163398897227
B_Mean:H_Mean,Huber Regressor,177.07392142005074,0.320074900771416
B_Mean:H_Mean,Quantile Regressor,228.14458605761914,0.12397472722301173
B_Mean:H_Mean,Random Forest,217.08277364705907,0.16644966560231378
"B_Mean,S_Mean",Linear Regression,158.75206209653595,0.39042683017293156
"B_Mean,S_Mean",Ridge Regression,158.93943219954406,0.38970736999009614
"B_Mean,S_Mean",Lasso Regression,159.67962566392455,0.38686518910495393
"B_Mean,S_Mean",Polynomial Regression,148.66605238511758,0.4291548997772008
"B_Mean,S_Mean",Elastic Net,161.7684956021674,0.3788443857667467
"B_Mean,S_Mean",Huber Regressor,161.75693161700994,0.3788887889385556
"B_Mean,S_Mean",Quantile Regressor,228.14458605761914,0.12397472722301173
"B_Mean,S_Mean",Random Forest,163.9293154264706,0.37054731061489954
B_Mean:S_Mean,Linear Regression,158.75206209653595,0.39042683017293156
B_Mean:S_Mean,Ridge Regression,158.93943219954406,0.38970736999009614
B_Mean:S_Mean,Lasso Regression,159.67962566392455,0.38686518910495393
B_Mean:S_Mean,Polynomial Regression,148.66605238511758,0.4291548997772008
B_Mean:S_Mean,Elastic Net,161.7684956021674,0.3788443857667467
B_Mean:S_Mean,Huber Regressor,161.75693161700994,0.3788887889385556
B_Mean:S_Mean,Quantile Regressor,228.14458605761914,0.12397472722301173
B_Mean:S_Mean,Random Forest,163.9293154264706,0.37054731061489954
"B_Mean,V_Mean",Linear Regression,132.09986102125484,0.49276544850500814
"B_Mean,V_Mean",Ridge Regression,132.23587737148353,0.49224317549222174
"B_Mean,V_Mean",Lasso Regression,132.4778083698589,0.491314213413799
"B_Mean,V_Mean",Polynomial Regression,137.39877920027575,0.47241876255723214
"B_Mean,V_Mean",Elastic Net,134.74249181932632,0.4826183246756276
"B_Mean,V_Mean",Huber Regressor,136.47859218306223,0.4759520792871621
"B_Mean,V_Mean",Quantile Regressor,189.54998091597943,0.2721695631433618
"B_Mean,V_Mean",Random Forest,143.46726780882386,0.44911709460836047
B_Mean:V_Mean,Linear Regression,132.09986102125484,0.49276544850500814
B_Mean:V_Mean,Ridge Regression,132.23587737148353,0.49224317549222174
B_Mean:V_Mean,Lasso Regression,132.4778083698589,0.491314213413799
B_Mean:V_Mean,Polynomial Regression,137.39877920027575,0.47241876255723214
B_Mean:V_Mean,Elastic Net,134.74249181932632,0.4826183246756276
B_Mean:V_Mean,Huber Regressor,136.47859218306223,0.4759520792871621
B_Mean:V_Mean,Quantile Regressor,189.54998091597943,0.2721695631433618
B_Mean:V_Mean,Random Forest,143.46726780882386,0.44911709460836047
"B_Mean,L_Mean",Linear Regression,127.83083764954662,0.5091575638223864
"B_Mean,L_Mean",Ridge Regression,127.95517275562258,0.5086801442302842
"B_Mean,L_Mean",Lasso Regression,128.1125743618767,0.508075756515296
"B_Mean,L_Mean",Polynomial Regression,136.39539837244544,0.47627152530995975
"B_Mean,L_Mean",Elastic Net,130.75981427985738,0.49791093467433656
"B_Mean,L_Mean",Huber Regressor,131.78964095490778,0.4939566256569129
"B_Mean,L_Mean",Quantile Regressor,178.62835438784072,0.3141062184189105
"B_Mean,L_Mean",Random Forest,136.068222279412,0.4775278098929011
B_Mean:L_Mean,Linear Regression,127.83083764954662,0.5091575638223864
B_Mean:L_Mean,Ridge Regression,127.95517275562258,0.5086801442302842
B_Mean:L_Mean,Lasso Regression,128.1125743618767,0.508075756515296
B_Mean:L_Mean,Polynomial Regression,136.39539837244544,0.47627152530995975
B_Mean:L_Mean,Elastic Net,130.75981427985738,0.49791093467433656
B_Mean:L_Mean,Huber Regressor,131.78964095490778,0.4939566256569129
B_Mean:L_Mean,Quantile Regressor,178.62835438784072,0.3141062184189105
B_Mean:L_Mean,Random Forest,136.068222279412,0.4775278098929011
"B_Mean,a_Mean",Linear Regression,174.41935390091925,0.3302678589968844
"B_Mean,a_Mean",Ridge Regression,174.3477584063606,0.3305427700247291
"B_Mean,a_Mean",Lasso Regression,174.02986327205724,0.3317634177576202
"B_Mean,a_Mean",Polynomial Regression,163.66909149470092,0.3715465135534872
"B_Mean,a_Mean",Elastic Net,173.4481377067085,0.3339971165969048
"B_Mean,a_Mean",Huber Regressor,185.74448278604592,0.28678184299156917
"B_Mean,a_Mean",Quantile Regressor,217.2156531053479,0.16593943756795437
"B_Mean,a_Mean",Random Forest,195.88641163235275,0.24783905614925106
B_Mean:a_Mean,Linear Regression,174.41935390091925,0.3302678589968844
B_Mean:a_Mean,Ridge Regression,174.3477584063606,0.3305427700247291
B_Mean:a_Mean,Lasso Regression,174.02986327205724,0.3317634177576202
