Feature Set,Model,R2 Score,MSE
"L,a,b,S,R,B",Random Forest,0.6045493411914652,102.98781286764708
"L,a,b,S,R,B",XGBoost,0.5897410716927636,106.84435287853212
"L,a,b,S,R,B",LightGBM,0.5810100838245656,109.11817724749096
"L,a,b,S,G,B",Linear Regression,0.6469636277204542,91.94179611015014
"L,a,b,S,G,B",Ridge Regression,0.6490311391282185,91.40335098881415
"L,a,b,S,G,B",Lasso Regression,0.6465097801384543,92.05999232200188
"L,a,b,S,G,B",Random Forest,0.6214895644107955,98.57604492647073
"L,a,b,S,G,B",XGBoost,0.550281155987077,117.12095837645846
"L,a,b,S,G,B",LightGBM,0.5847727833846754,108.13825171306067
"L,a,b,V,R,G",Linear Regression,0.6121937339289216,100.99697211116944
"L,a,b,V,R,G",Ridge Regression,0.6676665895923598,86.5500924536336
"L,a,b,V,R,G",Lasso Regression,0.678723655856083,83.67048397184615
"L,a,b,V,R,G",Random Forest,0.62419975510268,97.87022586764705
"L,a,b,V,R,G",XGBoost,0.5910415818812877,106.50565904418188
"L,a,b,V,R,G",LightGBM,0.6452715559325786,92.38246492373463
"L,a,b,V,R,B",Linear Regression,0.6190188581042901,99.21949470478681
"L,a,b,V,R,B",Ridge Regression,0.6671992449187093,86.67180373346716
"L,a,b,V,R,B",Lasso Regression,0.6801255529559518,83.30538579091002
"L,a,b,V,R,B",Random Forest,0.6075327380692729,102.2108423088236
"L,a,b,V,R,B",XGBoost,0.5853678575659489,107.98327564447096
"L,a,b,V,R,B",LightGBM,0.5773103681601204,110.08169979076195
"L,a,b,V,G,B",Linear Regression,0.6308917542495307,96.12741841368353
"L,a,b,V,G,B",Ridge Regression,0.6668187780348663,86.77088929916988
"L,a,b,V,G,B",Lasso Regression,0.6801253619121943,83.30543554472459
"L,a,b,V,G,B",Random Forest,0.6053754859654461,102.77265873529416
"L,a,b,V,G,B",XGBoost,0.5930363572466322,105.9861566803268
"L,a,b,V,G,B",LightGBM,0.5965665314011751,105.06678808877187
"L,a,b,R,G,B",Linear Regression,0.6696743926096927,86.02719727867753
"L,a,b,R,G,B",Ridge Regression,0.6674865619386123,86.59697732764293
"L,a,b,R,G,B",Lasso Regression,0.6815338549470062,82.93861957448028
"L,a,b,R,G,B",Random Forest,0.601866960001364,103.6863894558823
"L,a,b,R,G,B",XGBoost,0.5937762469859205,105.79346607704875
"L,a,b,R,G,B",LightGBM,0.5981577265368445,104.65239073421446
"L,a,H,S,V,R",Linear Regression,0.6368050265765148,94.58741596260215
"L,a,H,S,V,R",Ridge Regression,0.646802189421292,91.9838397304437
"L,a,H,S,V,R",Lasso Regression,0.6649139481665878,87.26696702125544
"L,a,H,S,V,R",Random Forest,0.6274475203455038,97.02440545588254
"L,a,H,S,V,R",XGBoost,0.6303068646741156,96.27974208997368
"L,a,H,S,V,R",LightGBM,0.6172512953789444,99.6798237373346
"L,a,H,S,V,G",Linear Regression,0.6670701606477953,86.70542134527516
"L,a,H,S,V,G",Ridge Regression,0.6459903484989573,92.19526868908954
"L,a,H,S,V,G",Lasso Regression,0.6656990265349697,87.06250787499188
"L,a,H,S,V,G",Random Forest,0.6352084746393951,95.003208397059
"L,a,H,S,V,G",XGBoost,0.6235253244596546,98.04586885953226
"L,a,H,S,V,G",LightGBM,0.6055864864567382,102.71770755838213
"L,a,H,S,V,B",Linear Regression,0.6431351620437225,92.93884921374946
"L,a,H,S,V,B",Ridge Regression,0.6458318571397874,92.2365448333461
"L,a,H,S,V,B",Lasso Regression,0.6587637232541974,88.8686793923502
"L,a,H,S,V,B",Random Forest,0.6311037529201824,96.07220727941191
"L,a,H,S,V,B",XGBoost,0.6301068042788517,96.3318441211392
"L,a,H,S,V,B",LightGBM,0.5992336524849946,104.37218571308395
"L,a,H,S,R,G",Linear Regression,0.6358100270128313,94.8465452030914
"L,a,H,S,R,G",Ridge Regression,0.6467707880985204,91.9920176244018
"L,a,H,S,R,G",Lasso Regression,0.6655012676350439,87.11401052424738
"L,a,H,S,R,G",Random Forest,0.6268802274698285,97.17214639705892
"L,a,H,S,R,G",XGBoost,0.6000572452761874,104.15769619746634
"L,a,H,S,R,G",LightGBM,0.6001683614044071,104.12875805622224
"L,a,H,S,R,B",Linear Regression,0.6345034707563155,95.18681362406844
"L,a,H,S,R,B",Ridge Regression,0.6448998455972246,92.47927000827725
"L,a,H,S,R,B",Lasso Regression,0.6585051943071251,88.93600847684883
"L,a,H,S,R,B",Random Forest,0.6196693979949809,99.05007361764721
"L,a,H,S,R,B",XGBoost,0.6130239352900086,100.78076151570427
"L,a,H,S,R,B",LightGBM,0.5931596143281443,105.95405665226352
"L,a,H,S,G,B",Linear Regression,0.65328545472743,90.29539314615532
"L,a,H,S,G,B",Ridge Regression,0.6456548490590481,92.28264331539226
"L,a,H,S,G,B",Lasso Regression,0.6585523008340763,88.923740452825
"L,a,H,S,G,B",Random Forest,0.6331440679911633,95.54084494117656
"L,a,H,S,G,B",XGBoost,0.6349663528701837,95.06626453542493
"L,a,H,S,G,B",LightGBM,0.5879900443658528,107.30037557226933
"L,a,H,V,R,G",Linear Regression,0.6436110656074221,92.81490892924215
"L,a,H,V,R,G",Ridge Regression,0.6136017988225659,100.63026764237665
"L,a,H,V,R,G",Lasso Regression,0.6237583756154303,97.98517499473526
"L,a,H,V,R,G",Random Forest,0.61809316711366,99.46057380882348
"L,a,H,V,R,G",XGBoost,0.5785157988854109,109.76776764475119
"L,a,H,V,R,G",LightGBM,0.5754157931563963,110.57510682296953
"L,a,H,V,R,B",Linear Regression,0.6454700821546346,92.33076243961678
"L,a,H,V,R,B",Ridge Regression,0.6389678782698398,94.02414122657378
"L,a,H,V,R,B",Lasso Regression,0.6489744024761332,91.41812700088428
"L,a,H,V,R,B",Random Forest,0.6323564650201126,95.74596157352953
"L,a,H,V,R,B",XGBoost,0.6035316162497754,103.25286051268397
"L,a,H,V,R,B",LightGBM,0.571209343417819,111.67059888718559
"L,a,H,V,G,B",Linear Regression,0.6720657826887222,85.40440394538363
"L,a,H,V,G,B",Ridge Regression,0.6377690430665572,94.33635569081771
"L,a,H,V,G,B",Lasso Regression,0.6489750020527498,91.41797085223966
"L,a,H,V,G,B",Random Forest,0.6346719686769522,95.14293145588239
"L,a,H,V,G,B",XGBoost,0.5961856172233988,105.1659901439098
"L,a,H,V,G,B",LightGBM,0.5877585197088308,107.36067188868837
"L,a,H,R,G,B",Linear Regression,0.6714182704997498,85.5730365235878
"L,a,H,R,G,B",Ridge Regression,0.6396731307959428,93.84047124508591
"L,a,H,R,G,B",Lasso Regression,0.6500921755635818,91.12702366600685
"L,a,H,R,G,B",Random Forest,0.6263843030810976,97.3013007352942
"L,a,H,R,G,B",XGBoost,0.5893633610581516,106.94272063008107
"L,a,H,R,G,B",LightGBM,0.5736773612506221,111.02784927213996
"L,a,S,V,R,G",Linear Regression,0.6232947610576167,98.10591483486266
"L,a,S,V,R,G",Ridge Regression,0.6507904581004063,90.94516888936316
"L,a,S,V,R,G",Lasso Regression,0.6480025437771897,91.67122963098774
"L,a,S,V,R,G",Random Forest,0.6287215628812606,96.69260463235305
"L,a,S,V,R,G",XGBoost,0.5623101497627174,113.98822934350075
"L,a,S,V,R,G",LightGBM,0.6110566084995677,101.2931154057038
"L,a,S,V,R,B",Linear Regression,0.5964938691505952,105.08571162853232
"L,a,S,V,R,B",Ridge Regression,0.6515016974693395,90.75993974534681
"L,a,S,V,R,B",Lasso Regression,0.6462827471050934,92.11911887808094
"L,a,S,V,R,B",Random Forest,0.6197387723932455,99.03200633823542
"L,a,S,V,R,B",XGBoost,0.5578251609431226,115.15626176164767
"L,a,S,V,R,B",LightGBM,0.5611085443831577,114.30116524894015
"L,a,S,V,G,B",Linear Regression,0.6113334653066633,101.22101316891347
"L,a,S,V,G,B",Ridge Regression,0.6512903027566268,90.81499358993936
"L,a,S,V,G,B",Lasso Regression,0.6462828228070674,92.11909916290139
"L,a,S,V,G,B",Random Forest,0.6241867545073059,97.87361163235305
"L,a,S,V,G,B",XGBoost,0.5374779990081586,120.4553039027315
"L,a,S,V,G,B",LightGBM,0.5808315176262797,109.16468151244518
"L,a,S,R,G,B",Linear Regression,0.5920366888246267,106.24650183864667
"L,a,S,R,G,B",Ridge Regression,0.6499323740409022,91.16864101812676
"L,a,S,R,G,B",Lasso Regression,0.6465046251104699,92.06133485373257
"L,a,S,R,G,B",Random Forest,0.6218010241337297,98.4949310000001
"L,a,S,R,G,B",XGBoost,0.5694727913788857,112.12285175979287
"L,a,S,R,G,B",LightGBM,0.5638781394222775,113.57987542616574
"L,a,V,R,G,B",Linear Regression,0.6199702617666232,98.9717192107892
"L,a,V,R,G,B",Ridge Regression,0.6689937819799733,86.20444973383962
"L,a,V,R,G,B",Lasso Regression,0.669434228977411,86.0897434564828
"L,a,V,R,G,B",Random Forest,0.6065025772546062,102.47912864705889
"L,a,V,R,G,B",XGBoost,0.5584373335002017,114.99683273719965
"L,a,V,R,G,B",LightGBM,0.5753104292645411,110.60254690060168
"L,b,H,S,V,R",Linear Regression,0.6412593003429324,93.42738271218548
"L,b,H,S,V,R",Ridge Regression,0.6485945949473597,91.5170408497495
"L,b,H,S,V,R",Lasso Regression,0.6565686931143548,89.4403344098486
"L,b,H,S,V,R",Random Forest,0.6391244318155718,93.98336975000024
"L,b,H,S,V,R",XGBoost,0.6126963752328893,100.86606847654524
"L,b,H,S,V,R",LightGBM,0.5860804613830175,107.79769115516412
"L,b,H,S,V,G",Linear Regression,0.6034628531905162,103.27076858015445
"L,b,H,S,V,G",Ridge Regression,0.6333025082507192,95.49958210486972
"L,b,H,S,V,G",Lasso Regression,0.6507330382609212,90.96012282496056
"L,b,H,S,V,G",Random Forest,0.6560841287106913,89.56653025000017
"L,b,H,S,V,G",XGBoost,0.6200494452150901,98.95109734560508
"L,b,H,S,V,G",LightGBM,0.6053913711968724,102.76852172046047
"L,b,H,S,V,B",Linear Regression,0.6208903496838538,98.732099323628
"L,b,H,S,V,B",Ridge Regression,0.6298795445729609,96.39102970988789
"L,b,H,S,V,B",Lasso Regression,0.6428576812507407,93.01111395612737
"L,b,H,S,V,B",Random Forest,0.6304457898249141,96.24356160294113
"L,b,H,S,V,B",XGBoost,0.6304626860637415,96.23916128992163
"L,b,H,S,V,B",LightGBM,0.5479585311004715,117.72584308673854
"L,b,H,S,R,G",Linear Regression,0.6557170669401855,89.66212470177224
"L,b,H,S,R,G",Ridge Regression,0.648130387867158,91.63793500137817
"L,b,H,S,R,G",Lasso Regression,0.6605468601883955,88.40429434504776
"L,b,H,S,R,G",Random Forest,0.6321904872628253,95.7891874117648
"L,b,H,S,R,G",XGBoost,0.6100315121136549,101.56008280710294
"L,b,H,S,R,G",LightGBM,0.6003155798639057,104.0904177302681
"L,b,H,S,R,B",Linear Regression,0.6613916777395128,88.184277233118
"L,b,H,S,R,B",Ridge Regression,0.6411859366386014,93.44648893260671
"L,b,H,S,R,B",Lasso Regression,0.6523277048543439,90.54482139341275
"L,b,H,S,R,B",Random Forest,0.621234274587082,98.64253044117649
"L,b,H,S,R,B",XGBoost,0.6366533758324802,94.62691059511823
"L,b,H,S,R,B",LightGBM,0.5355538654120433,120.95640892383862
"L,b,H,S,G,B",Linear Regression,0.6088986318368423,101.85512053014364
"L,b,H,S,G,B",Ridge Regression,0.6297831641106844,96.41613021937482
"L,b,H,S,G,B",Lasso Regression,0.6406908349023703,93.57542902620787
"L,b,H,S,G,B",Random Forest,0.628470145533268,96.75808163235291
"L,b,H,S,G,B",XGBoost,0.6011699905560179,103.86790226212732
"L,b,H,S,G,B",LightGBM,0.564531088691991,113.40982686080508
"L,b,H,V,R,G",Linear Regression,0.637183974465194,94.48872599110618
"L,b,H,V,R,G",Ridge Regression,0.6484752183838215,91.54813026865072
"L,b,H,V,R,G",Lasso Regression,0.6534765358490573,90.2456296007968
"L,b,H,V,R,G",Random Forest,0.6429799079218156,92.97928227941196
"L,b,H,V,R,G",XGBoost,0.6338427625556667,95.35888285954157
"L,b,H,V,R,G",LightGBM,0.625552136565295,97.51802311897268
"L,b,H,V,R,B",Linear Regression,0.6344637337292496,95.1971623980968
"L,b,H,V,R,B",Ridge Regression,0.6459947025727064,92.19413475108111
"L,b,H,V,R,B",Lasso Regression,0.6477793959168523,91.72934436558319
"L,b,H,V,R,B",Random Forest,0.6184135893374523,99.37712576470598
"L,b,H,V,R,B",XGBoost,0.6142392327592971,100.46425975863878
"L,b,H,V,R,B",LightGBM,0.5460820405726401,118.21454035155152
"L,b,H,V,G,B",Linear Regression,0.6190640373393942,99.20772860829217
"L,b,H,V,G,B",Ridge Regression,0.6376314768905424,94.37218225799302
"L,b,H,V,G,B",Lasso Regression,0.6489567029719052,91.42273650952632
"L,b,H,V,G,B",Random Forest,0.6104747696062818,101.44464458823543
"L,b,H,V,G,B",XGBoost,0.6202871969150002,98.88917931099343
"L,b,H,V,G,B",LightGBM,0.576631261116705,110.25856066466991
"L,b,H,R,G,B",Linear Regression,0.6595770227880104,88.6568705653121
"L,b,H,R,G,B",Ridge Regression,0.647125752129232,91.8995738052922
"L,b,H,R,G,B",Lasso Regression,0.6523370860494682,90.54237823458523
"L,b,H,R,G,B",Random Forest,0.6151231785256317,100.2340524264707
"L,b,H,R,G,B",XGBoost,0.5982185012675452,104.63656307922626
"L,b,H,R,G,B",LightGBM,0.5725148502575163,111.33060376741702
"L,b,S,V,R,G",Linear Regression,0.598739448508204,104.50089200183687
"L,b,S,V,R,G",Ridge Regression,0.6402239949137507,93.69700887015591
"L,b,S,V,R,G",Lasso Regression,0.6381075240880265,94.24820456672208
"L,b,S,V,R,G",Random Forest,0.6290930000416608,96.5958706911766
"L,b,S,V,R,G",XGBoost,0.5805904592897573,109.22746069942838
"L,b,S,V,R,G",LightGBM,0.5765251183894644,110.28620357557882
"L,b,S,V,R,B",Linear Regression,0.6407674538603878,93.55547503514818
"L,b,S,V,R,B",Ridge Regression,0.6419082710257861,93.25837029621505
"L,b,S,V,R,B",Lasso Regression,0.6360432718171138,94.785800906121
"L,b,S,V,R,B",Random Forest,0.6163869943125979,99.9049149705883
"L,b,S,V,R,B",XGBoost,0.581600414717898,108.96443648055005
"L,b,S,V,R,B",LightGBM,0.5206951017953527,124.82609919420236
"L,b,S,V,G,B",Linear Regression,0.5987010807944019,104.51088416354204
"L,b,S,V,G,B",Ridge Regression,0.6302778574158401,96.287296494096
"L,b,S,V,G,B",Lasso Regression,0.6342991465910726,95.24002607529505
"L,b,S,V,G,B",Random Forest,0.6197353574726181,99.03289569117665
"L,b,S,V,G,B",XGBoost,0.5743710442172041,110.84719236852754
"L,b,S,V,G,B",LightGBM,0.5061638099383179,128.61050549916706
"L,b,S,R,G,B",Linear Regression,0.6568828899443576,89.3585076544465
"L,b,S,R,G,B",Ridge Regression,0.6395132990671692,93.88209646382454
"L,b,S,R,G,B",Lasso Regression,0.6360623382589237,94.78083540385816
"L,b,S,R,G,B",Random Forest,0.6203446689036213,98.8742117941177
"L,b,S,R,G,B",XGBoost,0.5610466888140869,114.31727438829897
"L,b,S,R,G,B",LightGBM,0.5145318847648621,126.43119512225388
"L,b,V,R,G,B",Linear Regression,0.6050272547540474,102.86334911609228
"L,b,V,R,G,B",Ridge Regression,0.6825436347509256,82.67564109368345
"L,b,V,R,G,B",Lasso Regression,0.6647698063188668,87.30450610055351
"L,b,V,R,G,B",Random Forest,0.6014343077516964,103.7990657352942
"L,b,V,R,G,B",XGBoost,0.5584743942716188,114.98718094447553
"L,b,V,R,G,B",LightGBM,0.5427602565514673,119.07963758565404
"L,H,S,V,R,G",Linear Regression,0.6399723021648307,93.7625575932356
"L,H,S,V,R,G",Ridge Regression,0.6438010962501937,92.76541896167996
"L,H,S,V,R,G",Lasso Regression,0.6571348884660114,89.29287929851152
"L,H,S,V,R,G",Random Forest,0.6087187479197896,101.90196797058829
"L,H,S,V,R,G",XGBoost,0.6317165622176579,95.91261242769991
"L,H,S,V,R,G",LightGBM,0.5610090140022645,114.32708609649407
"L,H,S,V,R,B",Linear Regression,0.6497224876382128,91.22330205125984
"L,H,S,V,R,B",Ridge Regression,0.6419988438810724,93.23478227059584
"L,H,S,V,R,B",Lasso Regression,0.6520580365961985,90.61505150553319
"L,H,S,V,R,B",Random Forest,0.596938518951084,104.96991080882363
"L,H,S,V,R,B",XGBoost,0.6065981307345929,102.45424350981985
"L,H,S,V,R,B",LightGBM,0.5578035782192547,115.16188258305068
"L,H,S,V,G,B",Linear Regression,0.6144084034503945,100.42020237982462
"L,H,S,V,G,B",Ridge Regression,0.6344636657224785,95.197180109203
"L,H,S,V,G,B",Lasso Regression,0.6451336754470436,92.41837334701341
"L,H,S,V,G,B",Random Forest,0.604350269772441,103.03965733823547
"L,H,S,V,G,B",XGBoost,0.5859897344547733,107.82131930623665
"L,H,S,V,G,B",LightGBM,0.5444791266914193,118.63198963672781
"L,H,S,R,G,B",Linear Regression,0.6604027557327807,88.44182368626309
"L,H,S,R,G,B",Ridge Regression,0.6428784445249585,93.00570654523547
"L,H,S,R,G,B",Lasso Regression,0.6505381920267476,91.01086692427121
"L,H,S,R,G,B",Random Forest,0.5998413782269842,104.21391477941184
"L,H,S,R,G,B",XGBoost,0.6123418781392027,100.95839069053957
"L,H,S,R,G,B",LightGBM,0.5595006467377731,114.71991246335149
"L,H,V,R,G,B",Linear Regression,0.6450948819117872,92.4284764060436
"L,H,V,R,G,B",Ridge Regression,0.6408768205855194,93.52699249359485
"L,H,V,R,G,B",Lasso Regression,0.6261990724924458,97.34954061750585
"L,H,V,R,G,B",Random Forest,0.5932307907895504,105.93552005882363
"L,H,V,R,G,B",XGBoost,0.5807808859719383,109.17786759072408
"L,H,V,R,G,B",LightGBM,0.5537756656039885,116.21087795435218
"L,S,V,R,G,B",Linear Regression,0.6030032775409825,103.390456561293
"L,S,V,R,G,B",Ridge Regression,0.6422454362576504,93.17056184519528
"L,S,V,R,G,B",Lasso Regression,0.6358612431442296,94.83320690856904
"L,S,V,R,G,B",Random Forest,0.6039864807219444,103.13439947058828
"L,S,V,R,G,B",XGBoost,0.5377373817335456,120.38775246745575
"L,S,V,R,G,B",LightGBM,0.5036414432791173,129.2674092612294
"a,b,H,S,V,R",Linear Regression,0.6230301641129631,98.17482421714423
"a,b,H,S,V,R",Ridge Regression,0.648853337847249,91.44965604519538
"a,b,H,S,V,R",Lasso Regression,0.6638359945972164,87.54770009884574
"a,b,H,S,V,R",Random Forest,0.6440011807160838,92.71331066176487
"a,b,H,S,V,R",XGBoost,0.5792060941364063,109.58799300903017
"a,b,H,S,V,R",LightGBM,0.6284611109803679,96.76043451462203
"a,b,H,S,V,G",Linear Regression,0.6487246848170896,91.48316134832176
"a,b,H,S,V,G",Ridge Regression,0.6482415026334765,91.6089972148161
"a,b,H,S,V,G",Lasso Regression,0.6629727030591537,87.77252841912244
"a,b,H,S,V,G",Random Forest,0.6553052706717257,89.76936942647069
"a,b,H,S,V,G",XGBoost,0.5981273213728442,104.66030919703792
"a,b,H,S,V,G",LightGBM,0.6148291903219152,100.31061621878017
"a,b,H,S,V,B",Linear Regression,0.6454521248968524,92.3354390754066
"a,b,H,S,V,B",Ridge Regression,0.6454221648091374,92.34324162634023
"a,b,H,S,V,B",Lasso Regression,0.6580295886794421,89.05987116942896
"a,b,H,S,V,B",Random Forest,0.6249713841325575,97.66926935294128
"a,b,H,S,V,B",XGBoost,0.613508229943128,100.6546359270947
"a,b,H,S,V,B",LightGBM,0.5919507245068099,106.26888965588607
"a,b,H,S,R,G",Linear Regression,0.6221382142039886,98.4071160802797
"a,b,H,S,R,G",Ridge Regression,0.6479225541743275,91.69206144417969
"a,b,H,S,R,G",Lasso Regression,0.6614879775920968,88.15919771693518
"a,b,H,S,R,G",Random Forest,0.6446540467842614,92.54328376470596
"a,b,H,S,R,G",XGBoost,0.5409130173437666,119.56071688494676
"a,b,H,S,R,G",LightGBM,0.6178713399920019,99.5183445814481
"a,b,H,S,R,B",Linear Regression,0.6647097634960049,87.32014314367689
"a,b,H,S,R,B",Ridge Regression,0.6414917189937444,93.36685357161232
"a,b,H,S,R,B",Lasso Regression,0.6469633422903831,91.94187044513504
"a,b,H,S,R,B",Random Forest,0.6198366449693286,99.00651723529425
"a,b,H,S,R,B",XGBoost,0.5571985630903216,115.31944758766697
"a,b,H,S,R,B",LightGBM,0.5751947619284308,110.6326703197967
"a,b,H,S,G,B",Linear Regression,0.6661823764424621,86.9366283279141
"a,b,H,S,G,B",Ridge Regression,0.6447542858749764,92.51717834678182
"a,b,H,S,G,B",Lasso Regression,0.655762277904808,89.65035034191116
"a,b,H,S,G,B",Random Forest,0.6409621804761729,93.50476208823528
"a,b,H,S,G,B",XGBoost,0.5598253482479115,114.63534995822194
"a,b,H,S,G,B",LightGBM,0.5948227198644382,105.52093156336613
"a,b,H,V,R,G",Linear Regression,0.6109219124328301,101.32819450598139
"a,b,H,V,R,G",Ridge Regression,0.6409773100388598,93.50082187335367
"a,b,H,V,R,G",Lasso Regression,0.6624133685078657,87.91819676184821
"a,b,H,V,R,G",Random Forest,0.6547034600837272,89.92609986764708
"a,b,H,V,R,G",XGBoost,0.5983525823731649,104.60164413420225
"a,b,H,V,R,G",LightGBM,0.5963660493362657,105.11899993600059
"a,b,H,V,R,B",Linear Regression,0.6123080736985185,100.96719443212841
"a,b,H,V,R,B",Ridge Regression,0.6410757918669248,93.47517410199792
"a,b,H,V,R,B",Lasso Regression,0.6573147080119097,89.24604862234395
"a,b,H,V,R,B",Random Forest,0.6314778928347486,95.97476945588227
"a,b,H,V,R,B",XGBoost,0.562558182412325,113.92363382561791
"a,b,H,V,R,B",LightGBM,0.572501573252838,111.33406151781591
"a,b,H,V,G,B",Linear Regression,0.633064515254482,95.56156298064859
"a,b,H,V,G,B",Ridge Regression,0.6412167663513039,93.438459903923
"a,b,H,V,G,B",Lasso Regression,0.6577173086430279,89.1411987313792
"a,b,H,V,G,B",Random Forest,0.6280835966884242,96.85875113235305
"a,b,H,V,G,B",XGBoost,0.5871043822486672,107.5310298962841
"a,b,H,V,G,B",LightGBM,0.6027448368448493,103.45776266246615
"a,b,H,R,G,B",Linear Regression,0.6295635557582553,96.47332315457507
"a,b,H,R,G,B",Ridge Regression,0.6414811333641134,93.36961040313918
"a,b,H,R,G,B",Lasso Regression,0.6575477531948533,89.18535631306065
"a,b,H,R,G,B",Random Forest,0.6270616284985033,97.12490385294116
"a,b,H,R,G,B",XGBoost,0.5372533467090905,120.51381044057975
"a,b,H,R,G,B",LightGBM,0.5780953400274155,109.87726838073743
"a,b,S,V,R,G",Linear Regression,0.6212996380838582,98.6255077269025
"a,b,S,V,R,G",Ridge Regression,0.6495448398015968,91.26956714589613
"a,b,S,V,R,G",Lasso Regression,0.64817024031721,91.62755616756706
"a,b,S,V,R,G",Random Forest,0.6421666784774811,93.19107285294123
"a,b,S,V,R,G",XGBoost,0.5650478985348797,113.27523329217142
"a,b,S,V,R,G",LightGBM,0.5965341035493303,105.07523332324828
"a,b,S,V,R,B",Linear Regression,0.644644357066977,92.54580727242609
"a,b,S,V,R,B",Ridge Regression,0.6491754782888011,91.36576052302928
"a,b,S,V,R,B",Lasso Regression,0.6465066818482926,92.06079921439228
"a,b,S,V,R,B",Random Forest,0.634006407840674,95.31626447058811
"a,b,S,V,R,B",XGBoost,0.5437010165678199,118.8346340324689
"a,b,S,V,R,B",LightGBM,0.5736000594573247,111.04798109502383
"a,b,S,V,G,B",Linear Regression,0.6641529260029952,87.46516117374046
"a,b,S,V,G,B",Ridge Regression,0.649182942879112,91.36381650849053
"a,b,S,V,G,B",Lasso Regression,0.6465038663524623,92.06153245822752
"a,b,S,V,G,B",Random Forest,0.6247672688222369,97.72242741176474
"a,b,S,V,G,B",XGBoost,0.5451388066227817,118.46018819497932
"a,b,S,V,G,B",LightGBM,0.5785301940669901,109.76401868585162
"a,b,S,R,G,B",Linear Regression,0.6477605225690701,91.73425958007653
"a,b,S,R,G,B",Ridge Regression,0.6463574185459655,92.09967208185539
"a,b,S,R,G,B",Lasso Regression,0.6439281003386319,92.73234309493867
"a,b,S,R,G,B",Random Forest,0.6395384510756451,93.87554608823542
"a,b,S,R,G,B",XGBoost,0.5411539160585914,119.49797926848358
"a,b,S,R,G,B",LightGBM,0.5634911909918504,113.68064899084338
"a,b,V,R,G,B",Linear Regression,0.5812167969956863,109.0643426238522
"a,b,V,R,G,B",Ridge Regression,0.6653467598467291,87.15424922112425
"a,b,V,R,G,B",Lasso Regression,0.6801397350677962,83.3016923220836
"a,b,V,R,G,B",Random Forest,0.621251715776379,98.63798820588241
"a,b,V,R,G,B",XGBoost,0.5505621656739003,117.04777459892286
"a,b,V,R,G,B",LightGBM,0.5871429394793429,107.52098837841311
"a,H,S,V,R,G",Linear Regression,0.6268460517823844,97.18104682300265
"a,H,S,V,R,G",Ridge Regression,0.6437096219017315,92.78924176452975
"a,H,S,V,R,G",Lasso Regression,0.6629502758078674,87.7783691820777
"a,H,S,V,R,G",Random Forest,0.6460776446158181,92.17253402941185
"a,H,S,V,R,G",XGBoost,0.5660412726762845,113.0165273628633
"a,H,S,V,R,G",LightGBM,0.6109116351978066,101.33087102183445
"a,H,S,V,R,B",Linear Regression,0.61874493530016,99.29083283474955
"a,H,S,V,R,B",Ridge Regression,0.6419197241503213,93.25538754167893
"a,H,S,V,R,B",Lasso Regression,0.6580903040540478,89.04405897263828
"a,H,S,V,R,B",Random Forest,0.6477315110150685,91.74181510294126
"a,H,S,V,R,B",XGBoost,0.5878472438301335,107.33756533165516
"a,H,S,V,R,B",LightGBM,0.5821745796336069,108.8149058435994
"a,H,S,V,G,B",Linear Regression,0.6499763164689537,91.15719702516249
"a,H,S,V,G,B",Ridge Regression,0.643252349670083,92.90832986306641
"a,H,S,V,G,B",Lasso Regression,0.6580648163873233,89.0506967642125
"a,H,S,V,G,B",Random Forest,0.6370981885824287,94.51106733823538
"a,H,S,V,G,B",XGBoost,0.5929711704798815,106.00313336853308
"a,H,S,V,G,B",LightGBM,0.6009697446747411,103.92005259969558
"a,H,S,R,G,B",Linear Regression,0.6289162590324893,96.64189961937068
"a,H,S,R,G,B",Ridge Regression,0.6405271571564617,93.61805586900294
"a,H,S,R,G,B",Lasso Regression,0.6557618265279481,89.65046789466916
"a,H,S,R,G,B",Random Forest,0.6376433123124414,94.3690999411765
"a,H,S,R,G,B",XGBoost,0.5707552147723085,111.78886829683226
"a,H,S,R,G,B",LightGBM,0.5874281494281627,107.44671072029631
"a,H,V,R,G,B",Linear Regression,0.6152904006138622,100.19050252524687
"a,H,V,R,G,B",Ridge Regression,0.6360492554570167,94.78424257773575
"a,H,V,R,G,B",Lasso Regression,0.648983426863049,91.41577676615785
"a,H,V,R,G,B",Random Forest,0.6382706594212055,94.20571898529415
"a,H,V,R,G,B",XGBoost,0.5476798729259683,117.79841445636589
"a,H,V,R,G,B",LightGBM,0.5565189537179649,115.49643928386047
"a,S,V,R,G,B",Linear Regression,0.6222544622488099,98.37684142623726
"a,S,V,R,G,B",Ridge Regression,0.6494051720596978,91.30594102705155
"a,S,V,R,G,B",Lasso Regression,0.6465052890680927,92.06116193824518
"a,S,V,R,G,B",Random Forest,0.6304796311146197,96.23474826470593
"a,S,V,R,G,B",XGBoost,0.5492362269908616,117.39309081453922
"a,S,V,R,G,B",LightGBM,0.579395165472245,109.53875287522268
"b,H,S,V,R,G",Linear Regression,0.6224827270794446,98.31739407133207
"b,H,S,V,R,G",Ridge Regression,0.646357956803862,92.09953190253778
"b,H,S,V,R,G",Lasso Regression,0.6555537383379932,89.70466061654147
"b,H,S,V,R,G",Random Forest,0.6426056073575845,93.07676194117664
"b,H,S,V,R,G",XGBoost,0.6037291078628992,103.20142747333435
