Label,Weight,R_Mean,R_Std,G_Mean,G_Std,B_Mean,B_Std,H_Mean,H_Std,S_Mean,S_Std,V_Mean,V_Std,L_Mean,L_Std,a_Mean,a_Std,b_Mean,b_Std
2_5_3,159.8,195.97084246584552,56.32246368498204,199.8452456589752,49.615865297477285,189.35581404860517,66.80783254038032,66.23794883776176,58.886586440602805,25.34892107,45.23115979828253,200.9533341513375,49.90217456969111,202.8978553723824,49.73823852036535,124.6094029578134,6.988015726,133.29626659539946,10.763291307258072
3_5_3,158.5,203.2094256,56.703135441433545,207.11537517256528,49.89295308448025,197.1368178629697,67.25741573506798,61.483436200157776,58.51702929467575,23.72267815682373,44.31282215754648,208.0236677,50.10456088515185,209.59818963353413,49.90649274217582,124.7033966222031,6.841870092,133.00410419580106,10.60359176793559
4_5_3,157.5,204.48582959068415,55.63391598355721,208.10470710968875,49.12907987105952,198.71375059389345,65.96957707846822,64.83424148603342,59.18498277008233,22.50870283589716,42.53500923497579,209.0798017404439,49.33466255054669,210.6366186,49.03474350461632,124.89942773325446,6.621854363,132.7237512550201,10.379844047448255
5_5_3,157.2,198.5865187872024,53.19731549730727,202.0816811330142,46.52934885585645,192.6549446110334,63.70951813514071,77.96647045772376,59.84878819798394,23.44844965800703,43.51362902082424,203.3243682,46.89952765,205.24762128872635,46.82911878392199,124.9320124246988,6.759031776842996,132.78620111024455,10.541433384073338
6_5_3,156,208.763503,55.03092987410879,212.2827792195568,48.51298212185035,202.9908394179396,65.67611500856445,55.66002660194349,58.62799663,21.596582479471454,43.043138612310514,213.09690592728052,48.61651137039874,214.5197140122992,48.31346652591397,124.99196921615032,6.621636677270127,132.6531963232394,10.465154726169247
7_5_3,155.1,207.48561405219093,53.64370571122737,210.95202887442628,47.12986192652498,201.24219338290663,64.63565512412988,56.22348686038798,59.248044621524784,21.90826077748494,43.46377960432346,211.8053975,47.24871292583088,213.3703432591975,46.95522391746384,124.95943108370984,6.744948395221818,132.85827713756814,10.728268785538624
8_5_3,153.8,207.23187257960413,54.674367581987866,210.94392906447217,47.79609818371891,200.69910434147303,66.52354332920014,59.77916599433448,58.89410664032548,23.47904805606354,45.51433462422049,211.8596531774419,47.94887191,213.2628475957401,47.71749165461656,124.76330679862306,6.973462432465747,133.1345523836417,11.234496482633762
0_5_4,110.7,191.90076954021444,47.39568128350391,195.4625754132602,40.20240301041249,185.77701413914588,58.79621579699254,76.49016983111015,55.59464895177239,23.881440157953243,46.197144022765976,196.75571857743475,40.76282849650004,199.40793312759968,41.24014463464592,124.90544449001364,7.067376884383273,132.87414664237306,11.040859796918252
1_5_4,108.1,204.0949070836919,50.37592988625264,207.27304519416955,43.88897718929267,198.48023399401177,60.94834987369387,61.95881764,58.511534543832994,20.70991830043388,43.26249672647634,208.2708891369048,44.101169318164416,210.2740144170432,44.00691811055564,125.22603051715792,6.663852233509451,132.4067740829389,10.44607787
2_5_4,106.1,196.10437593005952,45.319518150383495,198.98754230090003,38.994755185512886,190.8030003384072,55.517156508288274,81.59860698373853,57.39701653993055,20.47492514701664,41.37256115645885,200.36854723581828,39.53054465688764,202.93194435106497,39.77333768910541,125.41326404950158,6.483668751828125,132.1438342096063,10.116028607992597
3_5_4,105.5,210.29171860432805,50.31675238375206,213.20541574781268,44.15369078553877,205.4561455083728,60.29716338971984,60.41886799429862,59.836348806961965,18.55773742290591,40.77495987,214.13462174591223,44.274194003571566,215.78115592952167,44.05011688178065,125.49516318622706,6.295701261950207,131.88750072835987,9.886727607549854
4_5_4,104.8,213.12166310330608,51.28231216337496,215.86720778202096,45.43575460493022,208.6223491062464,60.91314541,57.74385180229848,60.26571111,17.743585222586777,40.15327347461139,216.7239704913404,45.48659951666285,218.2019467938719,45.17296743550919,125.6394004029511,6.061224370844542,131.64799751461203,9.611950766518827
5_5_4,104.5,196.46733378827813,42.61832668148201,198.7398676738203,36.66716988357224,191.64887877402467,52.19801128055553,83.61271027189113,58.31481930438445,18.56469051,39.25526264301112,200.24718124731064,37.211554498164936,202.9649428629697,37.49681285,125.82077579290376,6.1109052815638485,131.63638706612164,9.572254176407029
6_5_4,103.5,217.1864080204748,48.75936026368237,219.9904487929396,42.80068364089928,212.79498675505596,58.64661223168974,51.560368482860014,57.87264706562041,16.568741539819996,39.01254888552138,220.7301560034782,42.814785893672784,222.0565146187428,42.51753958086225,125.65888363722748,6.063886328290996,131.5704745320568,9.668545945
7_5_4,102.5,212.7647025042133,45.61531140519798,215.2113180400172,39.85805998276361,208.35114397321428,55.477273279348914,65.18919556574512,61.22960809217047,16.355630670001435,38.25371336698976,216.2263118881777,39.97732776793437,217.93756510416668,39.77849194965028,125.84093662596815,5.981995940373253,131.44602029770869,9.566175651
8_5_4,101.8,212.73420691695355,47.21271398345651,215.34188904053715,41.38167240869161,208.1220443716832,57.30754041359575,60.77148286225258,60.54561089206625,17.01635246342513,39.51376931874746,216.24782595784927,41.46377413264143,217.9420421641925,41.22422624692594,125.72272869379304,6.071229742,131.61865873090576,9.763267693223296
0_5_5,166.5,196.73097479202525,63.35948420727794,201.36995913340863,56.04306004008035,190.1454214738418,73.85476641,58.07530294167743,56.11336301023618,28.06742533751076,47.393401806126654,202.24524056045607,56.26592048443143,203.74161147939972,56.03843240653515,124.1428830276463,7.138454144599778,133.6664033365605,10.81482506791038
1_5_5,162.6,200.47108422529405,60.35441923744083,204.5037932981928,53.55784440077531,194.52193786305935,70.32959065,60.38167166433592,57.22954622905537,24.83599050218732,44.04620219806521,205.4409173524455,53.78299941651933,206.96141709695928,53.45177517878837,124.59599155550777,6.748587983025005,133.04003833414015,10.262853925407766
2_5_5,160.4,192.27633474747205,57.35616654906139,196.1254147169033,50.73108659003839,186.2530917755845,66.91921309948714,72.11346183,58.382306928352975,25.33589542,43.36114850168567,197.39143756947436,51.11023281645429,199.4153348326341,50.90449145120621,124.67097076923768,6.782883657959656,133.02156253361662,10.185721033966328
3_5_5,158.8,199.8514241676528,56.39511089206661,203.44018490255667,49.82031254,194.5861334848322,65.80721384425956,72.08143954164873,58.843795034371375,22.71536990596314,41.59507557751771,204.5867153323114,50.14883556337866,206.33053385416667,49.90563649254592,124.95807801518576,6.504373305621059,132.48829811433234,9.824555911862774
4_5_5,157.9,198.90119226907632,54.82223946506171,202.22208359106068,48.51010118732642,193.96644356443636,63.94509682359904,74.87539628,59.19341477864176,21.73610261357932,40.68168761447084,203.418896,48.84372864,205.36005691291956,48.63046716325581,125.16280776005809,6.3082954668750855,132.20367429539587,9.553160357788911
5_5_5,157.2,186.89138490345312,48.93672691554869,190.0789410431906,42.59504291271415,181.7106458759144,58.03069223795617,86.84496243904188,54.17303229867938,22.81481881768144,40.58673086426338,191.63651211990825,43.33024327488372,194.38512846026964,43.55040315829383,125.17722216992972,6.343421758,132.28561528479992,9.578427385529698
6_5_5,156,203.1703105950588,55.06400878280826,206.56733311594596,48.60206677286818,198.04022731551208,64.50603032463933,67.58560744092442,59.787786364843406,21.517955527467013,41.38129008908398,207.6307413,48.85091192859763,209.32849326995483,48.62664932,125.11589471726192,6.405601138218079,132.31141485585198,9.755041078959035
7_5_5,154.9,204.25476274517715,53.71712732340753,207.4402171745016,47.44976057023272,199.26018930633248,63.18652405339545,68.67739299833262,59.99513920938372,20.67300900028686,40.59400550685271,208.5284487279475,47.69259598736672,210.2499263,47.44677454591824,125.2615727418603,6.280253284248288,132.14365749829676,9.652698803
8_5_5,153.9,202.22808617281623,54.41625880134927,205.45337510757315,48.01252151315682,197.06983985047333,64.19520226637017,74.68739875797834,59.54966313232223,21.89227193371701,41.735160311337694,206.70455477042097,48.31408921460319,208.3792723909029,48.07120351175773,125.18259343176275,6.399147628087015,132.27884697271227,9.881260817
0_5_6,145.9,200.0262328331182,58.35911997570122,204.43794637254376,51.02384396925856,192.28070720381527,71.10785005082784,54.23750409,56.63356070603482,27.832183589267785,51.10132192437828,205.2182915254769,51.18881941,206.89945922081185,51.08240276145753,124.20119613498638,7.513354892,134.0732824153758,12.259326579294964
1_5_6,137.2,210.3283259152682,52.79575482073045,213.4892766378012,46.60806765843101,204.5853443,63.82296397211254,54.96334355278256,58.74625299769966,20.48758208055436,43.05192391046189,214.3164080989135,46.70580792306051,215.81930198472463,46.37403597237216,125.2149033634538,6.466396356787257,132.45948576672762,10.547513673561664
2_5_6,135.5,209.1436196796113,50.10023118378625,212.3838343328672,43.81090954618086,203.49546814490105,61.353801813971465,67.33988156868546,59.751536849254464,20.314577898648164,41.36319171395228,213.4527809900316,43.96467967454381,214.94243144452813,43.62522789252787,125.1793335731318,6.562587507446659,132.4369451578636,10.727214861447818
3_5_6,134.3,208.6440040855386,47.82894454,211.73800004706325,41.72716060389427,203.36822395609224,58.79811072023085,70.54073218095597,58.61634872560904,19.33582269927926,39.95581074775204,212.8731885129805,41.92057971515592,214.5048282415376,41.62706249978228,125.32376610235586,6.393123866514608,132.17194923667887,10.464476161364232
4_5_6,133.6,212.59331528121416,48.73236400162478,215.53949284862665,42.76235424421396,207.09090300935887,59.79765485923826,61.32607091311675,60.48198943898891,18.740167141781413,39.82638509384287,216.50125154636405,42.81895658886214,217.95206484419825,42.37726569922743,125.38422182031698,6.337138094794548,132.21332035732215,10.46114765668091
5_5_6,133,212.2932036180436,47.99368935258765,215.10453000618543,42.30443711,207.4707184765849,58.47982669341187,62.01640686630451,59.44078046847385,17.73299167652754,39.09966596366952,216.08242400405192,42.33133138972172,217.6431132453923,41.90729769630429,125.57106568013124,6.115164298838496,131.80972719001005,10.077889811005813
6_5_6,130.5,215.7991849,46.47032603092815,218.64438552199871,40.48787264902256,210.27955712358363,57.7957261,56.25374836399168,60.23262096319966,17.693611667652753,39.20114549237647,219.4806497754411,40.51711262,220.8921410530515,40.15386804051026,125.46926724756167,6.294890299498362,132.1473902865928,10.43702153528617
7_5_6,129.6,212.1786623054719,44.340665202757954,214.97553752958265,38.36622705606565,206.4718921444708,56.29531113767356,70.88866453537364,60.18634495,18.53013107115964,39.45953342531944,216.1348856362952,38.51363619514434,217.6518257180508,38.19070297762244,125.43981724890634,6.398934364724848,132.2350096255558,10.806134912449854
8_5_6,128.6,213.2982954137981,45.88711060424111,216.35629728736376,39.58716385555624,206.91263766001504,58.58944032,60.43359279752941,60.01574464707255,19.597041906465147,41.48127410901378,217.30813023298552,39.65106304821766,218.76542105923696,39.34710008990496,125.21743760757316,6.665248536124792,132.68125930059523,11.283998319679784
0_5_7,141.6,204.95105746647303,58.53118023,209.3763515557767,50.84091424120104,196.3382411341796,73.68195326781904,47.94002976190476,55.33916614912545,29.26064968579676,57.82495481566398,210.0446707029009,50.93167904220857,211.43483078519435,50.96337973256424,124.15800882099828,8.022396555,134.44060567044966,13.719037726007818
1_5_7,136,211.7548588886797,54.18493128540383,215.3917937934775,46.95960878612348,204.26994876828743,68.68117249504745,50.04994072271228,58.12766546896586,24.610984843391424,53.14110567541978,216.13521894497637,47.04099034489831,217.3693212022196,47.01527599054649,124.7707638029798,7.52585441,133.50357210090365,12.894433906226146
2_5_7,134.1,208.9989474079353,52.18866417,212.4312810953636,45.23998074689732,202.01313770707836,65.95611430024785,58.38451064,60.47079694,23.59288790205465,51.48148049,213.29644661234224,45.35621885377813,214.8233731241932,45.37078793168171,124.95309973151537,7.336826300648986,133.17190038054002,12.511767655835444
3_5_7,132.9,207.96974874946213,50.55054655430093,211.4838588169643,43.75190955195536,201.3728925,64.04932453349153,57.99530168665734,57.26076724131574,22.871984702201665,50.44499444646448,212.3546368509753,43.88729468846686,214.0287014688217,43.85968390829427,124.97870858433735,7.217409762975714,132.98450526436102,12.302203146072548
4_5_7,131.9,206.40291388769364,50.25716714027833,209.4870760945568,43.717077584129854,199.8955217073652,63.325498052969934,64.30002431601406,61.21506070124647,22.441797715415237,49.91252478491745,210.47091457347247,43.89081807691116,212.3077575368438,43.86770020380629,125.20379397052496,7.047466342826955,132.7931275884789,11.992154378749513
5_5_7,130.9,210.8102846654475,50.75057105681544,213.96298273450947,44.19047561533687,204.49676877151464,63.92002577307946,55.793629764594094,59.45739992683279,21.681681805346383,49.33600755923364,214.76967647375216,44.27419555829146,216.3656299864637,44.21420964605423,125.2106750103091,6.961639629930652,132.7077139473071,11.900891064644144
6_5_7,127.7,215.1483283580752,49.269476252670486,218.2732025759287,42.70799746241507,208.97994108128944,62.76295759206592,51.71853496575588,58.31796544774183,20.509889278094523,48.21131827949592,219.01194739897088,42.74593854801894,220.36758563270945,42.65566976915918,125.27023518179864,6.914180555584113,132.5865638894865,11.93503115930173
7_5_7,126.6,216.61388584471817,49.15815169621735,219.64386861060316,42.622012646724784,210.3316722806404,63.00454441115028,50.78708114,58.51239679099063,20.48313594780909,48.5926118,220.3910750703708,42.628513823393625,221.63229396380163,42.49705464541274,125.30565173640991,6.913807927047287,132.6019393421902,12.04240655877802
8_5_7,124.6,214.9565461063002,49.48301096791209,218.06352850016137,42.94596693331823,208.4821839814616,63.52694265115196,50.69121032,57.96312294882382,21.089430994065548,49.552766485517466,218.7985065821321,42.95848636638261,220.16524081818343,42.83052777215008,125.24308595991108,6.977676908999119,132.72915265974612,12.233785793641864
0_5_8,147.7,207.13408208727768,53.34184337563203,211.9978386761331,44.76322460452915,196.4410603350904,71.96319032072117,45.65203184389343,54.31298259651415,31.12626017462708,60.09167017479796,212.63357940691336,44.84541533402964,213.97091328483577,45.08063102625313,123.68919203600116,8.734789042256267,135.6004674949799,15.352242587615152
1_5_8,142.1,209.1356851513196,51.33926159415781,213.5382777,43.18668314008307,199.14071380387625,69.07642418700837,45.80925112279475,55.79852670688441,28.468545723070857,56.97010112918428,214.1829861,43.26459069758201,215.58557948311105,43.43676984279817,124.03841683699082,8.403719058944828,135.0488287413045,14.690902606573284
2_5_8,139.6,207.6430844,51.30509078301552,212.09802250295823,43.15709209831687,197.9131179293065,68.81450070654365,53.06758692,58.252770324591246,28.733078071213427,56.90122494883299,212.84263454487595,43.261557045244366,214.27130643108148,43.50053485467885,124.0375901485406,8.401366083193412,134.96030640418817,14.641789198694276
3_5_8,137.9,203.43402449082043,49.57896415438595,207.7219987091222,41.80599529661168,193.8459090827596,66.62401289521631,55.82993508632745,57.268698984887706,28.472126228126797,56.14902392124085,208.62768221322796,41.92688506865264,210.3726148455429,42.15623314481746,124.14150256158564,8.325990973925157,134.81752932488885,14.454829152679531
4_5_8,136.7,208.09467933116397,51.464663414180414,212.32633222622636,43.64232949358413,198.94579870822577,68.33305952914874,48.80015368393216,56.70092427638542,27.527887274544607,56.07648089602703,212.99812917966509,43.70294419509081,214.53700006499213,43.85571350991298,124.24350616752726,8.144508083457485,134.57719124264918,14.180390727705978
5_5_8,135.8,209.45370555884253,51.17344893270282,213.4178530528364,43.65530807627096,201.0434180920109,67.38768966815704,52.11114194501219,57.96078217371512,26.085667726710412,54.31944304347852,214.1488938454712,43.71079628284634,215.62755990479775,43.797492711038025,124.48153092279834,7.872012726862623,134.10912982286288,13.713503545170232
6_5_8,129.8,213.77521615479776,47.39182523382501,217.26262286870696,40.315487589405855,205.9328002299376,63.21399263879996,51.52238927809452,58.64403097499329,22.913104762801204,50.47443340073187,217.9726974303464,40.37592094049544,219.40104458010612,40.42226034915409,124.84549957643073,7.483588018,133.57630370813612,13.173703865444544
7_5_8,128.7,216.51942916756312,47.65108204463253,219.91527818864745,40.58653013449168,208.66369927253655,63.67407232955855,48.08384861992614,58.58684896669912,22.456281823723465,50.12242205276024,220.5880102441014,40.585620638066615,221.8193711789121,40.53943388139992,124.89562300541452,7.471809921036933,133.53962574628872,13.207184566521311
8_5_8,127.7,214.4135732102517,47.55678446451372,217.9475021178464,40.399699279544734,206.3625646559452,63.90595358946583,50.57750466150316,58.21390624556114,23.252866544302208,51.10959260980125,218.65654364108215,40.42438340795186,220.00698581154975,40.42145892392818,124.79435425855206,7.575745888454585,133.6955590218015,13.460657886853364
0_5_9,138,203.83685170368975,53.31921349949316,208.42362250340648,45.43950657930476,194.71414990318416,69.11067582890566,51.02331513554217,55.038359689030735,28.61301629509108,55.17648477720087,209.1594039,45.55795174376989,210.78332957947865,45.68268300529976,124.0060954756526,8.215600648867245,134.73628784109653,13.98739286865309
1_5_9,133.2,211.36414245150243,50.61409144226075,215.3087137612952,43.179167422443015,203.83838725437465,65.2600346,51.07060227517212,55.89781932229676,23.90118425711776,50.38721719457752,216.04335803033564,43.27229138586269,217.40254864323364,43.331552654689325,124.60814552854276,7.654634950937805,133.62534188091652,12.95050478360028
2_5_9,131.2,207.3661509878801,49.67451595376327,210.98394252232143,42.64312449697748,200.27790032899452,63.451948757039474,56.82912671892929,58.97981595541162,23.263921030102555,49.75804758,211.81005881786072,42.73977520457512,213.5765374556261,42.82797472395808,124.84347860190763,7.431439825339109,133.29193431090434,12.508026137367825
3_5_9,129.4,212.31080807605423,49.47061007368991,215.67411621934167,42.62736363371163,205.58402796453672,63.08390715057779,55.35839188226119,60.01137434177628,21.745423042616896,48.027081017508415,216.46702759699517,42.68446930614639,217.92447171498492,42.66576892580353,125.03541549008534,7.198935472462312,132.99376613597246,12.198676975984784
4_5_9,125.8,211.8411198925165,47.44920068136405,214.80671273262692,41.03590488163399,205.7540919,60.201942791750845,60.69964663340863,61.38970145391214,20.03563136474469,45.49733001,215.71433115273595,41.10377725602476,217.33337344915373,41.03565161539292,125.33913584023594,6.848686572383567,132.50564574144795,11.595324315308426
5_5_9,124.8,213.601425,45.86324637302812,216.27731596026965,39.85548957908163,207.8988114847784,58.082966087992574,58.389823299896015,61.23698092374495,18.44082216141351,43.21192682,217.1790868272196,39.87951146332161,218.81106339420185,39.715289426395245,125.55892324879876,6.551784032307637,132.17488206172905,11.11264061132868
6_5_9,121.9,215.6932221071787,42.68184195,218.2975454,36.75764543534475,210.27993447002297,55.01301212592633,60.76044406420324,61.06962553589074,17.068560066157488,41.04312628795779,219.19100447549127,36.80970763568676,220.80167152986948,36.67035191180695,125.6610872619944,6.389158876106459,131.96761062105566,10.966500882302403
7_5_9,120.8,219.94404537794037,42.14949691569495,222.37108136788223,36.540362662416015,214.5783184075588,54.51093039633499,52.16976466132387,60.08306930484187,15.923178596080753,39.81088698410474,223.1299572172619,36.49024542826235,224.5396298923372,36.19841950499392,125.7800159342728,6.223783073395818,131.8438389159316,10.883205742185456
8_5_9,119.6,217.60598678194924,43.609345558882936,220.30862910346744,37.72123304003166,211.99677314167383,56.426587148998536,53.84582342,58.71912175639849,17.299452665573007,41.95540709445913,221.1053997238956,37.69656150339885,222.55772733792315,37.427596834252064,125.5893740139128,6.457283629266215,132.0894506037543,11.271554886959958
0_5_10,138.9,206.34820414470383,56.95375031177934,210.77951062060745,49.23392071518045,197.03140771792528,72.68671044094226,45.12058765194708,54.07374974,29.42517547870052,56.50940128389566,211.47264919051204,49.31063366157867,212.7652049604669,49.30920709851413,124.04010836874284,8.101177898,134.80218216616467,13.876464394284982
1_5_10,135.4,210.29320193721315,54.16706523825122,214.1572419140849,46.91614369516026,202.34827703671832,68.71060768,46.077325709086345,55.54276678969582,25.39566665097892,52.35195747100176,214.83108404600543,46.98530264054377,216.1634981891853,46.95506428208209,124.56112031832689,7.581897056920781,133.84828997911288,12.893460594102454
2_5_10,133.2,207.6415032899455,52.96038983,211.50624803903116,45.77660484705537,200.09196557435095,67.19463526413033,55.23485773450947,57.67437056734796,25.26889908966222,51.82514528728751,212.31887230843012,45.89807843040507,213.81097100455395,45.956740917048585,124.61280058851476,7.524273009475459,133.6600341096529,12.748010295539292
3_5_10,131.5,205.4629747225509,50.85847888890444,208.9946196616825,44.188704444871874,198.06876523952957,64.50817148,54.66856101862808,57.126336865637846,24.043302618957977,49.82554804415091,209.90566462277684,44.27955530258416,211.68155568703384,44.231303392936205,124.81601377608648,7.324284103178602,133.42832854856928,12.400701224459496
4_5_10,128.7,195.40079839447077,43.58442040427512,198.56372487718733,37.04485805,188.7050022635184,56.74283653,78.98133511,56.23408996656413,23.205184465540736,47.65829444549804,199.9213706948329,37.56606244329094,202.49803600562967,38.00047898585885,125.1026138,7.086816564744794,132.93340751398452,11.916598967564138
5_5_10,127.7,211.50721098680435,48.90051037555912,214.6021086578457,42.58596773,205.31523521541524,61.79729090735667,59.52460724594808,60.023389667370026,20.81492370150244,46.24870962285395,215.4859566614673,42.66511215602161,217.0330863,42.56943338399922,125.2395935303715,6.826552751963783,132.62575783042885,11.632714392668053
6_5_10,124.5,214.9715606847031,45.83672535088528,217.96227779421255,39.69590759185065,209.2679696464429,58.64037781585821,59.61373804369263,58.78063469,18.946796729328028,43.43791324387442,218.85029436944205,39.77094537829345,220.2604659149993,39.63408061,125.38496513957617,6.595855288674444,132.29547010586992,11.296411089458356
7_5_10,123.6,217.22097581172903,46.89526335068381,220.14528571876792,40.65549314620607,211.1837882220848,60.11325694,53.55507616403113,59.12431527057064,19.16784907487091,44.47609235349403,220.9366929212385,40.67963683,222.20358173766496,40.51186598794958,125.37555355349971,6.666945510038756,132.43907236087207,11.49254018850016
8_5_10,122.4,221.23884892247565,47.80546249696462,224.1318921332652,41.58126125716017,215.08847051151037,61.02605481,43.24012456074297,56.86032262,18.60720140607071,43.82367712317152,224.7516014952668,41.52822328408157,225.77270420969597,41.22718174673461,125.38397249713138,6.6310578488107135,132.47310850545037,11.417183458260476
