Model,Feature_Groups,MAE,MSE,R² Score
ARDRegression,"('Lab', 'HSV', 'RGB', 'GLCM', 'Cyan', 'Brightness')",7.505545256,91.62035454,0.415655242
ARDRegression,"('Cyan', 'Magenta')",7.505539393,91.62032661,0.41565542
ARDRegression,"('Lab', 'Cyan', 'Magenta')",7.505539393,91.62032661,0.41565542
ARDRegression,"('HSV', 'Cyan', 'Magenta')",7.505539393,91.62032661,0.41565542
ARDRegression,"('RGB', 'Cyan', 'Magenta')",7.505539393,91.62032661,0.41565542
ARDRegression,"('GLCM', 'Cyan', 'Magenta')",7.505539393,91.62032661,0.41565542
ARDRegression,"('Lab', 'HSV', 'Cyan', 'Magenta')",7.505539393,91.62032661,0.41565542
ARDRegression,"('Lab', 'RGB', 'Cyan', 'Magenta')",7.505539393,91.62032661,0.41565542
ARDRegression,"('Lab', 'GLCM', 'Cyan', 'Magenta')",7.505539393,91.62032661,0.41565542
ARDRegression,"('HSV', 'RGB', 'Cyan', 'Magenta')",7.505539393,91.62032661,0.41565542
ARDRegression,"('HSV', 'GLCM', 'Cyan', 'Magenta')",7.505539393,91.62032661,0.41565542
ARDRegression,"('RGB', 'GLCM', 'Cyan', 'Magenta')",7.505539393,91.62032661,0.41565542
ARDRegression,"('Lab', 'HSV', 'RGB', 'Cyan', 'Magenta')",7.505539393,91.62032661,0.41565542
ARDRegression,"('Lab', 'HSV', 'GLCM', 'Cyan', 'Magenta')",7.505539393,91.62032661,0.41565542
ARDRegression,"('Lab', 'RGB', 'GLCM', 'Cyan', 'Magenta')",7.505539393,91.62032661,0.41565542
ARDRegression,"('HSV', 'RGB', 'GLCM', 'Cyan', 'Magenta')",7.505539393,91.62032661,0.41565542
ARDRegression,"('Lab', 'HSV', 'RGB', 'GLCM', 'Cyan', 'Magenta')",7.505539393,91.62032661,0.41565542
ARDRegression,"('Cyan', 'Magenta', 'Brightness')",7.505541491,91.62028616,0.415655678
ARDRegression,"('Lab', 'Cyan', 'Magenta', 'Brightness')",7.505541491,91.62028616,0.415655678
ARDRegression,"('HSV', 'Cyan', 'Magenta', 'Brightness')",7.505541491,91.62028616,0.415655678
ARDRegression,"('RGB', 'Cyan', 'Magenta', 'Brightness')",7.505541491,91.62028616,0.415655678
ARDRegression,"('GLCM', 'Cyan', 'Magenta', 'Brightness')",7.505541491,91.62028616,0.415655678
ARDRegression,"('Lab', 'HSV', 'Cyan', 'Magenta', 'Brightness')",7.505541491,91.62028616,0.415655678
ARDRegression,"('Lab', 'RGB', 'Cyan', 'Magenta', 'Brightness')",7.505541491,91.62028616,0.415655678
ARDRegression,"('Lab', 'GLCM', 'Cyan', 'Magenta', 'Brightness')",7.505541491,91.62028616,0.415655678
ARDRegression,"('HSV', 'RGB', 'Cyan', 'Magenta', 'Brightness')",7.505541491,91.62028616,0.415655678
ARDRegression,"('HSV', 'GLCM', 'Cyan', 'Magenta', 'Brightness')",7.505541491,91.62028616,0.415655678
ARDRegression,"('RGB', 'GLCM', 'Cyan', 'Magenta', 'Brightness')",7.505541491,91.62028616,0.415655678
ARDRegression,"('Lab', 'HSV', 'RGB', 'Cyan', 'Magenta', 'Brightness')",7.505541491,91.62028616,0.415655678
ARDRegression,"('Lab', 'HSV', 'GLCM', 'Cyan', 'Magenta', 'Brightness')",7.505541491,91.62028616,0.415655678
ARDRegression,"('Lab', 'RGB', 'GLCM', 'Cyan', 'Magenta', 'Brightness')",7.505541491,91.62028616,0.415655678
ARDRegression,"('HSV', 'RGB', 'GLCM', 'Cyan', 'Magenta', 'Brightness')",7.505541491,91.62028616,0.415655678
ARDRegression,"('Lab', 'HSV', 'RGB', 'GLCM', 'Cyan', 'Magenta', 'Brightness')",7.505541491,91.62028616,0.415655678
Ridge,"('Cyan', 'Magenta')",7.507899404,91.60941553,0.41572501
Ridge,"('Lab', 'Cyan', 'Magenta')",7.507899404,91.60941553,0.41572501
Ridge,"('HSV', 'Cyan', 'Magenta')",7.507899404,91.60941553,0.41572501
Ridge,"('RGB', 'Cyan', 'Magenta')",7.507899404,91.60941553,0.41572501
Ridge,"('GLCM', 'Cyan', 'Magenta')",7.507899404,91.60941553,0.41572501
Ridge,"('Lab', 'HSV', 'Cyan', 'Magenta')",7.507899404,91.60941553,0.41572501
Ridge,"('Lab', 'RGB', 'Cyan', 'Magenta')",7.507899404,91.60941553,0.41572501
Ridge,"('Lab', 'GLCM', 'Cyan', 'Magenta')",7.507899404,91.60941553,0.41572501
Ridge,"('HSV', 'RGB', 'Cyan', 'Magenta')",7.507899404,91.60941553,0.41572501
Ridge,"('HSV', 'GLCM', 'Cyan', 'Magenta')",7.507899404,91.60941553,0.41572501
Ridge,"('RGB', 'GLCM', 'Cyan', 'Magenta')",7.507899404,91.60941553,0.41572501
Ridge,"('Lab', 'HSV', 'RGB', 'Cyan', 'Magenta')",7.507899404,91.60941553,0.41572501
Ridge,"('Lab', 'HSV', 'GLCM', 'Cyan', 'Magenta')",7.507899404,91.60941553,0.41572501
Ridge,"('Lab', 'RGB', 'GLCM', 'Cyan', 'Magenta')",7.507899404,91.60941553,0.41572501
Ridge,"('HSV', 'RGB', 'GLCM', 'Cyan', 'Magenta')",7.507899404,91.60941553,0.41572501
Ridge,"('Lab', 'HSV', 'RGB', 'GLCM', 'Cyan', 'Magenta')",7.507899404,91.60941553,0.41572501
PassiveAggressiveRegressor,"('HSV', 'RGB', 'Temp', 'Yellow', 'Cyan', 'Magenta')",7.699588132,91.59206275,0.415835684
PassiveAggressiveRegressor,"('HSV', 'Yellow', 'Cyan', 'Magenta')",7.532415621,91.58952154,0.415851892
RANSACRegressor,"('Lab', 'Yellow', 'Cyan', 'Brightness')",7.131755177,91.58583138,0.415875427
BayesianRidge,"('Cyan', 'Magenta')",7.491703273,91.55791886,0.41605345
BayesianRidge,"('Lab', 'Cyan', 'Magenta')",7.491703273,91.55791886,0.41605345
BayesianRidge,"('HSV', 'Cyan', 'Magenta')",7.491703273,91.55791886,0.41605345
BayesianRidge,"('RGB', 'Cyan', 'Magenta')",7.491703273,91.55791886,0.41605345
BayesianRidge,"('GLCM', 'Cyan', 'Magenta')",7.491703273,91.55791886,0.41605345
BayesianRidge,"('Lab', 'HSV', 'Cyan', 'Magenta')",7.491703273,91.55791886,0.41605345
BayesianRidge,"('Lab', 'RGB', 'Cyan', 'Magenta')",7.491703273,91.55791886,0.41605345
BayesianRidge,"('Lab', 'GLCM', 'Cyan', 'Magenta')",7.491703273,91.55791886,0.41605345
BayesianRidge,"('HSV', 'RGB', 'Cyan', 'Magenta')",7.491703273,91.55791886,0.41605345
BayesianRidge,"('HSV', 'GLCM', 'Cyan', 'Magenta')",7.491703273,91.55791886,0.41605345
BayesianRidge,"('RGB', 'GLCM', 'Cyan', 'Magenta')",7.491703273,91.55791886,0.41605345
BayesianRidge,"('Lab', 'HSV', 'RGB', 'Cyan', 'Magenta')",7.491703273,91.55791886,0.41605345
BayesianRidge,"('Lab', 'HSV', 'GLCM', 'Cyan', 'Magenta')",7.491703273,91.55791886,0.41605345
BayesianRidge,"('Lab', 'RGB', 'GLCM', 'Cyan', 'Magenta')",7.491703273,91.55791886,0.41605345
BayesianRidge,"('HSV', 'RGB', 'GLCM', 'Cyan', 'Magenta')",7.491703273,91.55791886,0.41605345
BayesianRidge,"('Lab', 'HSV', 'RGB', 'GLCM', 'Cyan', 'Magenta')",7.491703273,91.55791886,0.41605345
Ridge,"('Cyan',)",7.503351941,91.54700263,0.416123073
Ridge,"('Lab', 'Cyan')",7.503351941,91.54700263,0.416123073
Ridge,"('HSV', 'Cyan')",7.503351941,91.54700263,0.416123073
Ridge,"('RGB', 'Cyan')",7.503351941,91.54700263,0.416123073
Ridge,"('GLCM', 'Cyan')",7.503351941,91.54700263,0.416123073
Ridge,"('Lab', 'HSV', 'Cyan')",7.503351941,91.54700263,0.416123073
Ridge,"('Lab', 'RGB', 'Cyan')",7.503351941,91.54700263,0.416123073
Ridge,"('Lab', 'GLCM', 'Cyan')",7.503351941,91.54700263,0.416123073
Ridge,"('HSV', 'RGB', 'Cyan')",7.503351941,91.54700263,0.416123073
Ridge,"('HSV', 'GLCM', 'Cyan')",7.503351941,91.54700263,0.416123073
Ridge,"('RGB', 'GLCM', 'Cyan')",7.503351941,91.54700263,0.416123073
Ridge,"('Lab', 'HSV', 'RGB', 'Cyan')",7.503351941,91.54700263,0.416123073
Ridge,"('Lab', 'HSV', 'GLCM', 'Cyan')",7.503351941,91.54700263,0.416123073
Ridge,"('Lab', 'RGB', 'GLCM', 'Cyan')",7.503351941,91.54700263,0.416123073
Ridge,"('HSV', 'RGB', 'GLCM', 'Cyan')",7.503351941,91.54700263,0.416123073
Ridge,"('Lab', 'HSV', 'RGB', 'GLCM', 'Cyan')",7.503351941,91.54700263,0.416123073
HuberRegressor,"('Yellow', 'Brightness')",7.575802119,91.54301552,0.416148502
HuberRegressor,"('Lab', 'Yellow', 'Brightness')",7.575802119,91.54301552,0.416148502
HuberRegressor,"('HSV', 'Yellow', 'Brightness')",7.575802119,91.54301552,0.416148502
HuberRegressor,"('RGB', 'Yellow', 'Brightness')",7.575802119,91.54301552,0.416148502
HuberRegressor,"('GLCM', 'Yellow', 'Brightness')",7.575802119,91.54301552,0.416148502
HuberRegressor,"('Lab', 'HSV', 'Yellow', 'Brightness')",7.575802119,91.54301552,0.416148502
HuberRegressor,"('Lab', 'RGB', 'Yellow', 'Brightness')",7.575802119,91.54301552,0.416148502
HuberRegressor,"('Lab', 'GLCM', 'Yellow', 'Brightness')",7.575802119,91.54301552,0.416148502
HuberRegressor,"('HSV', 'RGB', 'Yellow', 'Brightness')",7.575802119,91.54301552,0.416148502
HuberRegressor,"('HSV', 'GLCM', 'Yellow', 'Brightness')",7.575802119,91.54301552,0.416148502
HuberRegressor,"('RGB', 'GLCM', 'Yellow', 'Brightness')",7.575802119,91.54301552,0.416148502
HuberRegressor,"('Lab', 'HSV', 'RGB', 'Yellow', 'Brightness')",7.575802119,91.54301552,0.416148502
HuberRegressor,"('Lab', 'HSV', 'GLCM', 'Yellow', 'Brightness')",7.575802119,91.54301552,0.416148502
HuberRegressor,"('Lab', 'RGB', 'GLCM', 'Yellow', 'Brightness')",7.575802119,91.54301552,0.416148502
HuberRegressor,"('HSV', 'RGB', 'GLCM', 'Yellow', 'Brightness')",7.575802119,91.54301552,0.416148502
HuberRegressor,"('Lab', 'HSV', 'RGB', 'GLCM', 'Yellow', 'Brightness')",7.575802119,91.54301552,0.416148502
Ridge,"('Magenta', 'Brightness', 'Chroma')",7.535632204,91.52214475,0.416281614
Ridge,"('Lab', 'Magenta', 'Brightness', 'Chroma')",7.535632204,91.52214475,0.416281614
Ridge,"('HSV', 'Magenta', 'Brightness', 'Chroma')",7.535632204,91.52214475,0.416281614
Ridge,"('RGB', 'Magenta', 'Brightness', 'Chroma')",7.535632204,91.52214475,0.416281614
Ridge,"('GLCM', 'Magenta', 'Brightness', 'Chroma')",7.535632204,91.52214475,0.416281614
Ridge,"('Lab', 'HSV', 'Magenta', 'Brightness', 'Chroma')",7.535632204,91.52214475,0.416281614
Ridge,"('Lab', 'RGB', 'Magenta', 'Brightness', 'Chroma')",7.535632204,91.52214475,0.416281614
Ridge,"('Lab', 'GLCM', 'Magenta', 'Brightness', 'Chroma')",7.535632204,91.52214475,0.416281614
Ridge,"('HSV', 'RGB', 'Magenta', 'Brightness', 'Chroma')",7.535632204,91.52214475,0.416281614
Ridge,"('HSV', 'GLCM', 'Magenta', 'Brightness', 'Chroma')",7.535632204,91.52214475,0.416281614
Ridge,"('RGB', 'GLCM', 'Magenta', 'Brightness', 'Chroma')",7.535632204,91.52214475,0.416281614
Ridge,"('Lab', 'HSV', 'RGB', 'Magenta', 'Brightness', 'Chroma')",7.535632204,91.52214475,0.416281614
Ridge,"('Lab', 'HSV', 'GLCM', 'Magenta', 'Brightness', 'Chroma')",7.535632204,91.52214475,0.416281614
Ridge,"('Lab', 'RGB', 'GLCM', 'Magenta', 'Brightness', 'Chroma')",7.535632204,91.52214475,0.416281614
Ridge,"('HSV', 'RGB', 'GLCM', 'Magenta', 'Brightness', 'Chroma')",7.535632204,91.52214475,0.416281614
Ridge,"('Lab', 'HSV', 'RGB', 'GLCM', 'Magenta', 'Brightness', 'Chroma')",7.535632204,91.52214475,0.416281614
RANSACRegressor,"('HSV', 'RGB', 'GLCM', 'Yellow', 'Magenta')",7.410312129,91.51900968,0.416301609
LinearRegression,"('Magenta', 'Chroma')",7.53197095,91.51806225,0.416307652
LinearRegression,"('Lab', 'Magenta', 'Chroma')",7.53197095,91.51806225,0.416307652
LinearRegression,"('HSV', 'Magenta', 'Chroma')",7.53197095,91.51806225,0.416307652
LinearRegression,"('RGB', 'Magenta', 'Chroma')",7.53197095,91.51806225,0.416307652
LinearRegression,"('GLCM', 'Magenta', 'Chroma')",7.53197095,91.51806225,0.416307652
LinearRegression,"('Lab', 'HSV', 'Magenta', 'Chroma')",7.53197095,91.51806225,0.416307652
LinearRegression,"('Lab', 'RGB', 'Magenta', 'Chroma')",7.53197095,91.51806225,0.416307652
LinearRegression,"('Lab', 'GLCM', 'Magenta', 'Chroma')",7.53197095,91.51806225,0.416307652
LinearRegression,"('HSV', 'RGB', 'Magenta', 'Chroma')",7.53197095,91.51806225,0.416307652
LinearRegression,"('HSV', 'GLCM', 'Magenta', 'Chroma')",7.53197095,91.51806225,0.416307652
LinearRegression,"('RGB', 'GLCM', 'Magenta', 'Chroma')",7.53197095,91.51806225,0.416307652
LinearRegression,"('Lab', 'HSV', 'RGB', 'Magenta', 'Chroma')",7.53197095,91.51806225,0.416307652
LinearRegression,"('Lab', 'HSV', 'GLCM', 'Magenta', 'Chroma')",7.53197095,91.51806225,0.416307652
LinearRegression,"('Lab', 'RGB', 'GLCM', 'Magenta', 'Chroma')",7.53197095,91.51806225,0.416307652
LinearRegression,"('HSV', 'RGB', 'GLCM', 'Magenta', 'Chroma')",7.53197095,91.51806225,0.416307652
LinearRegression,"('Lab', 'HSV', 'RGB', 'GLCM', 'Magenta', 'Chroma')",7.53197095,91.51806225,0.416307652
BayesianRidge,"('Cyan', 'Magenta', 'Brightness')",7.493480186,91.50712461,0.416377411
BayesianRidge,"('Lab', 'Cyan', 'Magenta', 'Brightness')",7.493480186,91.50712461,0.416377411
BayesianRidge,"('HSV', 'Cyan', 'Magenta', 'Brightness')",7.493480186,91.50712461,0.416377411
BayesianRidge,"('RGB', 'Cyan', 'Magenta', 'Brightness')",7.493480186,91.50712461,0.416377411
BayesianRidge,"('GLCM', 'Cyan', 'Magenta', 'Brightness')",7.493480186,91.50712461,0.416377411
BayesianRidge,"('Lab', 'HSV', 'Cyan', 'Magenta', 'Brightness')",7.493480186,91.50712461,0.416377411
BayesianRidge,"('Lab', 'RGB', 'Cyan', 'Magenta', 'Brightness')",7.493480186,91.50712461,0.416377411
BayesianRidge,"('Lab', 'GLCM', 'Cyan', 'Magenta', 'Brightness')",7.493480186,91.50712461,0.416377411
BayesianRidge,"('HSV', 'RGB', 'Cyan', 'Magenta', 'Brightness')",7.493480186,91.50712461,0.416377411
BayesianRidge,"('HSV', 'GLCM', 'Cyan', 'Magenta', 'Brightness')",7.493480186,91.50712461,0.416377411
BayesianRidge,"('RGB', 'GLCM', 'Cyan', 'Magenta', 'Brightness')",7.493480186,91.50712461,0.416377411
BayesianRidge,"('Lab', 'HSV', 'RGB', 'Cyan', 'Magenta', 'Brightness')",7.493480186,91.50712461,0.416377411
BayesianRidge,"('Lab', 'HSV', 'GLCM', 'Cyan', 'Magenta', 'Brightness')",7.493480186,91.50712461,0.416377411
BayesianRidge,"('Lab', 'RGB', 'GLCM', 'Cyan', 'Magenta', 'Brightness')",7.493480186,91.50712461,0.416377411
BayesianRidge,"('HSV', 'RGB', 'GLCM', 'Cyan', 'Magenta', 'Brightness')",7.493480186,91.50712461,0.416377411
BayesianRidge,"('Lab', 'HSV', 'RGB', 'GLCM', 'Cyan', 'Magenta', 'Brightness')",7.493480186,91.50712461,0.416377411
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'Cyan', 'Brightness')",7.580323693,91.47526224,0.416580625
RANSACRegressor,"('HSV', 'GLCM', 'Brightness', 'Chroma')",7.642279997,91.42076179,0.416928223
LinearRegression,"('Cyan',)",7.499440324,91.41673626,0.416953898
LinearRegression,"('Lab', 'Cyan')",7.499440324,91.41673626,0.416953898
LinearRegression,"('HSV', 'Cyan')",7.499440324,91.41673626,0.416953898
LinearRegression,"('RGB', 'Cyan')",7.499440324,91.41673626,0.416953898
LinearRegression,"('GLCM', 'Cyan')",7.499440324,91.41673626,0.416953898
LinearRegression,"('Lab', 'HSV', 'Cyan')",7.499440324,91.41673626,0.416953898
LinearRegression,"('Lab', 'RGB', 'Cyan')",7.499440324,91.41673626,0.416953898
LinearRegression,"('Lab', 'GLCM', 'Cyan')",7.499440324,91.41673626,0.416953898
LinearRegression,"('HSV', 'RGB', 'Cyan')",7.499440324,91.41673626,0.416953898
LinearRegression,"('HSV', 'GLCM', 'Cyan')",7.499440324,91.41673626,0.416953898
LinearRegression,"('RGB', 'GLCM', 'Cyan')",7.499440324,91.41673626,0.416953898
LinearRegression,"('Lab', 'HSV', 'RGB', 'Cyan')",7.499440324,91.41673626,0.416953898
LinearRegression,"('Lab', 'HSV', 'GLCM', 'Cyan')",7.499440324,91.41673626,0.416953898
LinearRegression,"('Lab', 'RGB', 'GLCM', 'Cyan')",7.499440324,91.41673626,0.416953898
LinearRegression,"('HSV', 'RGB', 'GLCM', 'Cyan')",7.499440324,91.41673626,0.416953898
LinearRegression,"('Lab', 'HSV', 'RGB', 'GLCM', 'Cyan')",7.499440324,91.41673626,0.416953898
PassiveAggressiveRegressor,"('Lab', 'RGB', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",6.868940175,91.41290831,0.416978312
PassiveAggressiveRegressor,"('RGB', 'Temp', 'Chroma')",7.82036364,91.39628706,0.417084321
BayesianRidge,"('Yellow', 'Cyan', 'Brightness')",7.535007302,91.38971414,0.417126242
BayesianRidge,"('Lab', 'Yellow', 'Cyan', 'Brightness')",7.535007302,91.38971414,0.417126242
BayesianRidge,"('HSV', 'Yellow', 'Cyan', 'Brightness')",7.535007302,91.38971414,0.417126242
BayesianRidge,"('RGB', 'Yellow', 'Cyan', 'Brightness')",7.535007302,91.38971414,0.417126242
BayesianRidge,"('GLCM', 'Yellow', 'Cyan', 'Brightness')",7.535007302,91.38971414,0.417126242
BayesianRidge,"('Lab', 'HSV', 'Yellow', 'Cyan', 'Brightness')",7.535007302,91.38971414,0.417126242
BayesianRidge,"('Lab', 'RGB', 'Yellow', 'Cyan', 'Brightness')",7.535007302,91.38971414,0.417126242
BayesianRidge,"('Lab', 'GLCM', 'Yellow', 'Cyan', 'Brightness')",7.535007302,91.38971414,0.417126242
BayesianRidge,"('HSV', 'RGB', 'Yellow', 'Cyan', 'Brightness')",7.535007302,91.38971414,0.417126242
BayesianRidge,"('HSV', 'GLCM', 'Yellow', 'Cyan', 'Brightness')",7.535007302,91.38971414,0.417126242
BayesianRidge,"('RGB', 'GLCM', 'Yellow', 'Cyan', 'Brightness')",7.535007302,91.38971414,0.417126242
BayesianRidge,"('Lab', 'HSV', 'RGB', 'Yellow', 'Cyan', 'Brightness')",7.535007302,91.38971414,0.417126242
BayesianRidge,"('Lab', 'HSV', 'GLCM', 'Yellow', 'Cyan', 'Brightness')",7.535007302,91.38971414,0.417126242
BayesianRidge,"('Lab', 'RGB', 'GLCM', 'Yellow', 'Cyan', 'Brightness')",7.535007302,91.38971414,0.417126242
BayesianRidge,"('HSV', 'RGB', 'GLCM', 'Yellow', 'Cyan', 'Brightness')",7.535007302,91.38971414,0.417126242
BayesianRidge,"('Lab', 'HSV', 'RGB', 'GLCM', 'Yellow', 'Cyan', 'Brightness')",7.535007302,91.38971414,0.417126242
PassiveAggressiveRegressor,"('HSV', 'Yellow', 'Cyan')",7.590954796,91.38906379,0.41713039
PassiveAggressiveRegressor,"('LBP', 'Brightness', 'Chroma')",7.542451216,91.37987156,0.417189017
PassiveAggressiveRegressor,"('Lab', 'GLCM', 'Yellow', 'Chroma')",7.49637677,91.32214014,0.417557222
LinearSVR,"('Lab', 'HSV', 'GLCM', 'Cyan', 'Chroma')",7.511511464,91.32169882,0.417560036
Ridge,"('Cyan', 'Magenta', 'Brightness', 'Chroma')",7.520780752,91.32033156,0.417568757
Ridge,"('Lab', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",7.520780752,91.32033156,0.417568757
Ridge,"('HSV', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",7.520780752,91.32033156,0.417568757
Ridge,"('RGB', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",7.520780752,91.32033156,0.417568757
Ridge,"('GLCM', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",7.520780752,91.32033156,0.417568757
Ridge,"('Lab', 'HSV', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",7.520780752,91.32033156,0.417568757
Ridge,"('Lab', 'RGB', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",7.520780752,91.32033156,0.417568757
Ridge,"('Lab', 'GLCM', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",7.520780752,91.32033156,0.417568757
Ridge,"('HSV', 'RGB', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",7.520780752,91.32033156,0.417568757
Ridge,"('HSV', 'GLCM', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",7.520780752,91.32033156,0.417568757
Ridge,"('RGB', 'GLCM', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",7.520780752,91.32033156,0.417568757
Ridge,"('Lab', 'HSV', 'RGB', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",7.520780752,91.32033156,0.417568757
Ridge,"('Lab', 'HSV', 'GLCM', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",7.520780752,91.32033156,0.417568757
Ridge,"('Lab', 'RGB', 'GLCM', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",7.520780752,91.32033156,0.417568757
Ridge,"('HSV', 'RGB', 'GLCM', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",7.520780752,91.32033156,0.417568757
Ridge,"('Lab', 'HSV', 'RGB', 'GLCM', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",7.520780752,91.32033156,0.417568757
PassiveAggressiveRegressor,"('Lab', 'HSV', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",6.845685269,91.31702599,0.417589839
LinearSVR,"('HSV', 'RGB', 'GLCM', 'Cyan', 'Chroma')",7.511430244,91.31292794,0.417615976
Ridge,"('Yellow', 'Brightness', 'Chroma')",7.526439531,91.29165181,0.417751673
Ridge,"('Lab', 'Yellow', 'Brightness', 'Chroma')",7.526439531,91.29165181,0.417751673
Ridge,"('HSV', 'Yellow', 'Brightness', 'Chroma')",7.526439531,91.29165181,0.417751673
Ridge,"('RGB', 'Yellow', 'Brightness', 'Chroma')",7.526439531,91.29165181,0.417751673
Ridge,"('GLCM', 'Yellow', 'Brightness', 'Chroma')",7.526439531,91.29165181,0.417751673
Ridge,"('Lab', 'HSV', 'Yellow', 'Brightness', 'Chroma')",7.526439531,91.29165181,0.417751673
Ridge,"('Lab', 'RGB', 'Yellow', 'Brightness', 'Chroma')",7.526439531,91.29165181,0.417751673
Ridge,"('Lab', 'GLCM', 'Yellow', 'Brightness', 'Chroma')",7.526439531,91.29165181,0.417751673
Ridge,"('HSV', 'RGB', 'Yellow', 'Brightness', 'Chroma')",7.526439531,91.29165181,0.417751673
Ridge,"('HSV', 'GLCM', 'Yellow', 'Brightness', 'Chroma')",7.526439531,91.29165181,0.417751673
Ridge,"('RGB', 'GLCM', 'Yellow', 'Brightness', 'Chroma')",7.526439531,91.29165181,0.417751673
Ridge,"('Lab', 'HSV', 'RGB', 'Yellow', 'Brightness', 'Chroma')",7.526439531,91.29165181,0.417751673
Ridge,"('Lab', 'HSV', 'GLCM', 'Yellow', 'Brightness', 'Chroma')",7.526439531,91.29165181,0.417751673
Ridge,"('Lab', 'RGB', 'GLCM', 'Yellow', 'Brightness', 'Chroma')",7.526439531,91.29165181,0.417751673
Ridge,"('HSV', 'RGB', 'GLCM', 'Yellow', 'Brightness', 'Chroma')",7.526439531,91.29165181,0.417751673
Ridge,"('Lab', 'HSV', 'RGB', 'GLCM', 'Yellow', 'Brightness', 'Chroma')",7.526439531,91.29165181,0.417751673
PassiveAggressiveRegressor,"('Lab', 'Temp', 'Magenta', 'Brightness', 'Chroma')",7.57097379,91.29146875,0.41775284
PassiveAggressiveRegressor,"('GLCM', 'Yellow', 'Brightness')",7.678734242,91.28529079,0.417792243
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow')",7.456300319,91.25630118,0.417977135
PassiveAggressiveRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Magenta', 'Chroma')",7.224859659,91.25393971,0.417992197
RANSACRegressor,"('Lab', 'RGB', 'GLCM', 'LBP', 'Cyan', 'Brightness', 'Chroma')",7.6501591,91.25380206,0.417993075
LinearSVR,"('Lab', 'GLCM', 'Cyan', 'Chroma')",7.505340894,91.23866174,0.418089638
Ridge,"('Cyan', 'Magenta', 'Brightness')",7.501624955,91.21074918,0.418267661
Ridge,"('Lab', 'Cyan', 'Magenta', 'Brightness')",7.501624955,91.21074918,0.418267661
Ridge,"('HSV', 'Cyan', 'Magenta', 'Brightness')",7.501624955,91.21074918,0.418267661
Ridge,"('RGB', 'Cyan', 'Magenta', 'Brightness')",7.501624955,91.21074918,0.418267661
Ridge,"('GLCM', 'Cyan', 'Magenta', 'Brightness')",7.501624955,91.21074918,0.418267661
Ridge,"('Lab', 'HSV', 'Cyan', 'Magenta', 'Brightness')",7.501624955,91.21074918,0.418267661
Ridge,"('Lab', 'RGB', 'Cyan', 'Magenta', 'Brightness')",7.501624955,91.21074918,0.418267661
Ridge,"('Lab', 'GLCM', 'Cyan', 'Magenta', 'Brightness')",7.501624955,91.21074918,0.418267661
Ridge,"('HSV', 'RGB', 'Cyan', 'Magenta', 'Brightness')",7.501624955,91.21074918,0.418267661
Ridge,"('HSV', 'GLCM', 'Cyan', 'Magenta', 'Brightness')",7.501624955,91.21074918,0.418267661
Ridge,"('RGB', 'GLCM', 'Cyan', 'Magenta', 'Brightness')",7.501624955,91.21074918,0.418267661
Ridge,"('Lab', 'HSV', 'RGB', 'Cyan', 'Magenta', 'Brightness')",7.501624955,91.21074918,0.418267661
Ridge,"('Lab', 'HSV', 'GLCM', 'Cyan', 'Magenta', 'Brightness')",7.501624955,91.21074918,0.418267661
Ridge,"('Lab', 'RGB', 'GLCM', 'Cyan', 'Magenta', 'Brightness')",7.501624955,91.21074918,0.418267661
Ridge,"('HSV', 'RGB', 'GLCM', 'Cyan', 'Magenta', 'Brightness')",7.501624955,91.21074918,0.418267661
Ridge,"('Lab', 'HSV', 'RGB', 'GLCM', 'Cyan', 'Magenta', 'Brightness')",7.501624955,91.21074918,0.418267661
LinearSVR,"('GLCM', 'Cyan', 'Chroma')",7.510874157,91.21073264,0.418267767
LinearSVR,"('HSV', 'GLCM', 'Cyan', 'Chroma')",7.510874157,91.21073264,0.418267767
LinearSVR,"('Lab', 'HSV', 'RGB', 'GLCM', 'Cyan', 'Chroma')",7.510874157,91.21073264,0.418267767
PassiveAggressiveRegressor,"('HSV', 'RGB', 'GLCM', 'Brightness', 'Chroma')",7.49858442,91.2100139,0.418272351
LinearSVR,"('Cyan', 'Chroma')",7.510523709,91.20301325,0.418317
Ridge,"('Yellow', 'Cyan', 'Brightness')",7.53695268,91.19845502,0.418346072
