Filename,GLCM_contrast,GLCM_dissimilarity,GLCM_homogeneity,GLCM_energy,GLCM_correlation,GLCM_ASM,LBP_0,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,HOG_0,HOG_1,HOG_2,HOG_3,HOG_4,HOG_5,HOG_6,HOG_7,HOG_8,HOG_9
8_10_4.png,14.433731416556078,1.2362669694415553,0.7272769282170403,0.39740171407485864,0.9944561832189484,0.15792812234963569,387440.0,783844.0,293578.0,1028179.0,906110.0,1540259.0,856750.0,1044090.0,9457658.0,1550412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_5_4.png,34.74395242279689,2.2757924303288974,0.5623639365245838,0.07631560895568716,0.990417905671893,0.005824072170277358,637084.0,1306575.0,435969.0,1655620.0,1365654.0,2515386.0,1367585.0,1727719.0,4258144.0,2578584.0,0.22789837957476985,0.0634099137918007,0.05012993770542569,0.18291340450988947,0.20559386962593684,0.22789837957476985,0.18046776762630798,0.15984282851383164,0.11698131232198389,0.22789837957476985
1_10_10.png,36.62772654316561,1.9730541183960406,0.6762835409670335,0.2976703185873226,0.9916927483596374,0.08860761856787815,446761.0,917750.0,325291.0,1202838.0,1082618.0,1823014.0,979356.0,1210896.0,8075230.0,1784566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5_15_4.png,13.43339062668125,1.3297572159355835,0.6665459296328388,0.21753028188043397,0.9919480181327527,0.04731942353498106,480427.0,1022745.0,341731.0,1324327.0,1032916.0,2031111.0,1108484.0,1390236.0,7076406.0,2039937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6_5_10.png,30.185122148595816,1.7433265485456046,0.6898567409591951,0.2907750669615817,0.9920634399114846,0.08455013956651232,435818.0,916289.0,306124.0,1198221.0,990428.0,1835927.0,967493.0,1240799.0,8157555.0,1799666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_10_8.png,32.462960775259134,1.7535602202216565,0.711939700787703,0.39055466709098435,0.9935069428112289,0.15253294798654962,400924.0,798680.0,299907.0,1044105.0,998856.0,1554969.0,863320.0,1045705.0,9287229.0,1554625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_5_6.png,26.01683651052688,1.7019003757038842,0.6691766687549525,0.2422529756543729,0.9926589002737309,0.05868650421339819,473796.0,983258.0,333902.0,1279853.0,1039345.0,1957124.0,1044740.0,1328341.0,7456524.0,1951437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_15_8.png,30.23131747426563,1.7065585658692302,0.7139553437609998,0.413278992139709,0.9937806530151332,0.17079952534401363,400211.0,778101.0,304015.0,1001691.0,1004630.0,1477998.0,834709.0,999639.0,9531729.0,1515597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_5_5.png,33.54079379774757,2.034279729026936,0.6281321061339811,0.18972739338233918,0.9938215261563456,0.03599648379965688,518531.0,1063980.0,384253.0,1393929.0,1250647.0,2091456.0,1148343.0,1397474.0,6506030.0,2093677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0_10_9.png,27.419019224561534,1.6712773707901438,0.7053038618802854,0.4052267630263249,0.9949121164745119,0.16420872947279327,420717.0,803313.0,326158.0,1014467.0,1010014.0,1467976.0,870611.0,1020733.0,9338946.0,1575385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
