Filename,Weight,%_Weight_Loss,Mean_RGB_R,Mean_RGB_G,Mean_RGB_B,Std_RGB_R,Std_RGB_G,Std_RGB_B,Mean_LAB_L,Mean_LAB_A,Mean_LAB_B,Std_LAB_L,Std_LAB_A,Std_LAB_B,Mean_HSV_H,Mean_HSV_S,Mean_HSV_V,Std_HSV_H,Std_HSV_S,Std_HSV_V,Mean_GRAY_Gray,Std_GRAY_Gray,GLCM_contrast,GLCM_dissimilarity,GLCM_homogeneity,GLCM_energy,GLCM_correlation,GLCM_ASM,LBP_0,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,Day,Temp,Rep,Yellow,Cyan,Magenta,Brightness,Chroma
0_10_1.png,140.9,11.32787917,195.7459609083656,206.20509437302783,202.0490526279224,71.01788371512654,53.34237565212273,60.442954247997655,208.50068561074656,124.50828240417026,133.25708346779976,53.24709693443705,6.955935259198339,10.639158783853317,51.57371270797476,25.15923672368044,206.92564639136904,55.89334256578945,46.48158322570888,53.50232723035884,203.76100647007672,57.33233293909216,31.0529664,1.958550065,0.657836308,0.315989032,0.995300495,0.099849069,477202,906272,380417,1186681,1216690,1722540,989716,1158772,8035952,1774078,0,10,1,99.95100132673552,106.25409304629233,397.795013536288,201.3333693031053,10.459133464662244
0_10_10.png,125.3,21.14537445,198.49350056475905,211.22825195872775,207.2328340706576,67.4531403314624,43.87335124677893,51.31028665131003,213.5917382700445,124.39994514889916,134.27661101997276,44.04086340800968,7.8635405682835025,13.873385900546907,55.66081558376363,26.888598758874785,212.0798900960987,56.93003362971053,54.49194774196891,44.002578659197226,208.57192312777897,48.50163491206517,36.71793235,2.066694277,0.657473422,0.274104186,0.992239107,0.075133105,471743,958379,351500,1248709,1160862,1870846,1030478,1250866,7643758,1861179,0,10,10,101.24445922641459,109.98379273231315,405.7263346354166,205.65152886471478,12.734751393968708
0_10_2.png,121.7,23.41095028,191.15046794320136,200.488837044607,196.950389392391,65.58479259674453,48.64446512985141,55.4163780251535,203.66509772348323,124.91150758166594,132.7449658567305,48.8720547847971,6.709653170247824,10.301392907493025,68.1507356994944,23.816708687428285,201.62473807058592,58.21763070090444,44.70434580821853,48.97728818221251,198.3542459458369,52.43781497422452,31.84377365,2.15133469,0.59906314,0.172703549,0.994231678,0.029826516,587967,1131993,432398,1394998,1314870,2044289,1192096,1438895,6086708,2224106,0,10,2,97.34445779770869,103.14437924689832,388.10085733559237,196.1965647933998,9.338369101405647
0_10_3.png,149.4,5.978602895,186.3288651256813,200.1167532854633,194.8013677477768,74.89828965710785,54.013099882418885,62.14389652953152,202.46986853664657,123.51343174035428,134.9045577959158,54.266570840606725,7.97880937533032,12.549678552342204,60.87521178463855,32.262281267928856,201.0418223115677,56.32898660554456,52.69608530213372,54.29691295646778,196.9413320693488,58.62093451211251,34.01057519,2.172102978,0.617337562,0.257790024,0.995072538,0.066455697,536649,1000791,431353,1280390,1399528,1828331,1086883,1243836,7088791,1951768,0,10,3,95.82212533168388,104.2946279537794,381.1302328734581,193.74899538630712,13.787888159782
0_10_4.png,121.6,23.47388295,183.1623153327596,193.3032823817592,189.4259850787077,60.360066557308414,42.01821225767172,49.015872724617466,197.2233251084696,124.679570626255,133.09059099119693,42.95463239851092,7.067848453991144,11.115503807186291,80.35750350733291,25.003259130271083,194.68027483819205,52.690730908424406,45.18182652165629,42.67649529264031,190.9713151153722,45.97631685029764,35.27534981,2.463192228,0.537167403,0.076129384,0.991662694,0.005795683,667366,1316215,484187,1683602,1500017,2495310,1392791,1707928,4011829,2589075,0,10,4,93.51980631790556,99.78347606385364,372.5883004114673,188.63052759774214,10.140967048999613
0_10_5.png,137.0,13.78225299,187.5813501774957,198.8292294736984,194.5856006615749,67.66734683557284,48.4425440623108,55.89999856865028,201.933902238418,124.34998246333548,133.6583692470776,48.75441266694765,7.427679919132199,11.564435824691696,69.88105513572145,27.1714115390132,199.99540365703888,57.60948115147946,48.5833419178127,48.8115236986602,196.26495065081755,52.662319672373165,33.64721758,2.212932586,0.592913998,0.172102134,0.993955644,0.029619144,589337,1126130,445101,1412212,1374554,2049074,1209256,1429473,5997140,2216043,0,10,5,95.9124894948096,102.9167399788888,382.1669508390706,193.66539343758964,11.247879296202711
0_10_6.png,124.6,21.58590308,205.9679829250036,216.1937284853701,212.91870052755667,65.67901635578816,45.87692398989781,52.52900445763503,218.2601761398272,125.03786955859152,133.08056651830535,45.58775645082949,7.034204580261914,11.953433154186849,42.81557412686461,21.996538777879376,216.85318948786212,55.5457869717242,48.33676558063043,45.867431579013726,214.04740216446143,49.90467651885866,42.74141984,2.079490793,0.694907778,0.388145253,0.991473415,0.150656737,424052,820656,319565,1041219,1070669,1533331,876817,1047657,9141170,1573184,0,10,6,104.62150544140852,111.57222304396159,418.8866834525603,211.69347064597682,10.225745560366477
0_10_7.png,125.6,20.95657646,201.87565283455248,212.9586326892391,208.86615575023308,71.58802770686006,51.60387388082647,59.07367832615539,214.7910866120733,124.50430578340146,133.5449903408276,51.55562267757034,7.38328167091767,11.815929407564909,45.676509161646585,25.57934595524957,213.5845635331505,55.53813552620628,50.716407233477405,51.67616239407553,210.4660693555472,55.94465499753642,32.82664718,1.865078369,0.698991846,0.397314336,0.994785733,0.157858681,404397,789093,319236,1047634,1120018,1539688,864069,1010977,9230641,1522567,0,10,7,102.98406488677924,109.97456780245984,410.74180858478553,207.90014709134152,11.082979854686613
0_10_8.png,120.5,24.16614223,201.3293588976441,212.3618827430257,208.7253237279475,66.91268331191105,45.91222663762359,53.14682740304409,214.65503739287507,124.7547650423121,133.488239117183,46.02645210076496,7.419677129741362,12.509287012934212,51.85954375537866,24.363982268359152,213.13966149194997,57.97913517978739,51.0258367854903,46.02438857291535,210.01280691964288,50.24227053036371,34.46237447,1.916460134,0.671879785,0.291666878,0.993210884,0.085069568,457539,929626,337148,1210715,1110994,1817575,995396,1226117,7941312,1821898,0,10,8,102.48295895636113,109.87892378666456,410.0546826255916,207.47218845620577,11.032523845381576
0_10_9.png,121.9,23.28508496,204.5881010089465,216.0130783737629,212.1413004137084,68.86618052490296,47.236969288374056,54.77127307455415,217.8653771335341,124.61332164595883,133.65721860656913,47.10393190787664,7.548036731196944,12.651853563025186,42.36207441372633,24.454802188665376,216.61101341750933,55.006980979063705,51.33240793117842,47.25659920814426,213.5508019242147,51.74533431879733,27.41901922,1.671277371,0.705303862,0.405226763,0.994912116,0.164208729,420717,803313,326158,1014467,1010014,1467976,870611,1020733,9338946,1575385,0,10,9,104.2299394845005,111.78313888926239,416.72940142265486,210.91415993213926,11.424977364816414
0_15_1.png,145.4,8.495909377,188.14908607644864,200.9788958288511,196.2077757458405,71.6423035031128,51.44962175662078,59.22762604772419,203.5874839760829,123.90148372507888,134.43238652153255,51.4996498886577,7.689073555637469,12.031040851844082,58.73851421310241,29.29946919373924,201.8885194797045,57.683072749283376,49.93178362301394,51.690361963178105,198.0840794539766,55.88983251648898,32.70710548,2.102808084,0.625448264,0.25180946,0.994787603,0.063408004,522365,990987,414693,1296359,1339680,1888575,1075526,1264435,7124784,1930916,0,15,1,96.46010307972962,104.51879274912149,384.35686182228915,195.11191921704676,12.829809752402468
0_15_10.png,126.1,20.64191315,200.94825994827525,215.0743885699046,210.7663618760757,71.75707100495241,46.69728695178433,54.36182637707972,216.83396448517283,124.09303609527396,134.95535714285714,46.804199712279946,8.143667259546703,14.62053913557162,44.79274144569349,28.96169701125932,215.68282555444995,54.334392921489,57.3939077731314,46.7479746552939,212.16897719225116,51.57108808301981,43.11371297,2.112593253,0.692480666,0.379971066,0.991945088,0.144378011,391705,795444,319793,1101263,1164862,1632596,877376,1033330,9019201,1512750,0,15,10,102.62814332105206,112.44624524885255,411.71462182435096,208.92967013141853,14.126128621629363
0_15_2.png,108.2,31.90685966,193.7425127406949,202.7465685285786,199.2151128509574,65.53425336016386,48.94959292113271,55.76342934200105,205.7528046897411,124.97361908571789,132.56099974675487,49.106515049300086,6.741870582168629,10.217026503313267,69.16537808600474,22.859741252958266,203.8852290859868,58.64201257883724,43.38978396525321,49.26479179493282,200.6542224142104,52.707446359218224,24.39184335,1.85812964,0.623085439,0.190394826,0.995625817,0.03625019,548197,1087899,401166,1369947,1229510,2034759,1164075,1407384,6451228,2154155,0,15,2,98.63698420915803,104.10958431942055,392.95762559165235,198.56806470674363,9.004055787883686
0_15_3.png,111.5,29.83008181,196.26192582831325,205.89406196213423,202.41848851880735,62.371472860006826,44.18771338716622,50.97238130168199,208.90018136160717,124.96795003675416,132.81842862521515,44.273310741840085,6.955065560005678,11.102002880785593,66.16923475150602,22.26005018959768,206.9723731981497,58.87325435037081,44.32480430024631,44.411331418090434,203.7495023621271,48.07587477778289,31.99796653,2.01606588,0.625696051,0.200962772,0.993107599,0.040386036,533464,1066767,387312,1360615,1261969,2022947,1145163,1385739,6585496,2098848,0,15,3,99.86874963582008,106.02531232631416,398.68041434712063,201.52482543641827,9.632136133820978
0_15_4.png,108.4,31.78099434,194.5315347326807,204.0641755638626,200.45724858137908,65.22399476757458,47.697074742520414,54.571592341845154,207.0053007790089,124.90121820989314,132.80066622516853,47.80259993499872,6.868382002621058,10.62346737581269,61.11985015956684,23.06924556484868,205.0274723335305,58.06444584829624,44.99920246564989,47.920334244530935,201.8939361239601,51.57879188024273,27.19236246,1.909544414,0.630068032,0.209189751,0.994911525,0.043760352,530342,1053928,390933,1341468,1221385,2002138,1129706,1372204,6725580,2080636,0,15,4,99.06923085758211,104.99494470628048,394.9887833140598,199.68431962597413,9.53264083118188
0_15_5.png,128.9,18.87979862,192.0283102835449,201.16296777511832,197.67121034360656,64.72563198244544,47.77636606250188,54.618547427527645,204.3614352499283,124.95460738041452,132.65105399275674,47.955527930287325,6.715394288147614,10.20261515453092,74.58285468884466,23.389790467674267,202.42893717728052,58.93483210305983,43.51192681584382,48.15252282417696,199.06666526597465,51.596536272667066,36.49753753,2.225260146,0.603815648,0.170781015,0.993167337,0.029166155,559557,1104415,415893,1427703,1353691,2113492,1184834,1424726,6098541,2165468,0,15,5,97.76003385752833,103.40293391758999,389.69952062715146,196.95416280075656,9.13465749157342
0_15_6.png,129.0,18.81686595,197.73447753065835,210.35582217261904,206.28632924555365,69.1958340447716,47.3502909346764,54.43589206616063,212.59872649078457,124.34602231470524,134.25562910122633,47.28964382852662,7.709007808069776,13.265374044213152,51.140523477839935,26.95838599935456,211.1433304086883,56.28667870633133,52.86188321042725,47.42484177185474,207.6927630163511,51.692904949280646,36.65592395,2.086441483,0.662230845,0.313021605,0.993179066,0.097982525,457249,896752,355037,1197407,1221997,1770835,975808,1158869,8080470,1733896,0,15,6,100.90198522886189,109.45383694375718,404.020806776212,204.79220964961033,12.62134464196069
0_15_7.png,118.2,25.61359346,201.27973809299695,213.97135366241756,209.5971777175667,68.83975960370041,45.60845034649926,53.46447832103368,215.93422294087063,124.2382586148164,134.24113569232287,45.69381932384352,7.9290208788914,13.435625463934052,47.84252798022447,26.37625008964429,214.624502025961,54.606142138524575,52.745699287554,45.68509912751651,211.20743487342227,50.37307881979628,30.68385381,1.832552859,0.683516262,0.34442913,0.993990541,0.118631425,449151,871813,337383,1112316,1090544,1649085,928185,1123860,8582009,1703974,0,15,7,102.8269570189239,111.14439664349366,410.8769158105637,208.28275649099373,12.691615569420605
0_15_8.png,125.9,20.76777848,199.70961199709552,213.15252449530263,208.8743106914264,70.6942093522565,46.68066247720529,54.48708012073092,215.1215596762048,124.16258146424984,134.64813332571356,46.73460370036658,8.045479401521506,13.975980840449717,49.18652876012981,27.9603245571572,213.86536267839213,56.88411655183403,54.73403016251785,46.76165338474895,210.33449097730207,51.50178846979082,30.74713346,1.865158508,0.678158777,0.348538984,0.994238538,0.121479424,450934,869910,348247,1119693,1137687,1627235,938095,1106900,8555309,1694310,0,15,8,101.99391290048587,111.15861159481676,408.5839226885219,207.2454823946082,13.442912498207107
