Label,R_Mean,R_Std,G_Mean,G_Std,B_Mean,B_Std,H_Mean,H_Std,S_Mean,S_Std,V_Mean,V_Std,L_Mean,L_Std,A_Mean,A_Std,B_Lab_Mean,B_Lab_Std
1_5_9,211.36414245150243,50.61409144226075,215.3087137612952,43.179167422443015,203.83838725437465,65.2600345957613,51.07060227517212,55.897819322296755,23.90118425711776,50.38721719457752,216.04335803033564,43.272291385862694,217.40254864323364,43.331552654689325,124.60814552854275,7.6546349509378055,133.62534188091652,12.95050478360028
1_5_10,210.29320193721315,54.16706523825122,214.15724191408492,46.91614369516026,202.34827703671832,68.710607679907,46.077325709086345,55.54276678969582,25.395666650978917,52.351957471001754,214.83108404600546,46.98530264054377,216.1634981891853,46.95506428208209,124.56112031832689,7.581897056920781,133.84828997911288,12.893460594102454
1_10_1,204.12977215782774,58.21607875092861,207.76277716894364,51.74734756891387,198.89489184416237,67.91818170704475,55.93018138401822,56.59220299701105,22.36339134439544,43.60043906514219,208.59022300138054,51.90228131076196,210.1953240977302,51.64774563202707,124.97162069035069,6.485915768735903,132.46789507359796,9.94424614163795
1_10_2,202.02332471627582,52.74696795320257,204.9772461497777,46.801182247247375,197.27460539703458,61.933029829973854,66.20738926688898,58.93652772323707,19.85439352275172,40.45515068373313,206.06040770223754,47.02264010405866,208.10712123045755,46.69934980590608,125.43389338604418,6.132697863681863,131.90946649320497,9.444619424564952
1_10_3,201.66376465684166,61.68261331172001,206.42881195541094,54.026067933688694,193.94440557990893,73.73964587048592,49.24780674035428,55.321953661097076,28.543835890436746,50.066787110593985,207.11123915304074,54.165847999620546,208.45746131848824,54.00046985064364,123.97076212214931,7.561504880304204,134.23976979345954,11.840053202173118
1_10_4,210.80905272877223,55.28711395548092,214.33300400261763,48.691846677263015,205.2975457634108,66.05515640730754,50.63893923909926,56.36311572867591,20.863642124300775,43.22662316088223,215.06072465083548,48.774968860211814,216.4048319393646,48.41028515048718,125.04629231210556,6.654316607151706,132.50131261653758,10.559116986166215
1_10_5,196.72220365838353,53.92040275476012,200.669920642391,46.82975812331777,190.1881361383032,65.19581420688733,65.00193351531125,57.23891436763905,24.808383982358006,46.26925359511898,201.73228253415448,47.12826129553938,203.82188911897592,46.982859647523085,124.61437647913081,7.152037469619399,133.25340256113742,11.124698731579725
1_10_6,207.9078837672117,45.763274928706984,210.53953402897304,39.8779412149798,202.20416857160785,57.27682541542638,61.29547935043747,60.056261396945764,18.77339671184739,42.78862871262349,211.55438030021872,40.00447886173813,213.59196507010185,39.824770487520794,125.56737519273523,6.475244067731828,132.16529017857144,10.87011468718684
1_10_7,213.90291893018502,56.6650112131574,217.33670855296185,49.92953615074791,208.06058603834984,67.89224719949736,41.238186843355564,54.94914764969276,21.47332085036575,46.338554173424555,217.88273131588855,49.95399012491701,219.0726150696536,49.71407828618096,125.06187798067269,6.7633471436722745,132.64337175711776,10.748323863913193
1_10_8,214.962530142893,52.53137803553449,218.33487566336777,45.6572074504348,208.473337378532,65.40033293916112,45.17576797143933,56.45543613225073,21.502475639163798,47.96182974327288,218.95928770887122,45.69665632569089,220.203786911037,45.57908567412222,125.05262405649384,7.052983534179073,132.8885343270403,11.80603624134743
1_10_9,203.98711514585128,48.14949985732704,207.38467161054933,41.29293511026743,197.53886242514702,60.932156269872564,65.0906441614673,58.20109599747363,22.26761493518718,47.17171885234239,208.4492165649204,41.490639650998844,210.43038919069133,41.47324781142788,125.02310346295899,7.173313279886937,132.8924820935528,11.874581584107917
1_10_10,211.1342226607322,49.53964183439874,214.8383827161324,42.373463347518346,203.154829754285,64.92755710214273,50.11854701170755,56.25364865111167,24.083660591024813,51.77000897784483,215.56147878343734,42.44774189035896,217.05551222748136,42.44918063223775,124.69930850634682,7.592355882879772,133.73362691838784,13.306770486854
1_15_1,205.94539060258893,57.028315000331794,210.30169769479704,49.57422951949966,199.12057807121343,69.06796446007328,52.905912769381096,56.400903562918266,24.8838160678428,46.463933079230905,211.0560999018395,49.692902206254836,212.4283928683484,49.37219409893571,124.36601484061245,7.289508936710426,133.55637023540592,11.44375389694809
1_15_2,211.62876769354204,54.397676802556404,214.63816465639343,48.36361143869217,207.34813214913225,63.32297106569981,54.27816197827023,57.4996877449678,18.18775783939329,39.11870606858895,215.46779248691195,48.437085208599484,216.8815401113382,48.04331793069063,125.49954219780909,6.044768843675025,131.65961631122704,9.322808399184954
1_15_3,214.40915133749283,52.14836022717176,217.5942163183986,45.675125964748936,209.02277345991106,62.907961737937555,48.692658804862305,57.5185149380721,19.08355088882315,41.522908254235574,218.30841367702956,45.70882323536217,219.6226167504841,45.33050707847942,125.27401256812966,6.517973880895264,132.26511290698508,10.356458264383441
1_15_4,214.3406084158061,54.32208937059496,217.33300770044465,48.03864019916948,209.68791085099326,64.00516130669494,47.67949633354848,57.45935252113507,18.379605643556367,41.044325852591385,218.00719591535787,48.087053441187656,219.33743097389558,47.70936029451433,125.4729137532272,6.211080933456665,131.84159220587708,9.61498797677352
1_15_5,208.15764094323725,57.41066574570814,211.54937282612593,50.91927399155824,202.8883645071357,67.02766828914088,53.489897144381096,58.370437075166734,20.999643047636976,41.53629703572114,212.4093489471278,51.00246495048861,213.79066724487234,50.48251226851972,125.10119053221815,6.434339257134337,132.3692276359904,9.722126087912734
1_15_6,203.20881875717154,47.9448590007227,206.60804159719234,41.31582339845615,195.82124748995983,61.432544837480485,65.0109079734115,59.45203390414922,23.622976840397303,48.27624298452634,207.651506976567,41.54028172323506,209.65741694456398,41.62039817017826,124.88331075417743,7.234797241297646,133.37349739359223,12.27820804253018
1_15_7,205.48598641216654,46.567912173700265,208.80575723653544,39.99305617056343,198.5676723075337,59.823175176120344,61.50103970569779,58.61878208493722,21.911851367523667,46.495397377850644,209.7828879132602,40.14951465834592,211.78404421256454,40.11365195928887,125.01726240901105,7.176770028278657,133.07030493626291,12.08147265667194
1_15_8,215.61357438683305,51.93332825854716,219.339252882064,44.68991785170648,208.02222719001006,66.68436321537004,43.544156592889415,55.497662870236574,23.231778565153473,50.04725621403969,219.93137415734367,44.698329098213286,221.04676557793675,44.5470013199031,124.72437865300488,7.474880685228895,133.57424738014558,12.853292799897664
1_15_9,209.54861561200158,56.00310815841233,213.47235129132602,48.56357610366776,202.9500226351836,67.97954874186725,50.37681938692269,57.899896443511395,23.376445458171975,46.72956678011402,214.19037147473824,48.64457685583144,215.4931310621952,48.402134825627705,124.6658991434488,7.277152476723532,133.24048521093303,11.482135657954533
1_15_10,213.3453423627546,51.04951660201264,217.07531874148378,43.88982194673171,204.35566871279764,67.36618688678496,43.73954708342298,56.01772621669603,25.499587860370053,53.58190476644103,217.68777873771873,43.92358569579401,218.96087514118977,43.95451482726533,124.5420474868223,7.770739342028646,134.26514506687465,13.81851145305499
1_20_1,211.91434616815476,50.070081924681766,214.88255370813613,43.964086434880045,205.77567434918245,62.01798397792551,55.41014963873351,60.655816113127834,19.88896691677424,43.99332037298267,215.71440247597533,44.01255930121151,217.26618494065548,43.67740443590433,125.31722346977195,6.683570274531662,132.53407093776894,11.335558140216705
1_20_2,217.72116933134325,45.4949256284006,220.61983542428644,39.20293453859936,211.49221579397948,59.075792109792616,50.74081218848609,58.57213419072099,18.772432867631238,44.536897194309375,221.3552561249462,39.19857111284824,222.71242553921041,38.94356326026852,125.38946673972677,6.760616857789429,132.4988544580106,11.741522491591848
1_20_3,214.08862049761547,49.345412154053435,217.5855268170898,42.33546891207721,206.89041881812966,63.90567476193425,50.03665588694062,57.71028631284265,22.1785743420109,48.81690625569577,218.300613615175,42.377639671964175,219.63733539066982,42.25950177589403,124.9069731492936,7.337169601151961,133.2719984289838,12.616465619711889
1_20_4,211.20971458378156,55.20151775554337,215.3311090343517,47.562542550801446,203.1198233783348,70.16651983201605,43.09625051545468,54.512563225539935,25.916919071374785,53.6163965787169,215.90245345220168,47.59125322701726,217.15173159154475,47.47249991130198,124.41926170082114,7.781787302272914,134.0267486799878,13.270733620934998
1_20_5,209.76160781518934,54.92531371959094,213.3788048398953,48.05822472903096,203.1293329568273,67.25422310365863,51.46818126299842,57.96193974492105,22.950717154331613,47.5310852675849,214.12141008229347,48.14068482391321,215.5087651947074,47.88022180342012,124.85561677513627,7.055180402661762,133.10342906223107,11.667283809664452
1_20_6,212.3337545494478,53.0655867581604,215.78566470121558,46.01331951781649,205.88897537695425,65.92441268937236,50.660146669266354,58.36238369564536,22.06870876362593,47.73754333226191,216.52156337403184,46.06670818695361,217.86637560285786,45.87101896285517,124.99087090549699,7.098028405335516,132.93367835180007,11.721047014014953
1_20_7,209.7555843351083,49.40112104829327,213.00613166953528,42.619584400049,202.42381624713138,63.603729714131916,54.53177453116036,59.971491886636514,22.736203575462564,49.738459959341675,213.87432806000788,42.66635735598808,215.51585969996057,42.594792143646686,125.00941511582043,7.36986160667004,133.26262768708764,12.584050007385194
1_20_8,209.1238771492219,51.22573294596683,212.62433478332974,44.15986840564817,201.22387356345024,65.90872360062514,51.74895295467585,59.32149620324706,24.380260327022377,51.57958015785873,213.42939559577596,44.21330117069493,215.00750714913224,44.141492865376726,124.78428933367398,7.531541495231027,133.67230512451593,12.88145069340885
1_20_9,212.30798164757243,54.58838869703098,216.5549418096493,46.74492310040558,203.42662508292096,70.37536735068522,42.5034609980099,55.496169733809836,26.836912605780263,53.76633064305344,217.1285376438791,46.76785037954374,218.2318004719772,46.74963112111136,124.23352774939042,7.998794046751225,134.47896390248494,13.647238394496288
1_20_10,205.823221737396,55.46417182968054,210.09232398343374,47.92847072239632,198.14971565951305,68.72318924039676,55.911227331199804,59.07056422641572,25.73960002958262,48.90704347816829,210.88428507557015,48.041731607225145,212.31596581639056,47.84678113332002,124.32887588299627,7.66289926561625,133.93114371548694,12.507731161143766
2_5_1,189.0364139033814,52.14843246984484,192.85107651588498,45.3802875791979,183.04659301267571,62.502919627519645,77.04972227077955,54.59464108598876,25.16126683071572,45.32580755542524,194.1313832338282,45.96972697116908,196.65586116788583,46.21809570117285,124.73992527027754,6.87111027245189,132.95856876165377,10.487522153844925
2_5_2,190.94746345874572,48.10529184197967,194.1145033258032,41.72159293421282,185.50094042464502,57.99036337812955,91.77237627967226,53.56056424763675,22.677824187374497,40.76084353830766,195.75856920987522,42.46720980555375,198.20597411969305,42.50634758034973,125.16316392803357,6.523316799264657,132.40040989852267,10.000516648729347
2_5_3,187.61259524705966,50.82648740639846,191.4473108393395,43.95259214251536,180.93167950821143,61.40822502293847,80.91979990273595,55.752321016058154,26.006727692018075,44.91635154476646,192.821237236894,44.60773523123979,195.37505361849182,44.884103361620475,124.60830515140921,7.001366506257823,133.32208146200875,10.769227160634054
2_5_4,196.10437593005952,45.319518150383495,198.98754230090003,38.994755185512886,190.8030003384072,55.517156508288274,81.59860698373853,57.39701653993055,20.474925147016638,41.37256115645885,200.36854723581828,39.53054465688764,202.93194435106497,39.773337689105404,125.41326404950158,6.483668751828125,132.1438342096063,10.116028607992595
2_5_5,184.24434148424055,52.05355932298697,188.04267863866178,45.25192864337848,178.2160115349792,61.70974925873818,86.72988516566265,54.094257317221256,25.933750739565404,43.05579209022815,189.57752253433378,46.02893672246628,192.16055057282702,46.21393068317896,124.68577597219235,6.802971492713195,133.01518865641137,10.203480234997107
2_5_6,194.57030353557087,43.48224939178516,197.56624124847605,37.2985544686826,188.70452261053143,54.67056288196397,89.63091321760255,54.37159316736693,21.390192914515204,40.9033430330931,199.1568353211955,37.95434661148122,201.64461327452668,37.96295141469323,125.25619705384037,6.6153684072417605,132.46857300855206,10.731641684638257
2_5_7,193.84716936944207,45.43545038636779,197.10495676904046,38.58848759555491,186.60619862261547,59.083227754966536,78.69646751066767,57.76123617008937,24.720616842369477,51.03082878224147,198.43880169113956,39.11643892988745,201.04629292841008,39.597267687677764,124.98922621288726,7.369346703693565,133.24374501353628,12.500497406526057
2_5_8,193.1285109186747,44.33552471644009,197.4443052343302,36.3435016792018,183.14175160463282,61.61771021076901,72.45059630262121,57.22961440755062,29.857645425451807,56.406582903111506,198.6289373453636,36.83730079213674,201.09412123942198,37.572108049431186,124.05503739287508,8.426696299543734,135.04581882216365,14.619504789417654
2_5_9,194.1058650337959,43.38671831645873,197.66364184416236,36.41501564552675,186.76391391458694,57.16512003373428,72.76625010084983,56.570515541662715,24.362163889934738,49.34484341630066,198.85541132162578,36.86552897353489,201.5758954904439,37.46014611150859,124.82001079093159,7.445248954402557,133.4019066780515,12.492014405684136
2_5_10,192.2461549882566,46.496745423980805,196.01180004616683,39.56711419686808,184.46458697513268,60.4781189125614,74.71317149177065,55.490625129454486,26.50268736777467,51.33800463021786,197.26141810545755,40.0864546847772,199.82961483209624,40.58161790423408,124.61043128989171,7.546651086366969,133.75037135147736,12.734474195781818
2_10_1,190.73656685895367,48.14126476868791,193.72600536072864,41.98920243785487,185.66287168764345,57.66991014085259,87.63741831163942,54.48280894469628,21.876346065063828,41.22917112277417,195.2790686182229,42.66288223430045,197.8865359877008,42.77634260263832,125.32547836435026,6.345437337843577,132.12995508820998,9.703361872468337
