Feature Group,R2_Train,R2_Test,MSE_Test
"('Chroma', 'Day')",0.6789060258634121,0.4578264404286472,28.124282648059392
"('RGB', 'Lab', 'HSV')",0.7179504954822675,0.8093757447777057,9.888291929407636
"('RGB', 'Lab', 'GRAY')",0.7077200672834068,0.8088572580659376,9.915187499236895
"('RGB', 'Lab', 'GLCM')",0.7249824239255642,0.8081285343424975,9.952988737620004
"('RGB', 'Lab', 'LBP')",0.775549439577683,0.8067375204233317,10.025145094084404
"('RGB', 'Lab', 'Temp')",0.7358080641415228,0.8229617487674953,9.183542298000685
"('RGB', 'Lab', 'Yellow')",0.7057685481629168,0.8126635365371658,9.71774361863401
"('RGB', 'Lab', 'Cyan')",0.7057685481629177,0.8126635365371649,9.717743618634055
"('RGB', 'Lab', 'Magenta')",0.7057685481629148,0.8126635365371606,9.717743618634284
"('RGB', 'Lab', 'Brightness')",0.7057685481629147,0.8126635365371603,9.717743618634296
"('RGB', 'Lab', 'Chroma')",0.7057807705997294,0.8125621088616416,9.723004997696895
"('RGB', 'Lab', 'Day')",0.8151525536663671,0.8363676787351403,8.488133684072292
"('RGB', 'HSV', 'GRAY')",0.6819922878695273,0.7285038272456642,14.083377851266121
"('RGB', 'HSV', 'GLCM')",0.7134063062477114,0.7457097481458035,13.190851511548907
"('RGB', 'HSV', 'LBP')",0.7457605663372153,0.7452881360762296,13.212721882767134
"('RGB', 'HSV', 'Temp')",0.6962190751698274,0.7396971201848572,13.502745821490855
"('RGB', 'HSV', 'Yellow')",0.6779756314278782,0.7400737427903505,13.483209198168767
"('RGB', 'HSV', 'Cyan')",0.677975631427878,0.7400737427903497,13.483209198168813
"('RGB', 'HSV', 'Magenta')",0.6779756314278771,0.740073742790348,13.4832091981689
"('RGB', 'HSV', 'Brightness')",0.6779756314278771,0.7400737427903463,13.483209198168984
"('RGB', 'HSV', 'Chroma')",0.6836620892054048,0.7213431540295001,14.454824953262403
"('RGB', 'HSV', 'Day')",0.783463640304484,0.7742161948612525,11.71213062860696
"('RGB', 'GRAY', 'GLCM')",0.6736179435511283,0.7069049287936358,15.203782035918422
"('RGB', 'GRAY', 'LBP')",0.7239642575030705,0.6878279230508422,16.19336755169526
"('RGB', 'GRAY', 'Temp')",0.6725264594462947,0.7025667880118188,15.428815321590552
"('RGB', 'GRAY', 'Yellow')",0.6509080246181562,0.6979476971593495,15.66842238914032
"('RGB', 'GRAY', 'Cyan')",0.6509080246181542,0.6979476971593561,15.668422389139979
"('RGB', 'GRAY', 'Magenta')",0.6509080246181554,0.6979476971593469,15.668422389140456
"('RGB', 'GRAY', 'Brightness')",0.6509080246181558,0.6979476971593488,15.668422389140357
"('RGB', 'GRAY', 'Chroma')",0.6609559812768895,0.7175856345305094,14.649739549482765
"('RGB', 'GRAY', 'Day')",0.7617886608754434,0.7365084479169128,13.668152486114266
"('RGB', 'GLCM', 'LBP')",0.742850620545987,0.7117149356940904,14.954271540212119
"('RGB', 'GLCM', 'Temp')",0.6886567851541094,0.6910458563914706,16.026443021317935
"('RGB', 'GLCM', 'Yellow')",0.6727408138850155,0.6956363226675333,15.788320802417328
"('RGB', 'GLCM', 'Cyan')",0.672740813885015,0.6956363226675324,15.788320802417374
"('RGB', 'GLCM', 'Magenta')",0.6727408138850148,0.6956363226675322,15.788320802417392
"('RGB', 'GLCM', 'Brightness')",0.6727408138850148,0.6956363226675324,15.788320802417374
"('RGB', 'GLCM', 'Chroma')",0.6829126476845795,0.717447310926511,14.656914838773568
"('RGB', 'GLCM', 'Day')",0.7566910090758164,0.7050229726368713,15.301405141932571
"('RGB', 'LBP', 'Temp')",0.737554317012681,0.6726374870614105,16.981344220369024
"('RGB', 'LBP', 'Yellow')",0.7238876395306058,0.6890142826995859,16.131827269078197
"('RGB', 'LBP', 'Cyan')",0.7238876395306054,0.6890142826995851,16.131827269078236
"('RGB', 'LBP', 'Magenta')",0.7238876395306053,0.689014282699584,16.13182726907829
"('RGB', 'LBP', 'Brightness')",0.7238876395306053,0.6890142826995842,16.131827269078283
"('RGB', 'LBP', 'Chroma')",0.7286045030322756,0.7044378265762752,15.331758546129583
"('RGB', 'LBP', 'Day')",0.7831375451735918,0.7002446664771543,15.549271218472875
"('RGB', 'Temp', 'Yellow')",0.6708594782865072,0.6889317280607363,16.136109643155507
"('RGB', 'Temp', 'Cyan')",0.6708594782865066,0.6889317280607355,16.13610964315555
"('RGB', 'Temp', 'Magenta')",0.6708594782865063,0.6889317280607342,16.136109643155617
"('RGB', 'Temp', 'Brightness')",0.6708594782865067,0.688931728060735,16.13610964315558
"('RGB', 'Temp', 'Chroma')",0.6850567825351332,0.7194475485966481,14.553156091034735
"('RGB', 'Temp', 'Day')",0.7569020600402895,0.7023891017855052,15.438032476435694
"('RGB', 'Yellow', 'Cyan')",0.6504798437864552,0.6933878764276713,15.904954925296432
"('RGB', 'Yellow', 'Magenta')",0.650479843786455,0.6933878764276705,15.904954925296472
"('RGB', 'Yellow', 'Brightness')",0.6504798437864552,0.6933878764276704,15.904954925296481
"('RGB', 'Yellow', 'Chroma')",0.6608498577257896,0.7181625945238462,14.619810782867782
"('RGB', 'Yellow', 'Day')",0.7502215710881672,0.702558575243854,15.42924134422387
"('RGB', 'Cyan', 'Magenta')",0.6504798437864544,0.6933878764276701,15.904954925296495
"('RGB', 'Cyan', 'Brightness')",0.6504798437864545,0.69338787642767,15.904954925296499
"('RGB', 'Cyan', 'Chroma')",0.6608498577257892,0.7181625945238457,14.619810782867814
"('RGB', 'Cyan', 'Day')",0.750221571088167,0.7025585752438527,15.42924134422394
"('RGB', 'Magenta', 'Brightness')",0.6504798437864544,0.6933878764276695,15.90495492529653
"('RGB', 'Magenta', 'Chroma')",0.6608498577257886,0.7181625945238447,14.619810782867862
"('RGB', 'Magenta', 'Day')",0.7502215710881668,0.7025585752438526,15.429241344223943
"('RGB', 'Brightness', 'Chroma')",0.6608498577257887,0.718162594523845,14.619810782867848
"('RGB', 'Brightness', 'Day')",0.750221571088167,0.702558575243853,15.429241344223927
"('RGB', 'Chroma', 'Day')",0.7675323865924786,0.7393982724802266,13.518248011085646
"('Lab', 'HSV', 'GRAY')",0.7034795338743681,0.8102241835954787,9.844280684854324
"('Lab', 'HSV', 'GLCM')",0.7233998537882754,0.7985376823246053,10.450497013752404
"('Lab', 'HSV', 'LBP')",0.7739203658272048,0.8140094454530397,9.647927003455457
"('Lab', 'HSV', 'Temp')",0.7206340753161322,0.8047339238043067,10.129078081282644
"('Lab', 'HSV', 'Yellow')",0.6996097974050979,0.8012444685897819,10.310087322711956
"('Lab', 'HSV', 'Cyan')",0.7059814303297895,0.8010423216388272,10.320573333851248
"('Lab', 'HSV', 'Magenta')",0.7020628525985106,0.8093590254985474,9.889159212078315
"('Lab', 'HSV', 'Brightness')",0.7027862609304786,0.8087677280502867,9.91983170849645
"('Lab', 'HSV', 'Chroma')",0.7062998944457687,0.796159283176805,10.573872211051818
"('Lab', 'HSV', 'Day')",0.8007588245973171,0.820494526358627,9.311525042931102
"('Lab', 'GRAY', 'GLCM')",0.712800108547158,0.7945194531903748,10.658935455503624
"('Lab', 'GRAY', 'LBP')",0.7648029194747139,0.788850940454451,10.952979404281363
"('Lab', 'GRAY', 'Temp')",0.7164370520505072,0.7995114051493045,10.39998688565918
"('Lab', 'GRAY', 'Yellow')",0.6951973367339215,0.8027847546322937,10.230187742118778
"('Lab', 'GRAY', 'Cyan')",0.6956224513045831,0.8004041484428648,10.35367742575099
"('Lab', 'GRAY', 'Magenta')",0.6934812141336765,0.7929149105321097,10.74216823298837
"('Lab', 'GRAY', 'Brightness')",0.693213231078869,0.7931641897447425,10.729237320164236
"('Lab', 'GRAY', 'Chroma')",0.6926217543203119,0.7921623401257446,10.781206475351038
"('Lab', 'GRAY', 'Day')",0.7905120777592108,0.8024968586795284,10.245121829194522
"('Lab', 'GLCM', 'LBP')",0.778884283155256,0.8102120593217778,9.844909609844208
"('Lab', 'GLCM', 'Temp')",0.7142158964145502,0.7862752006070615,11.086591297036012
"('Lab', 'GLCM', 'Yellow')",0.6960572984473985,0.7869840248342685,11.049822309390203
"('Lab', 'GLCM', 'Cyan')",0.7078618488348192,0.795207562354712,10.623241024654135
"('Lab', 'GLCM', 'Magenta')",0.7025990529210477,0.7897209459639247,10.907849426210959
"('Lab', 'GLCM', 'Brightness')",0.7076822160487599,0.789748891496837,10.906399801727249
"('Lab', 'GLCM', 'Chroma')",0.6969662558936804,0.7852043367372203,11.14214044291619
"('Lab', 'GLCM', 'Day')",0.7895531940970308,0.7991159049615931,10.420502749758768
"('Lab', 'LBP', 'Temp')",0.7696328909736323,0.770828675269543,11.88785214211713
"('Lab', 'LBP', 'Yellow')",0.7571290452216014,0.783567362024904,11.227055575135681
"('Lab', 'LBP', 'Cyan')",0.7670853233823316,0.7962595440793453,10.568671356248377
"('Lab', 'LBP', 'Magenta')",0.7573825385454465,0.7804170221778255,11.39047381406037
"('Lab', 'LBP', 'Brightness')",0.7609461563722314,0.7827757448490813,11.268119298751229
"('Lab', 'LBP', 'Chroma')",0.7562731008849117,0.7768057217662212,11.577803556925941
"('Lab', 'LBP', 'Day')",0.8183267098334944,0.7915266825419228,10.81418007437516
"('Lab', 'Temp', 'Yellow')",0.7060663183686084,0.7913756034051428,10.822017034090397
"('Lab', 'Temp', 'Cyan')",0.7215581702754225,0.8101888193231019,9.846115143164598
"('Lab', 'Temp', 'Magenta')",0.7083964276875637,0.7948751076393442,10.640486517757997
"('Lab', 'Temp', 'Brightness')",0.7118173560613892,0.7976440306222559,10.496853595740035
"('Lab', 'Temp', 'Chroma')",0.7077274775721327,0.7898931762160556,10.898915290257701
"('Lab', 'Temp', 'Day')",0.7911490011871486,0.7904034273780439,10.872446924827623
"('Lab', 'Yellow', 'Cyan')",0.694884518756297,0.7941836634660524,10.676353946225712
"('Lab', 'Yellow', 'Magenta')",0.6918550486161748,0.8040831840303052,10.162834041917876
"('Lab', 'Yellow', 'Brightness')",0.6949415732269724,0.803817542036605,10.176613744712535
"('Lab', 'Yellow', 'Chroma')",0.6828654645481829,0.7800336831869279,11.410358837849705
"('Lab', 'Yellow', 'Day')",0.7886156190743449,0.8032120378231629,10.20802319163743
"('Lab', 'Cyan', 'Magenta')",0.695815401823746,0.8001393272333841,10.367414551833873
"('Lab', 'Cyan', 'Brightness')",0.6957548000922064,0.7987750091978568,10.43818610713316
"('Lab', 'Cyan', 'Chroma')",0.6935039682052613,0.7985230174874813,10.451257725921009
"('Lab', 'Cyan', 'Day')",0.8003470026876712,0.8101421760603396,9.848534678906239
"('Lab', 'Magenta', 'Brightness')",0.6941095130828205,0.7903353910992285,10.875976184973103
"('Lab', 'Magenta', 'Chroma')",0.6880385783318151,0.7884038952037001,10.976169076235363
"('Lab', 'Magenta', 'Day')",0.7859331311082898,0.7985094813413123,10.451959889267233
"('Lab', 'Brightness', 'Chroma')",0.6905767769905833,0.7898868105405521,10.899245498276784
"('Lab', 'Brightness', 'Day')",0.7872114162563271,0.8001081221432739,10.369033260011031
"('Lab', 'Chroma', 'Day')",0.7914665226928512,0.7962517377718638,10.56907629447189
"('HSV', 'GRAY', 'GLCM')",0.6685328422384433,0.635275292625165,18.919441160226214
"('HSV', 'GRAY', 'LBP')",0.7167075794720994,0.6317481874752318,19.10240342464312
"('HSV', 'GRAY', 'Temp')",0.6579864354595528,0.6005159797393611,20.7225182800798
"('HSV', 'GRAY', 'Yellow')",0.6371405408115538,0.5996967964427542,20.76501194685425
"('HSV', 'GRAY', 'Cyan')",0.6439406019834077,0.623759177103258,19.516819033470124
"('HSV', 'GRAY', 'Magenta')",0.6409719933727064,0.635332630676803,18.91646685146053
"('HSV', 'GRAY', 'Brightness')",0.6471162819698518,0.6528368643274638,18.008466071935114
"('HSV', 'GRAY', 'Chroma')",0.6352732128347256,0.6077792546520503,20.345748898783285
"('HSV', 'GRAY', 'Day')",0.7444365012356755,0.63654848276676,18.85339670126136
"('HSV', 'GLCM', 'LBP')",0.737718330543941,0.6440816049974958,18.462629473499288
"('HSV', 'GLCM', 'Temp')",0.67598137494252,0.6202316751612738,19.699801880764227
"('HSV', 'GLCM', 'Yellow')",0.6597379290347558,0.6224882538120117,19.582745903631913
"('HSV', 'GLCM', 'Cyan')",0.6559931599751806,0.620039677887183,19.709761395589066
"('HSV', 'GLCM', 'Magenta')",0.6594218376721181,0.6371397002931911,18.822728350645036
"('HSV', 'GLCM', 'Brightness')",0.6572802129674532,0.617664959867085,19.83294564097993
"('HSV', 'GLCM', 'Chroma')",0.6587776697247277,0.6132535960039409,20.061777242890926
"('HSV', 'GLCM', 'Day')",0.7429397131180862,0.6342265522736763,18.973842688203735
"('HSV', 'LBP', 'Temp')",0.7306780587565995,0.6227585843140222,19.568722992863364
"('HSV', 'LBP', 'Yellow')",0.7149318095736346,0.6277116322325018,19.311792500460093
"('HSV', 'LBP', 'Cyan')",0.7160658767876353,0.6319735305271003,19.090714157301242
"('HSV', 'LBP', 'Magenta')",0.7191605024369349,0.6498758110258038,18.162065410231317
"('HSV', 'LBP', 'Brightness')",0.7146313398183101,0.6267211741254093,19.363170741363163
"('HSV', 'LBP', 'Chroma')",0.7146435951657346,0.626605393478985,19.369176655092676
"('HSV', 'LBP', 'Day')",0.7750913488149243,0.6409080711413806,18.62725086011418
"('HSV', 'Temp', 'Yellow')",0.6571830337894916,0.595766889639334,20.968868825834672
"('HSV', 'Temp', 'Cyan')",0.6599658286096051,0.6060297726295603,20.43650014627515
"('HSV', 'Temp', 'Magenta')",0.6591120963326393,0.612487271768883,20.10152894049098
"('HSV', 'Temp', 'Brightness')",0.6571462626585055,0.5962084457374974,20.945963893842894
"('HSV', 'Temp', 'Chroma')",0.6571615038034015,0.5965390566139538,20.92881404658119
"('HSV', 'Temp', 'Day')",0.7403084063520725,0.6203695523956886,19.69264974609635
"('HSV', 'Yellow', 'Cyan')",0.6345821486929939,0.6034690520351297,20.56933294217433
"('HSV', 'Yellow', 'Magenta')",0.6384406486078569,0.6193324585397368,19.74644713297079
"('HSV', 'Yellow', 'Brightness')",0.6324970034372545,0.5915309419761869,21.18860102645124
"('HSV', 'Yellow', 'Chroma')",0.6323083273803923,0.5943860006605381,21.04049996914595
"('HSV', 'Yellow', 'Day')",0.7377337226531162,0.626263701705863,19.386901304028708
"('HSV', 'Cyan', 'Magenta')",0.6408096433246564,0.6283514260275052,19.278604342886762
"('HSV', 'Cyan', 'Brightness')",0.6344456501544862,0.598261356896695,20.839472803170235
"('HSV', 'Cyan', 'Chroma')",0.6342142451418109,0.5988681005563767,20.807999062190873
"('HSV', 'Cyan', 'Day')",0.7388290850431654,0.630500879277746,19.167105304098598
"('HSV', 'Magenta', 'Brightness')",0.639790993443031,0.6300626358716646,19.189838396119953
"('HSV', 'Magenta', 'Chroma')",0.6390463014966918,0.6213206370735158,19.64331393133881
"('HSV', 'Magenta', 'Day')",0.7367454202808714,0.6306595225019132,19.158875970893554
"('HSV', 'Brightness', 'Chroma')",0.6323894001081712,0.5902242188100935,21.25638495102152
"('HSV', 'Brightness', 'Day')",0.7393317166513447,0.6230317350669952,19.554553786625757
"('HSV', 'Chroma', 'Day')",0.7372184496263828,0.6217099671546646,19.62311813046966
"('GRAY', 'GLCM', 'LBP')",0.7065154816875988,0.6391930050497188,18.716216842815612
"('GRAY', 'GLCM', 'Temp')",0.6754991290618346,0.634165089429052,18.977030963220198
"('GRAY', 'GLCM', 'Yellow')",0.6489796738644056,0.6315097344817817,19.114772746731358
"('GRAY', 'GLCM', 'Cyan')",0.6524446257475024,0.6405347714566574,18.64661511287097
"('GRAY', 'GLCM', 'Magenta')",0.657090860021232,0.653553868055925,17.971272787307036
"('GRAY', 'GLCM', 'Brightness')",0.6558872582712736,0.6501264002070579,18.149066545130424
"('GRAY', 'GLCM', 'Chroma')",0.6517037330900666,0.6392011966394052,18.715791918767565
"('GRAY', 'GLCM', 'Day')",0.7449642788622539,0.6347440189815601,18.947000029249672
"('GRAY', 'LBP', 'Temp')",0.7045468337654834,0.6230945792327633,19.5512938580482
"('GRAY', 'LBP', 'Yellow')",0.7032271876606079,0.6378366564291748,18.786574998981774
"('GRAY', 'LBP', 'Cyan')",0.7146857009484746,0.6446310301431956,18.434129027804687
"('GRAY', 'LBP', 'Magenta')",0.7157348659799637,0.6437811998243002,18.478212453987254
"('GRAY', 'LBP', 'Brightness')",0.7176791296456921,0.645661734753957,18.380663071584625
"('GRAY', 'LBP', 'Chroma')",0.7121832595765523,0.6411430638193811,18.615061035694232
"('GRAY', 'LBP', 'Day')",0.7685181402801454,0.644595273035691,18.435983863733846
"('GRAY', 'Temp', 'Yellow')",0.6487820862724836,0.6022108756010602,20.634598591943153
"('GRAY', 'Temp', 'Cyan')",0.6492615365022218,0.6069644281193676,20.38801656622989
"('GRAY', 'Temp', 'Magenta')",0.6502549044831735,0.6139276118069787,20.02681387992486
"('GRAY', 'Temp', 'Brightness')",0.6499524093597486,0.6120716053957034,20.123090889354444
"('GRAY', 'Temp', 'Chroma')",0.648981867076617,0.6047412216584291,20.503341420768827
"('GRAY', 'Temp', 'Day')",0.7376251883430363,0.5990607791049383,20.798004207472687
"('GRAY', 'Yellow', 'Cyan')",0.6258249357458134,0.6180106635029101,19.81501288384936
"('GRAY', 'Yellow', 'Magenta')",0.6259520030028725,0.618345406771087,19.797648676166155
"('GRAY', 'Yellow', 'Brightness')",0.6260062400336969,0.6184871712294956,19.790294898713626
"('GRAY', 'Yellow', 'Chroma')",0.6225426663912241,0.6061703650322698,20.429207167113457
"('GRAY', 'Yellow', 'Day')",0.7341560551562876,0.608508727665323,20.3079087923317
"('GRAY', 'Cyan', 'Magenta')",0.6259879074219494,0.6184383438285459,19.79282773271306
"('GRAY', 'Cyan', 'Brightness')",0.626100807264276,0.6187304438652181,19.777675566312013
"('GRAY', 'Cyan', 'Chroma')",0.6214538860779766,0.6039930710526988,20.54215039388717
"('GRAY', 'Cyan', 'Day')",0.734464232668387,0.613933515811377,20.02650762026775
"('GRAY', 'Magenta', 'Brightness')",0.6258558215889383,0.6180931902141455,19.81073195846703
"('GRAY', 'Magenta', 'Chroma')",0.6270742306189716,0.6227059278259754,19.571454453900035
"('GRAY', 'Magenta', 'Day')",0.7356365423662741,0.6227318016657543,19.57011229478828
"('GRAY', 'Brightness', 'Chroma')",0.6278212700512922,0.6255683204786316,19.422972960120294
"('GRAY', 'Brightness', 'Day')",0.7352208127284598,0.6201968962904982,19.70160597241459
"('GRAY', 'Chroma', 'Day')",0.7342494268407741,0.6112352364601068,20.166476030380814
"('GLCM', 'LBP', 'Temp')",0.7052516333959072,0.5661830000670043,22.503480127829892
"('GLCM', 'LBP', 'Yellow')",0.6902975336297217,0.5511257230606734,23.284549412674725
"('GLCM', 'LBP', 'Cyan')",0.6869976694836806,0.5652627249365243,22.55121775248289
"('GLCM', 'LBP', 'Magenta')",0.704738486625684,0.5687059424216477,22.372607010478223
"('GLCM', 'LBP', 'Brightness')",0.6981866546064647,0.5649746191441748,22.566162724611353
"('GLCM', 'LBP', 'Chroma')",0.690806614585473,0.5584848298112511,22.902808926373403
"('GLCM', 'LBP', 'Day')",0.7711834931687349,0.5954560800557738,20.98499151648134
"('GLCM', 'Temp', 'Yellow')",0.643819602732058,0.5554303119937056,23.06125656908416
"('GLCM', 'Temp', 'Cyan')",0.6449491976205495,0.5482117701019124,23.435705505015594
"('GLCM', 'Temp', 'Magenta')",0.6502472063845652,0.5733204973781245,22.133235234411607
"('GLCM', 'Temp', 'Brightness')",0.6503915461372776,0.5671870331534499,22.451397709178707
"('GLCM', 'Temp', 'Chroma')",0.6436656250777709,0.5513321848802046,23.273839575453746
"('GLCM', 'Temp', 'Day')",0.7347897052280343,0.5694544796940507,22.33377797971857
"('GLCM', 'Yellow', 'Cyan')",0.6092892163431665,0.5373455208015088,23.999372731596036
"('GLCM', 'Yellow', 'Magenta')",0.6258446798804462,0.5735703246827115,22.120275890298693
"('GLCM', 'Yellow', 'Brightness')",0.6188721100751109,0.5539328361237236,23.138935448628416
"('GLCM', 'Yellow', 'Chroma')",0.6079339862416763,0.5392752860512404,23.89926961448578
"('GLCM', 'Yellow', 'Day')",0.7313589894500823,0.5756402579123281,22.012901810200855
"('GLCM', 'Cyan', 'Magenta')",0.6212252496252315,0.5631221886409133,22.662254240215326
"('GLCM', 'Cyan', 'Brightness')",0.617971823986635,0.5550887904958424,23.07897238529602
"('GLCM', 'Cyan', 'Chroma')",0.6151371925946709,0.5484523769370677,23.423224456245322
"('GLCM', 'Cyan', 'Day')",0.7316810975056838,0.5730986632791615,22.144742481104245
"('GLCM', 'Magenta', 'Brightness')",0.6214572057089132,0.5689129879827934,22.361866892706175
