Feature_Groups,RMSE,R2_Score,MSE
GLCM + Yellow + Brightness,4.656459599389809,0.09940436218448212,21.682616000749498
GLCM + Yellow + Chroma,4.9323407654479725,-0.010472055179501671,24.32798542649989
GLCM + Cyan + Magenta,4.705478558706872,0.08034325974486678,22.141528466450104
GLCM + Cyan + Brightness,4.745559667271579,0.06460932281229714,22.520336555634742
GLCM + Cyan + Chroma,4.804825460435925,0.04109983612103285,23.086347705253296
GLCM + Magenta + Brightness,4.781993048794077,0.05019152262003779,22.867457518714875
GLCM + Magenta + Chroma,4.6742196458170655,0.0925213978763807,21.84832929734221
GLCM + Brightness + Chroma,4.738649351695448,0.06733150481338113,22.454797678323693
LBP + Yellow + Cyan,4.3866545699496475,0.20074560253844675,19.242738316060127
LBP + Yellow + Magenta,4.33360071589837,0.21996166040915255,18.780095164834865
LBP + Yellow + Brightness,4.360355287702714,0.21030040411409623,19.012698234997018
LBP + Yellow + Chroma,4.3607975984099845,0.2101401830863543,19.016555694298287
LBP + Cyan + Magenta,4.307755442664729,0.22923809728382338,18.556756953807596
LBP + Cyan + Brightness,4.350752626571797,0.21377483084516746,18.929048417621388
LBP + Cyan + Chroma,4.405337570253142,0.193922968564047,19.40699910788386
LBP + Magenta + Brightness,4.247534343824696,0.25063749551935655,18.04154800197029
LBP + Magenta + Chroma,4.312614625055812,0.22749826545541696,18.598644904245287
LBP + Brightness + Chroma,4.353124894143386,0.21291721143080966,18.94969634401087
Yellow + Cyan + Magenta,4.92895090308888,-0.009083593080363439,24.294557005060682
Yellow + Cyan + Brightness,4.92895090308889,-0.00908359308036788,24.29455700506079
Yellow + Cyan + Chroma,4.799631204656709,0.04317195321545941,23.03645970071441
Yellow + Magenta + Brightness,4.928950903088878,-0.00908359308036255,24.29455700506066
Yellow + Magenta + Chroma,4.847007868852208,0.02418922328542661,23.49348528071522
Yellow + Brightness + Chroma,4.802414200383893,0.04206202611520915,23.063182152048867
Cyan + Magenta + Brightness,4.928950903088868,-0.009083593080358554,24.294557005060565
Cyan + Magenta + Chroma,5.5088536671055035,-0.260493565539188,30.347468725581756
Cyan + Brightness + Chroma,5.341952981144767,-0.18527270336191992,28.536461652761464
Magenta + Brightness + Chroma,5.297569058441565,-0.16565871279379873,28.064237928957446
RGB + LAB + HSV + GLCM,3.760317530105711,0.41269026552983656,14.139987927220316
RGB + LAB + HSV + LBP,3.200662365664152,0.5745016432866533,10.244239578978847
RGB + LAB + HSV + Yellow,3.9158161941297354,0.36311245373130285,15.333616466208685
RGB + LAB + HSV + Cyan,3.9158161941309992,0.3631124537308916,15.333616466218585
RGB + LAB + HSV + Magenta,3.9158161941313447,0.36311245373077927,15.33361646622129
RGB + LAB + HSV + Brightness,3.9158161941326135,0.3631124537303666,15.333616466231225
RGB + LAB + HSV + Chroma,3.9037787952482086,0.3670220784521755,15.239488882229555
RGB + LAB + GLCM + LBP,3.3983150363795143,0.520326821835382,11.548545086483099
RGB + LAB + GLCM + Yellow,3.9725669256763982,0.344518248513611,15.78128797897803
RGB + LAB + GLCM + Cyan,3.972566925676138,0.34451824851369683,15.781287978975964
RGB + LAB + GLCM + Magenta,3.9725669256764906,0.3445182485135805,15.781287978978764
RGB + LAB + GLCM + Brightness,3.972566925675861,0.3445182485137883,15.781287978973761
RGB + LAB + GLCM + Chroma,3.9824491026899533,0.3412530330209882,15.859900855516015
RGB + LAB + LBP + Yellow,3.6411019627528303,0.4493396048550633,13.257623503162513
RGB + LAB + LBP + Cyan,3.641101963108462,0.4493396047474957,13.257623505752296
RGB + LAB + LBP + Magenta,3.6411019625118666,0.44933960492794744,13.257623501407766
RGB + LAB + LBP + Brightness,3.6411019626923107,0.44933960487336866,13.257623502721797
RGB + LAB + LBP + Chroma,3.6476202446677597,0.44736626131331203,13.305133449310086
RGB + LAB + Yellow + Cyan,4.021265131246429,0.32834913763971696,16.170573255778365
RGB + LAB + Yellow + Magenta,4.021265131246265,0.3283491376397718,16.170573255777043
RGB + LAB + Yellow + Brightness,4.021265131246366,0.32834913763973816,16.170573255777853
RGB + LAB + Yellow + Chroma,4.024488432801811,0.32727196373301404,16.19650714575558
RGB + LAB + Cyan + Magenta,4.021265131244552,0.32834913764034435,16.17057325576326
RGB + LAB + Cyan + Brightness,4.021265131246824,0.3283491376395853,16.170573255781534
RGB + LAB + Cyan + Chroma,4.02448843280305,0.3272719637325997,16.19650714576555
RGB + LAB + Magenta + Brightness,4.021265131246075,0.3283491376398354,16.170573255775512
RGB + LAB + Magenta + Chroma,4.024488432801415,0.3272719637331465,16.19650714575239
RGB + LAB + Brightness + Chroma,4.024488432801058,0.3272719637332657,16.196507145749518
RGB + HSV + GLCM + LBP,3.731781457389294,0.421570324918604,13.926192845714562
RGB + HSV + GLCM + Yellow,4.200061044388785,0.26729464494142696,17.640512776592214
RGB + HSV + GLCM + Cyan,4.200061044388749,0.2672946449414395,17.640512776591912
RGB + HSV + GLCM + Magenta,4.200061044388666,0.2672946449414688,17.64051277659121
RGB + HSV + GLCM + Brightness,4.2000610443887405,0.2672946449414424,17.64051277659184
RGB + HSV + GLCM + Chroma,4.166396453332599,0.27899322396040704,17.358859406342457
RGB + HSV + LBP + Yellow,3.850009251365738,0.3843389102342961,14.82257123560177
RGB + HSV + LBP + Cyan,3.8500092513513025,0.38433891023891287,14.822571235490617
RGB + HSV + LBP + Magenta,3.8500092514076605,0.3843389102208882,14.822571235924576
RGB + HSV + LBP + Brightness,3.850009251342309,0.384338910241789,14.82257123542137
RGB + HSV + LBP + Chroma,3.859449422409076,0.3813160232649415,14.895349844133749
RGB + HSV + Yellow + Cyan,4.402889928473744,0.1948184457818415,19.38543972225553
RGB + HSV + Yellow + Magenta,4.402889928473739,0.19481844578184315,19.385439722255487
RGB + HSV + Yellow + Brightness,4.4028899284738365,0.19481844578180751,19.385439722256347
RGB + HSV + Yellow + Chroma,4.41117442973117,0.19178552724103726,19.45845984951411
RGB + HSV + Cyan + Magenta,4.402889928473825,0.19481844578181173,19.385439722256244
RGB + HSV + Cyan + Brightness,4.402889928473715,0.19481844578185192,19.385439722255278
RGB + HSV + Cyan + Chroma,4.411174429731122,0.1917855272410547,19.458459849513687
RGB + HSV + Magenta + Brightness,4.402889928473762,0.19481844578183483,19.385439722255686
RGB + HSV + Magenta + Chroma,4.411174429731142,0.19178552724104725,19.45845984951387
RGB + HSV + Brightness + Chroma,4.411174429731119,0.19178552724105558,19.458459849513666
RGB + GLCM + LBP + Yellow,4.163887311961832,0.2798613905875572,17.33795754671673
RGB + GLCM + LBP + Cyan,4.16388731189465,0.2798613906107952,17.337957546157252
RGB + GLCM + LBP + Magenta,4.163887311937624,0.27986139059593074,17.33795754651513
RGB + GLCM + LBP + Brightness,4.163887311983873,0.2798613905799332,17.337957546900284
RGB + GLCM + LBP + Chroma,4.02117693527185,0.3283785991404369,16.169863944762305
RGB + GLCM + Yellow + Cyan,4.554590343367317,0.13837795397274866,20.744293195894816
RGB + GLCM + Yellow + Magenta,4.5545903433673285,0.13837795397274433,20.744293195894922
RGB + GLCM + Yellow + Brightness,4.5545903433672805,0.1383779539727623,20.744293195894485
RGB + GLCM + Yellow + Chroma,4.395103040934889,0.19766399219453068,19.316930740435108
RGB + GLCM + Cyan + Magenta,4.554590343367349,0.13837795397273667,20.744293195895104
RGB + GLCM + Cyan + Brightness,4.554590343367292,0.1383779539727582,20.744293195894585
RGB + GLCM + Cyan + Chroma,4.395103040934952,0.1976639921945078,19.316930740435662
RGB + GLCM + Magenta + Brightness,4.554590343367324,0.1383779539727461,20.744293195894876
RGB + GLCM + Magenta + Chroma,4.395103040934885,0.19766399219453223,19.316930740435073
RGB + GLCM + Brightness + Chroma,4.3951030409349015,0.19766399219452613,19.31693074043522
RGB + LBP + Yellow + Cyan,4.421482214106846,0.18800393381855485,19.549504969663182
RGB + LBP + Yellow + Magenta,4.42148221409776,0.18800393382189218,19.549504969582834
RGB + LBP + Yellow + Brightness,4.421482214137789,0.18800393380718972,19.549504969936805
RGB + LBP + Yellow + Chroma,4.252870143037973,0.24875359818738751,18.08690445354383
RGB + LBP + Cyan + Magenta,4.4214822140996395,0.18800393382120195,19.54950496959945
RGB + LBP + Cyan + Brightness,4.4214822140789485,0.18800393382880165,19.549504969416482
RGB + LBP + Cyan + Chroma,4.252870143034384,0.2487535981886555,18.086904453513302
RGB + LBP + Magenta + Brightness,4.421482214099221,0.1880039338213555,19.549504969595752
RGB + LBP + Magenta + Chroma,4.252870143085051,0.24875359817075537,18.086904453944264
RGB + LBP + Brightness + Chroma,4.2528701430388125,0.24875359818709086,18.08690445355097
RGB + Yellow + Cyan + Magenta,4.660426760129382,0.09786914877113939,21.71957758653005
RGB + Yellow + Cyan + Brightness,4.660426760129411,0.09786914877112796,21.719577586530324
RGB + Yellow + Cyan + Chroma,4.508166364438908,0.15585310116057471,20.323563969458316
RGB + Yellow + Magenta + Brightness,4.660426760129449,0.0978691487711133,21.719577586530676
RGB + Yellow + Magenta + Chroma,4.5081663644389405,0.15585310116056228,20.323563969458615
RGB + Yellow + Brightness + Chroma,4.508166364438931,0.15585310116056583,20.32356396945853
RGB + Cyan + Magenta + Brightness,4.660426760129432,0.0978691487711204,21.71957758653051
RGB + Cyan + Magenta + Chroma,4.508166364438886,0.1558531011605826,20.323563969458124
RGB + Cyan + Brightness + Chroma,4.508166364438918,0.1558531011605705,20.323563969458416
RGB + Magenta + Brightness + Chroma,4.508166364438851,0.1558531011605958,20.323563969457805
LAB + HSV + GLCM + LBP,3.3848721393598686,0.5241142537412911,11.457359399814655
LAB + HSV + GLCM + Yellow,3.935184162621776,0.3567966703298182,15.485674393749248
LAB + HSV + GLCM + Cyan,3.9216376815527734,0.36121737559110256,15.37924210537461
LAB + HSV + GLCM + Magenta,3.8753274694130004,0.376214932690765,15.018162995186971
LAB + HSV + GLCM + Brightness,3.876137831706222,0.3759540284173417,15.024444490384212
LAB + HSV + GLCM + Chroma,3.9158521748911563,0.36310074950260596,15.333898255599799
LAB + HSV + LBP + Yellow,3.45550636398159,0.5040458201278284,11.940524231517267
LAB + HSV + LBP + Cyan,3.4512872305206694,0.5052561894328258,11.911383547555033
LAB + HSV + LBP + Magenta,3.4474334586410222,0.5063604529543899,11.884797451757601
LAB + HSV + LBP + Brightness,3.4408562562468155,0.5082422412873344,11.83949177615285
LAB + HSV + LBP + Chroma,3.465251615276159,0.5012444863035834,12.00796875717403
LAB + HSV + Yellow + Cyan,3.985486095125427,0.34024793674450937,15.884099414438122
LAB + HSV + Yellow + Magenta,4.032111871466506,0.3247209024627762,16.257926144021127
LAB + HSV + Yellow + Brightness,4.0187777550273545,0.3291797875141014,16.1505746443027
LAB + HSV + Yellow + Chroma,4.000304541297956,0.33533276443248317,16.002436423129044
LAB + HSV + Cyan + Magenta,3.9556368844361316,0.35009332695860507,15.647063161511586
LAB + HSV + Cyan + Brightness,3.957671056542625,0.3494247307313454,15.663160191795217
LAB + HSV + Cyan + Chroma,3.961246011795521,0.3482488735780942,15.691469965965922
LAB + HSV + Magenta + Brightness,3.9547374085756255,0.350388859090344,15.639947970787455
LAB + HSV + Magenta + Chroma,3.9667703431421955,0.3464297491015308,15.735266955232452
LAB + HSV + Brightness + Chroma,3.9611695974197985,0.34827401853245465,15.690864579522929
LAB + GLCM + LBP + Yellow,3.4803585039412823,0.496886322089121,12.112895315956402
LAB + GLCM + LBP + Cyan,3.3902534817879784,0.5225999041635396,11.49381867077551
LAB + GLCM + LBP + Magenta,3.5359697575573317,0.48067976567680726,12.503082126360056
LAB + GLCM + LBP + Brightness,3.5073764741756674,0.48904467479123404,12.301689731600938
LAB + GLCM + LBP + Chroma,3.5499551427440275,0.47656363515262057,12.602181515494769
LAB + GLCM + Yellow + Cyan,3.93032042601318,0.3583856370355567,15.447418651136424
LAB + GLCM + Yellow + Magenta,4.038997405114043,0.32241261978329927,16.313500038517972
LAB + GLCM + Yellow + Brightness,3.9976236319374903,0.3362233543849341,15.980994702625091
LAB + GLCM + Yellow + Chroma,4.023260145586354,0.3276825387240848,16.186622199063528
LAB + GLCM + Cyan + Magenta,3.986322170774057,0.339971102010336,15.890764449204791
LAB + GLCM + Cyan + Brightness,3.9715815173345237,0.3448433970067636,15.773459748833199
LAB + GLCM + Cyan + Chroma,3.9007151298375384,0.368015204198173,15.215578524143483
LAB + GLCM + Magenta + Brightness,3.9913597996604935,0.3383018532962372,15.930953050345854
LAB + GLCM + Magenta + Chroma,4.065837256277166,0.3133773229804683,16.531032594531435
LAB + GLCM + Brightness + Chroma,4.028077712407851,0.3260714703994012,16.22541005719686
LAB + LBP + Yellow + Cyan,3.5692717683214252,0.4708517132907769,12.739700956136355
LAB + LBP + Yellow + Magenta,3.746695777980469,0.41693761816318975,14.037729252736671
LAB + LBP + Yellow + Brightness,3.677344251050071,0.43832287610184606,13.522860740731009
LAB + LBP + Yellow + Chroma,3.739721104118966,0.41910640102337227,13.985513936592781
LAB + LBP + Cyan + Magenta,3.6450252259649227,0.44815229969670456,13.286208897920638
LAB + LBP + Cyan + Brightness,3.623325381414311,0.4547033457382341,13.128486819601164
LAB + LBP + Cyan + Chroma,3.557857894170238,0.4742305398568418,12.658352795109481
LAB + LBP + Magenta + Brightness,3.687661337497829,0.43516679386593626,13.598846140076278
LAB + LBP + Magenta + Chroma,3.87516040399556,0.3762687142961524,15.01686815669503
LAB + LBP + Brightness + Chroma,3.833721275143126,0.3895371632317798,14.697418815485037
LAB + Yellow + Cyan + Magenta,4.116223418980664,0.2962538386372586,16.94329523496487
LAB + Yellow + Cyan + Brightness,4.116223418979961,0.2962538386374993,16.943295234959077
LAB + Yellow + Cyan + Chroma,3.9729896910269655,0.3443787267771131,15.784647085006544
LAB + Yellow + Magenta + Brightness,4.116223418980602,0.29625383863728005,16.943295234964356
LAB + Yellow + Magenta + Chroma,4.116226958998997,0.29625262817070697,16.94332437799013
LAB + Yellow + Brightness + Chroma,4.034776081041089,0.3238282291117375,16.27941802414129
LAB + Cyan + Magenta + Brightness,4.116223418980226,0.2962538386374084,16.943295234961266
LAB + Cyan + Magenta + Chroma,4.0194787907280265,0.328945731309347,16.15620974911244
LAB + Cyan + Brightness + Chroma,4.006876783484301,0.33314695959576235,16.055061558025496
LAB + Magenta + Brightness + Chroma,4.103081961138086,0.30074022656422905,16.83528157981676
HSV + GLCM + LBP + Yellow,3.9819658425298843,0.3414128978886847,15.85605197107473
HSV + GLCM + LBP + Cyan,4.012985053789981,0.33111224596521904,16.104049041941778
HSV + GLCM + LBP + Magenta,4.004109537699569,0.3340677311315231,16.032893189896658
HSV + GLCM + LBP + Brightness,4.016368838524127,0.329983746163503,16.13121864706765
HSV + GLCM + LBP + Chroma,4.0532355887839,0.3176269676133423,16.428718738184365
HSV + GLCM + Yellow + Cyan,4.408837235942095,0.19264174068682083,19.437845773029533
HSV + GLCM + Yellow + Magenta,4.313658950298249,0.22712408839107434,18.60765353948819
HSV + GLCM + Yellow + Brightness,4.452774256888548,0.17646982480513895,19.827198582809363
HSV + GLCM + Yellow + Chroma,4.442008346843643,0.18044727037594455,19.731438153428595
HSV + GLCM + Cyan + Magenta,4.351271190121738,0.21358740027993772,18.93356096998344
HSV + GLCM + Cyan + Brightness,4.445309983220849,0.17922851052879996,19.760780846922945
HSV + GLCM + Cyan + Chroma,4.562953344154699,0.13521088040884233,20.82054322093255
HSV + GLCM + Magenta + Brightness,4.169282762133135,0.2779939100167036,17.382918750620508
HSV + GLCM + Magenta + Chroma,4.3461872564381085,0.21542398260276974,18.88934366802501
HSV + GLCM + Brightness + Chroma,4.515843811645235,0.15297547365744424,20.392845331174566
HSV + LBP + Yellow + Cyan,4.197571610000351,0.2681629567715029,17.619607421080932
HSV + LBP + Yellow + Magenta,3.9323977424255863,0.3577072250344324,15.463752004633847
HSV + LBP + Yellow + Brightness,4.211019252709385,0.2634663138377338,17.73268314668911
HSV + LBP + Yellow + Chroma,4.106577674190146,0.29954821878780435,16.863980194156948
HSV + LBP + Cyan + Magenta,3.883566117030883,0.3735598754792123,15.08208578535033
HSV + LBP + Cyan + Brightness,4.159107450119887,0.2815137827474621,17.29817478164275
HSV + LBP + Cyan + Chroma,4.340157834127403,0.21759934162399663,18.83697002513747
HSV + LBP + Magenta + Brightness,3.8160912714335655,0.39513888272147735,14.562552591911448
HSV + LBP + Magenta + Chroma,3.9706055810951635,0.3451653405497991,15.765708680624062
HSV + LBP + Brightness + Chroma,4.2537585084379295,0.24843971556642863,18.09446144810808
HSV + Yellow + Cyan + Magenta,4.186404557753331,0.2720516773983551,17.525983121177866
HSV + Yellow + Cyan + Brightness,4.186404557753299,0.27205167739836644,17.525983121177596
HSV + Yellow + Cyan + Chroma,4.612638571829635,0.11627526017806578,21.27643459433053
HSV + Yellow + Magenta + Brightness,4.1864045577533435,0.272051677398351,17.525983121177966
HSV + Yellow + Magenta + Chroma,4.320349155629529,0.22472486846526563,18.665416826548785
