Feature Set,Model,MSE,R2 Score
"L,b,B",Polynomial Regression,69.66680769796542,0.7324947075373565
"L,a,R,G,B,Orange_HSV",Huber Regressor,71.45594228325125,0.7256248223465945
"L,R,G,B,Orange_LAB,Orange_HSV",Linear Regression,72.21730970165443,0.7227013381126899
"L,a,b,R,G,B,Orange_LAB,Orange_HSV",Linear Regression,72.58980801367402,0.7212710261292465
"L,V,R,G,Orange_LAB,Orange_HSV",Huber Regressor,73.4075471,0.7181310870399857
"L,b,V,R,G,B",Polynomial Regression,73.94921158623893,0.7160512139651769
"L,R,G,B,Orange_HSV",Huber Regressor,74.34097424,0.7145469311135881
"L,R,Orange_HSV",Linear Regression,74.38258167,0.7143871676961895
"L,b,R,G,B,Orange_LAB,Orange_HSV",Huber Regressor,74.49898252,0.7139402139291867
"L,R,G,Orange_LAB,Orange_HSV",Linear Regression,74.52326087949524,0.7138469903304978
"L,B,Orange_LAB",Ridge Regression,74.88069366,0.7124745266927521
"L,H,R,G,B,Orange_LAB,Orange_HSV",Linear Regression,74.96891440003381,0.7121357783590017
"L,a,b,G,B,Orange_LAB,Orange_HSV",Linear Regression,75.06748152269589,0.7117573021829547
"L,a,R,G,Orange_LAB,Orange_HSV",Linear Regression,75.11147774571127,0.7115883663167384
"L,G,B,Orange_LAB,Orange_HSV",Linear Regression,75.17893275118581,0.7113293538606809
"L,R,B,Orange_LAB",Ridge Regression,75.27971307163467,0.7109423794895711
"B,Orange_LAB",Ridge Regression,75.33216505036515,0.7107409753722564
"L,G,B,Orange_LAB",Ridge Regression,75.33370073292019,0.7107350786873846
"L,B,Orange_RGB,Orange_LAB",Ridge Regression,75.34843076972672,0.7106785185702482
"L,b,R,G,Orange_LAB,Orange_HSV",Linear Regression,75.50089161221607,0.7100931023066521
"B,Orange_LAB",Linear Regression,75.55947978193609,0.7098681365590647
"L,a,R,G,B,Orange_LAB,Orange_HSV",Linear Regression,75.56309418,0.7098542580580072
"L,R,G,Orange_LAB",Huber Regressor,75.57614831,0.7098041330477798
"L,R,B,Orange_RGB,Orange_LAB",Ridge Regression,75.60447982487449,0.7096953462440662
"L,R,G,B,Orange_LAB",Ridge Regression,75.63739699,0.7095689515435544
"L,G,Orange_LAB,Orange_HSV",Linear Regression,75.69363908465957,0.7093529942022163
"L,b,V,R,B",Polynomial Regression,75.72863563983954,0.7092186150905855
"R,B,Orange_LAB",Ridge Regression,75.76562125143047,0.7090765984377135
"B,Orange_RGB,Orange_LAB",Ridge Regression,75.8454914,0.7087699145476787
"L,V,B,Orange_LAB",Ridge Regression,75.86089990533297,0.7087107492619033
"L,G,B,Orange_RGB,Orange_LAB",Ridge Regression,75.92253920182634,0.7084740678553554
"L,V,G,B,Orange_LAB",Ridge Regression,76.01217944475216,0.7081298689435256
"V,B,Orange_LAB",Ridge Regression,76.02649074737364,0.7080749166740048
"L,a,H,G,B,Orange_LAB,Orange_HSV",Linear Regression,76.03148136,0.7080557538197172
"L,b,G,Orange_LAB,Orange_HSV",Huber Regressor,76.04002184043215,0.7080229602384285
"R,G,B,Orange_LAB",Ridge Regression,76.07192466306606,0.7079004603825996
"L,R,G,B,Orange_RGB,Orange_LAB",Ridge Regression,76.07559348449534,0.7078863729113651
"R,B,Orange_RGB,Orange_LAB",Ridge Regression,76.08912693021625,0.7078344074420804
"L,V,R,G,B,Orange_LAB",Ridge Regression,76.21267646215169,0.7073600042827266
"V,G,B,Orange_LAB",Ridge Regression,76.23729406728457,0.7072654780674685
"V,R,B,Orange_LAB",Ridge Regression,76.34084447856917,0.7068678671538838
"G,B,Orange_RGB,Orange_LAB",Ridge Regression,76.37590283245706,0.7067332507487416
"L,V,B,Orange_RGB,Orange_LAB",Ridge Regression,76.41694545221226,0.7065756560725416
"L,b,R,G,B,Orange_LAB,Orange_HSV",Linear Regression,76.48999417229983,0.7062951649767565
"V,R,G,B,Orange_LAB",Ridge Regression,76.50477304774957,0.7062384173299203
"R,G,B,Orange_RGB,Orange_LAB",Ridge Regression,76.52544086334444,0.7061590574419341
"L,a,H,R,G,B,Orange_LAB,Orange_HSV",Linear Regression,76.53785810602973,0.7061113779479846
"L,V,R,B,Orange_RGB,Orange_LAB",Ridge Regression,76.54484053267834,0.7060845669580104
"L,V,G,B,Orange_RGB,Orange_LAB",Ridge Regression,76.66592089623109,0.7056196448647793
"V,B,Orange_RGB,Orange_LAB",Ridge Regression,76.68595798047959,0.7055427068471047
"L,V,R,G,B,Orange_RGB,Orange_LAB",Ridge Regression,76.75598574210834,0.7052738155705558
"V,R,B,Orange_RGB,Orange_LAB",Ridge Regression,76.83137700172333,0.7049843296357348
"L,a,G,Orange_LAB,Orange_HSV",Huber Regressor,76.87093176220101,0.7048324480134887
"L,Orange_LAB",Linear Regression,76.87594379790106,0.7048132028934656
"L,a,H,V,G,B,Orange_LAB,Orange_HSV",Linear Regression,76.95939076444557,0.7044927848073178
"L,a,b,G,Orange_LAB,Orange_HSV",Linear Regression,76.96114005279895,0.7044860679229357
"V,G,B,Orange_RGB,Orange_LAB",Ridge Regression,76.98823376767693,0.7043820339882425
"V,R,G,B,Orange_RGB,Orange_LAB",Ridge Regression,77.08285921624956,0.7040186929779214
"L,H,R,G,B,Orange_LAB",Linear Regression,77.08343978390974,0.7040164637251844
"L,R,G,B,Orange_LAB",Huber Regressor,77.09913184,0.7039562096508617
"L,G,Orange_LAB",Huber Regressor,77.13477480213592,0.7038193484917191
"L,H,R,G,B,Orange_RGB,Orange_LAB,Orange_HSV",Linear Regression,77.33690245733185,0.7030432225387059
"L,a,G,B,Orange_HSV",Huber Regressor,77.38588430666948,0.7028551429586966
"B,Orange_LAB",Huber Regressor,77.39030557614036,0.7028381662516829
"L,R,G,Orange_HSV",Huber Regressor,77.49768452307282,0.7024258545992239
"L,a,b,H,R,B,Orange_LAB,Orange_HSV",Linear Regression,77.53781276755524,0.7022717709239272
"L,G,Orange_LAB",Linear Regression,77.61902676996115,0.7019599269313068
"L,S,R,G,Orange_LAB,Orange_HSV",Linear Regression,77.65917782254911,0.7018057556778774
"L,a,H,G,B,Orange_LAB",Linear Regression,77.68758628341773,0.7016966734063598
"L,b,R,G,Orange_LAB,Orange_HSV",Huber Regressor,77.80017030477883,0.7012643754074133
"L,a,H,G,B,Orange_RGB,Orange_LAB,Orange_HSV",Linear Regression,77.80637465560241,0.7012405520582969
"L,b,G,Orange_LAB,Orange_HSV",Linear Regression,77.80793769835623,0.7012345503162507
"L,b,G,B,Orange_LAB,Orange_HSV",Linear Regression,77.87704571622706,0.7009691906544129
"L,a,H,V,G,B,Orange_LAB",Linear Regression,77.88726558367533,0.7009299486003988
"L,R,G,B,Orange_HSV",Linear Regression,77.89056062,0.7009172963835405
"L,a,b,H,G,B,Orange_LAB,Orange_HSV",Linear Regression,77.93420477,0.7007497123986572
"L,a,S,G,Orange_LAB,Orange_HSV",Linear Regression,78.04288692508274,0.7003323967127466
"L,b,V,B",Polynomial Regression,78.05833025,0.7002730977311078
"L,a,b,R,G,B,Orange_RGB,Orange_LAB,Orange_HSV",Linear Regression,78.17915385185495,0.6998091615408808
"L,b,B,Orange_LAB",Ridge Regression,78.22204129865551,0.6996444831326336
"L,b,R,B,Orange_LAB",Ridge Regression,78.28466528542234,0.6994040207309709
"L,a,b,R,G,B,Orange_HSV",Linear Regression,78.34787308550752,0.6991613166139541
"L,a,b,R,G,B,Orange_HSV",Huber Regressor,78.38357741429427,0.6990242198065952
"L,b,G,B,Orange_LAB",Huber Regressor,78.41533869334975,0.6989022634471254
"R,G,Orange_HSV",Linear Regression,78.42412474668676,0.6988685269254564
"L,a,b,H,V,G,B,Orange_LAB,Orange_HSV",Linear Regression,78.43150208399577,0.6988401995649867
"L,a,H,R,G,B,Orange_RGB,Orange_LAB,Orange_HSV",Linear Regression,78.50723921832217,0.6985493855469811
"L,b,B,Orange_RGB,Orange_LAB",Ridge Regression,78.53326223239766,0.6984494628690079
"a,b,H,R,B,Orange_LAB,Orange_HSV",Linear Regression,78.54794529364833,0.6983930831277236
"L,b,R,B,Orange_RGB,Orange_LAB",Ridge Regression,78.57727649507574,0.6982804577344355
"L,a,G,Orange_LAB,Orange_HSV",Linear Regression,78.59224553252915,0.6982229799071289
"L,b,G,B,Orange_LAB",Ridge Regression,78.62656590734765,0.6980911971800797
"L,b,V,G,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,78.63369573368546,0.6980638202075626
"L,b,B,Orange_LAB",Lasso Regression,78.64202818392256,0.6980318254225099
"L,b,B,Orange_RGB,Orange_LAB",Lasso Regression,78.64205451865683,0.6980317243028946
"L,b,R,B,Orange_LAB",Lasso Regression,78.64212753143704,0.6980314439498001
"L,b,V,G,Orange_LAB,Orange_HSV",Elastic Net,78.64353904375633,0.6980260240514544
"L,a,b,H,R,B,Orange_RGB,Orange_LAB,Orange_HSV",Linear Regression,78.65752256428412,0.6979723303934263
"L,b,V,R,G,Orange_LAB,Orange_HSV",Elastic Net,78.65903049,0.6979665402994186
"L,b,V,R,G,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,78.66229740630291,0.6979539960452208
"L,R,Orange_RGB,Orange_HSV",Linear Regression,78.66372407836795,0.6979485179367698
"L,G,B,Orange_RGB,Orange_LAB,Orange_HSV",Huber Regressor,78.66842472732789,0.6979304684736705
"L,b,G,Orange_LAB,Orange_HSV",Elastic Net,78.68160860509603,0.6978798452688088
"L,b,R,G,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,78.69244630733478,0.6978382308644346
"L,b,V,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,78.70979795882452,0.6977716043207497
"L,R,G,B",Huber Regressor,78.73067905537512,0.6976914254805777
"a,b,S,V,G,B,Orange_LAB,Orange_HSV",Linear Regression,78.73126364344552,0.6976891807903456
"L,b,V,R,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,78.73705094869497,0.6976669588049484
"L,b,V,R,Orange_LAB,Orange_HSV",Elastic Net,78.75345417966567,0.6976039739884607
"L,R,G,B,Orange_RGB,Orange_LAB,Orange_HSV",Linear Regression,78.75894578452798,0.6975828874278256
"a,b,H,S,V,G,B,Orange_LAB,Orange_HSV",Linear Regression,78.75931083320751,0.6975814857208003
"L,b,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,78.76827000782691,0.6975470844513008
"L,a,R,G",Linear Regression,78.77027401374174,0.6975393895072368
"L,b,R,Orange_LAB",Ridge Regression,78.80050701,0.6974233014012875
"L,b,R,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,78.81577380330305,0.6973646802745941
"L,b,Orange_LAB,Orange_HSV",Elastic Net,78.82034860566819,0.6973471140348727
"L,a,H,R,G,B,Orange_LAB",Linear Regression,78.82947277962406,0.6973120792040373
"a,b,H,S,R,B,Orange_LAB",Linear Regression,78.83550014365115,0.6972889354454795
"L,b,R,Orange_RGB,Orange_LAB",Lasso Regression,78.84730985408584,0.6972435887423921
"L,b,Orange_LAB",Lasso Regression,78.84733215913042,0.6972435030959032
"L,b,Orange_RGB,Orange_LAB",Lasso Regression,78.84733854,0.6972434786007369
"L,b,R,Orange_LAB,Orange_HSV",Elastic Net,78.85122063,0.6972285722311777
"L,b,V,B,Orange_LAB",Ridge Regression,78.86315966333241,0.6971827289441885
"L,b,V,R,B,Orange_LAB",Ridge Regression,78.91391413769931,0.6969878428720699
"L,a,H,R,G,Orange_LAB",Linear Regression,78.91536666730987,0.6969822654763039
"L,b,R,G,Orange_LAB",Ridge Regression,78.92162761856582,0.6969582247939163
"L,b,Orange_LAB",Ridge Regression,78.92488594399325,0.6969457135374773
"L,b,G,Orange_LAB",Ridge Regression,78.94522913725729,0.6968676001281862
"b,R,B,Orange_LAB",Ridge Regression,78.97672728378562,0.6967466541400246
"b,B,Orange_LAB",Ridge Regression,78.99595025677058,0.6966728421314043
"b,V,R,G,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.00725328757598,0.6966294409671883
"b,V,G,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.00761931202088,0.6966280355134375
"L,b,V,G,B,Orange_LAB",Ridge Regression,79.01105393341678,0.6966148473190682
"L,G,B,Orange_LAB",Linear Regression,79.01601770115363,0.6965957875374585
"L,a,G,B",Huber Regressor,79.02929648,0.6965447999349388
"b,V,G,Orange_LAB,Orange_HSV",Elastic Net,79.03049864375294,0.6965401838875547
"L,R,Orange_LAB",Ridge Regression,79.03132815434037,0.6965369987484673
"b,V,R,G,Orange_LAB,Orange_HSV",Elastic Net,79.03378720587956,0.6965275565288089
"L,b,R,Orange_RGB,Orange_LAB",Ridge Regression,79.03721494871917,0.6965143947465904
"L,a,R,G,Orange_HSV",Huber Regressor,79.07292079239112,0.6963772921224037
"L,b,R,G,B,Orange_HSV",Huber Regressor,79.07928406205738,0.6963528585597167
"L,b,V,R,G,B,Orange_LAB",Ridge Regression,79.08050114847643,0.6963481852142709
"L,R,G,Orange_LAB",Linear Regression,79.09668345443265,0.6962860487014813
"L,b,Orange_RGB,Orange_LAB",Ridge Regression,79.09862074752544,0.6962786099200515
"L,b,R,G,B,Orange_RGB,Orange_LAB",Ridge Regression,79.11161882194355,0.6962287001593841
"L,b,G,B,Orange_RGB,Orange_LAB",Ridge Regression,79.11749812272437,0.6962061249312832
"L,b,V,G,Orange_LAB",Ridge Regression,79.12349390714391,0.6961831024315062
"b,G,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.13494621182075,0.6961391280882976
"L,b,H,R,G,B,Orange_LAB,Orange_HSV",Linear Regression,79.1381375,0.6961268742230546
"b,R,G,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.14403929,0.6961042126453735
"L,R,Orange_RGB,Orange_LAB",Ridge Regression,79.14810344965589,0.6960886071749475
"L,Orange_RGB,Orange_LAB",Ridge Regression,79.16108035270805,0.6960387787076912
"L,b,V,R,G,Orange_LAB",Ridge Regression,79.17064865201873,0.6960020385327061
"a,b,R,G,B,Orange_LAB,Orange_HSV",Linear Regression,79.17696775485416,0.6959777745609821
"b,R,G,Orange_LAB,Orange_HSV",Elastic Net,79.19211631032964,0.6959196074237648
"L,H,S,R,G,Orange_LAB,Orange_HSV",Linear Regression,79.19639538282816,0.6959031767220001
"L,a,b,H,S,G,B,Orange_LAB",Linear Regression,79.19996977,0.6958894518431511
"L,R,G,B,Orange_LAB",Linear Regression,79.20054119591276,0.6958872577072162
"L,b,V,R,Orange_LAB",Ridge Regression,79.20657494975814,0.6958640894131549
"R,B,Orange_LAB",Linear Regression,79.21582296355515,0.6958285790644363
"b,B,Orange_RGB,Orange_LAB",Ridge Regression,79.21825744843049,0.6958192311753899
"b,V,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.22163169971073,0.6958062747890505
"L,R,G,Orange_LAB",Ridge Regression,79.22416486,0.6957965480206914
"b,V,R,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.22490707990052,0.6957936980460571
"b,R,B,Orange_RGB,Orange_LAB",Ridge Regression,79.22790494094009,0.6957821869158554
"b,G,B,Orange_LAB",Ridge Regression,79.22886974,0.6957784823083392
"b,V,B,Orange_LAB",Ridge Regression,79.23393393050536,0.6957590369155868
"b,R,G,B,Orange_LAB",Ridge Regression,79.24271369620456,0.6957253245370708
"L,b,V,Orange_LAB",Ridge Regression,79.24449515439593,0.6957184841275523
"V,B,Orange_LAB",Lasso Regression,79.24683778279486,0.6957094889472694
"V,G,B,Orange_LAB",Lasso Regression,79.24690738558313,0.6957092216877976
"V,R,B,Orange_LAB",Lasso Regression,79.24710691518398,0.6957084555378046
"V,R,G,B,Orange_LAB",Lasso Regression,79.24717630903169,0.6957081890806187
"L,V,B,Orange_LAB",Lasso Regression,79.24760898578018,0.6957065276966115
"L,V,G,B,Orange_LAB",Lasso Regression,79.24770784466557,0.6957061481001303
"L,V,R,B,Orange_LAB",Lasso Regression,79.24772081,0.6957060983129073
"L,V,B,Orange_RGB,Orange_LAB",Lasso Regression,79.24779127433068,0.6957058277484779
"V,R,B,Orange_RGB,Orange_LAB",Lasso Regression,79.24779399951404,0.6957058172843703
"V,B,Orange_RGB,Orange_LAB",Lasso Regression,79.24787081,0.6957055223559976
"L,V,G,B,Orange_RGB,Orange_LAB",Lasso Regression,79.24791731509862,0.6957053437795175
"L,V,R,B,Orange_RGB,Orange_LAB",Lasso Regression,79.24794118500958,0.6957052521242844
"L,V,R,G,B,Orange_LAB",Lasso Regression,79.24807639,0.6957047329552013
"b,G,Orange_LAB,Orange_HSV",Elastic Net,79.24810218138738,0.6957046339334334
"V,G,B,Orange_RGB,Orange_LAB",Lasso Regression,79.24822670808568,0.6957041557781691
"L,V,R,G,B,Orange_RGB,Orange_LAB",Lasso Regression,79.24825329074164,0.6957040537065888
"V,R,G,B,Orange_RGB,Orange_LAB",Lasso Regression,79.24839984995423,0.6957034909512922
"b,V,R,Orange_LAB,Orange_HSV",Elastic Net,79.26928890927776,0.6956232815358151
"L,b,G,B,Orange_RGB,Orange_LAB",Lasso Regression,79.27017581653591,0.6956198760060756
"L,b,G,B,Orange_LAB",Lasso Regression,79.27039148907863,0.6956190478707192
"L,b,R,G,B,Orange_RGB,Orange_LAB",Lasso Regression,79.27232099618776,0.6956116389857625
"L,b,R,G,B,Orange_LAB",Lasso Regression,79.27260098397957,0.6956105638939274
"a,b,H,S,V,G,B,Orange_LAB",Linear Regression,79.28854687469885,0.6955493351638995
"L,G,Orange_LAB",Ridge Regression,79.28970010870503,0.6955449069977426
"R,Orange_LAB",Linear Regression,79.29145615818065,0.6955381641521312
"L,a,b,V,G,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.30458351394677,0.6954877579793854
"L,a,b,V,R,G,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.30845268194147,0.6954729012211929
"b,V,R,B,Orange_LAB",Ridge Regression,79.30857815722739,0.6954724194235598
"L,a,b,V,R,G,Orange_LAB,Orange_HSV",Elastic Net,79.31548952,0.6954458812936242
"L,a,b,V,G,Orange_LAB,Orange_HSV",Elastic Net,79.32182957541801,0.6954215368782594
"L,a,b,G,Orange_HSV",Huber Regressor,79.33241841,0.6953808780700423
"L,b,V,G,Orange_RGB,Orange_LAB",Elastic Net,79.33384210562035,0.6953754113916586
"a,b,H,S,R,B,Orange_LAB,Orange_HSV",Linear Regression,79.33463065688457,0.6953723835274068
"L,b,V,R,G,Orange_RGB,Orange_LAB",Elastic Net,79.34370521715658,0.6953375392022576
"L,b,V,R,G,Orange_LAB",Elastic Net,79.35981565199508,0.6952756786588286
"b,V,Orange_LAB,Orange_HSV",Elastic Net,79.36194473740062,0.6952675034368985
"L,b,V,G,Orange_LAB",Elastic Net,79.36239283224347,0.6952657828507836
"L,b,R,G,Orange_RGB,Orange_LAB",Ridge Regression,79.36340571331263,0.6952618936091837
"L,a,b,V,R,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.37393359441005,0.6952214688501768
"L,a,b,R,G,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.38195703635392,0.6951906605893323
"b,V,G,B,Orange_LAB",Ridge Regression,79.38506578084835,0.6951787236909348
"L,a,G,B,Orange_HSV",Linear Regression,79.39584166399847,0.6951373466583297
"L,a,S,V,R,G,Orange_HSV",Huber Regressor,79.39802939,0.6951289462863763
"L,a,b,G,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.40069871324395,0.6951186966523677
"L,a,b,V,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.40089266896585,0.6951179519048498
"L,b,G,Orange_RGB,Orange_LAB",Ridge Regression,79.41233348160192,0.6950740216885625
"b,V,B,Orange_LAB",Lasso Regression,79.41467703,0.6950650229704546
"b,V,R,B,Orange_LAB",Lasso Regression,79.41467746315539,0.6950650213124621
"b,V,G,B,Orange_LAB",Lasso Regression,79.41467797,0.6950650193593066
"b,V,B,Orange_RGB,Orange_LAB",Lasso Regression,79.41468094749018,0.6950650079333792
"b,V,G,B,Orange_RGB,Orange_LAB",Lasso Regression,79.41468236876993,0.6950650024759761
"b,V,R,B,Orange_RGB,Orange_LAB",Lasso Regression,79.41468344582438,0.6950649983403228
"b,V,R,G,B,Orange_RGB,Orange_LAB",Lasso Regression,79.41468439287999,0.6950649947038365
"L,a,b,V,R,Orange_LAB,Orange_HSV",Elastic Net,79.41586627521946,0.6950604565343506
"L,b,G,Orange_LAB",Lasso Regression,79.41702159028011,0.6950560203774001
"L,b,V,R,B,Orange_LAB",Lasso Regression,79.41738150306902,0.6950546383910705
"L,b,V,R,B,Orange_RGB,Orange_LAB",Lasso Regression,79.41738308640565,0.6950546323114045
"L,b,V,R,G,B,Orange_LAB",Lasso Regression,79.41738797428408,0.6950546135430212
"L,b,V,R,G,B,Orange_RGB,Orange_LAB",Lasso Regression,79.41739924368515,0.6950545702709878
"L,b,V,G,B,Orange_LAB",Lasso Regression,79.41740464974268,0.6950545495129102
"L,b,V,G,B,Orange_RGB,Orange_LAB",Lasso Regression,79.41741849632476,0.6950544963450659
"L,b,V,B,Orange_LAB",Lasso Regression,79.41746627104816,0.6950543129005853
"L,b,V,B,Orange_RGB,Orange_LAB",Lasso Regression,79.41747249046372,0.6950542890193908
"L,b,V,R,B,Orange_RGB,Orange_LAB",Ridge Regression,79.42322774881016,0.6950321900870866
"L,b,R,G,Orange_RGB,Orange_LAB",Lasso Regression,79.42745397645176,0.6950159622980056
"L,b,R,G,Orange_LAB",Lasso Regression,79.42764004529649,0.6950152478343696
"L,b,V,Orange_RGB,Orange_LAB",Elastic Net,79.43210165155183,0.6949981162429328
"L,b,G,Orange_RGB,Orange_LAB",Elastic Net,79.44110168133481,0.6949635580985478
"L,V,R,Orange_LAB",Ridge Regression,79.44320430080727,0.6949554845000079
"L,b,R,G,Orange_RGB,Orange_LAB",Elastic Net,79.44679873243763,0.6949416826693184
"L,a,b,G,B",Huber Regressor,79.45690154898871,0.6949028900651286
"L,a,b,V,Orange_LAB,Orange_HSV",Elastic Net,79.46607683566798,0.6948676589726233
"L,a,b,G,Orange_LAB,Orange_HSV",Elastic Net,79.46752101019183,0.6948621136585614
"b,R,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.47149375,0.6948468592060142
"b,V,R,G,B,Orange_LAB",Ridge Regression,79.47461028481023,0.6948348923957706
"b,R,B,Orange_LAB",Lasso Regression,79.47493471574248,0.6948336466520042
"L,S,V,G,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.47596152,0.6948297039408802
"b,B,Orange_LAB",Lasso Regression,79.47660303863827,0.6948272406572571
"b,B,Orange_RGB,Orange_LAB",Lasso Regression,79.47677845403581,0.6948265671005265
"L,b,V,R,Orange_LAB",Elastic Net,79.48262708717982,0.6948041096294382
"L,S,V,G,Orange_LAB,Orange_HSV",Elastic Net,79.48271341980795,0.6948037781310432
"L,S,V,R,G,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.49000683628097,0.6947757730082145
"L,H,S,Orange_LAB",Elastic Net,79.49021110084671,0.6947749886769927
"L,S,V,R,G,Orange_LAB,Orange_HSV",Elastic Net,79.49253372,0.6947660703360464
"L,b,R,G,Orange_LAB",Elastic Net,79.49918039790082,0.6947405485395596
"L,b,V,Orange_LAB",Elastic Net,79.51140212903239,0.6946936197671817
"L,V,R,G,Orange_LAB",Ridge Regression,79.51254899,0.6946892160610314
"L,R,G,Orange_RGB,Orange_LAB",Ridge Regression,79.51598639583023,0.6946760171861104
"L,b,G,Orange_LAB",Elastic Net,79.51853065196269,0.6946662477994641
"L,b,H,S,R,G,B,Orange_LAB,Orange_HSV",Linear Regression,79.51985115250123,0.6946611773664354
"L,S,V,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.51985557445393,0.6946611603871049
"L,a,b,R,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.52222521352508,0.6946520614917528
"L,R,G,Orange_RGB,Orange_LAB,Orange_HSV",Linear Regression,79.52307571815766,0.6946487957401274
"L,a,R,G,B",Huber Regressor,79.52855797430713,0.6946277450765032
"L,Orange_RGB,Orange_HSV",Linear Regression,79.53790860074345,0.6945918407177101
"L,S,V,R,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.54185701015673,0.6945766796898152
"L,G,Orange_RGB,Orange_LAB",Ridge Regression,79.54718417846449,0.6945562245295566
"L,S,V,Orange_LAB,Orange_HSV",Elastic Net,79.54752387817717,0.6945549201570154
"L,S,V,R,Orange_LAB,Orange_HSV",Elastic Net,79.56265383929247,0.6944968244180711
"L,a,b,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.57709393602534,0.6944413776073538
"L,S,R,G,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.58210776115709,0.6944221256163046
"b,V,R,G,Orange_RGB,Orange_LAB",Lasso Regression,79.58381111546673,0.6944155851085962
"b,V,G,Orange_LAB",Lasso Regression,79.58381469409231,0.6944155713674574
"b,V,G,Orange_RGB,Orange_LAB",Lasso Regression,79.58381495766689,0.6944155703553887
"b,V,R,G,Orange_LAB",Lasso Regression,79.58382072165664,0.6944155482229297
"L,b,V,G,B,Orange_RGB,Orange_LAB",Elastic Net,79.58863705516232,0.6943970545564964
"L,b,V,R,G,B,Orange_RGB,Orange_LAB",Elastic Net,79.59174899,0.6943851054238184
"L,b,V,R,Orange_RGB,Orange_LAB",Lasso Regression,79.59181408701964,0.6943848554495725
"L,b,V,R,Orange_LAB",Lasso Regression,79.59181523386576,0.6943848510459345
"L,b,V,Orange_RGB,Orange_LAB",Lasso Regression,79.59181563230855,0.6943848495160014
"b,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.59362387646702,0.6943779062542323
"L,R,B,Orange_LAB",Huber Regressor,79.59546839416682,0.6943708237100045
"L,S,R,G,Orange_LAB,Orange_HSV",Elastic Net,79.60388260889985,0.6943385149671846
"L,b,V,R,G,B,Orange_LAB",Elastic Net,79.60709625487291,0.6943261752700705
"L,b,V,G,B,Orange_LAB",Elastic Net,79.61001554180866,0.6943149658472285
"L,a,H,S,G,Orange_LAB,Orange_HSV",Linear Regression,79.61942029658773,0.6942788536474472
"L,b,V,R,G,Orange_LAB",Lasso Regression,79.62216239,0.6942683246197585
"L,b,V,G,Orange_LAB",Lasso Regression,79.62219468405725,0.6942682006068392
"L,b,V,R,G,Orange_RGB,Orange_LAB",Lasso Regression,79.62223513,0.6942680453011683
"L,b,V,G,Orange_RGB,Orange_LAB",Lasso Regression,79.62228829011862,0.6942678411800527
"L,a,b,R,Orange_LAB,Orange_HSV",Elastic Net,79.62357663726657,0.6942628942090059
"L,H,S,Orange_RGB,Orange_LAB",Elastic Net,79.63036686027141,0.6942368212389529
"L,b,R,Orange_RGB,Orange_LAB",Elastic Net,79.63087307888586,0.6942348774702776
"a,b,V,R,G,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.63758699274626,0.6942090975106362
"L,V,G,Orange_LAB",Ridge Regression,79.64201768357964,0.6941920846276528
"L,b,Orange_RGB,Orange_LAB",Elastic Net,79.6428384,0.6941889332590877
"L,S,Orange_RGB,Orange_LAB,Orange_HSV",Elastic Net,79.64806770799066,0.6941688538581808
"L,b,H,S,Orange_LAB",Elastic Net,79.66298235540778,0.6941115848767085
"b,R,G,Orange_LAB",Ridge Regression,79.66408118445236,0.6941073656136958
"b,V,Orange_LAB",Lasso Regression,79.66556407948484,0.6941016716213562
"b,V,R,Orange_RGB,Orange_LAB",Lasso Regression,79.66556961553708,0.6941016503641273
"b,V,Orange_RGB,Orange_LAB",Lasso Regression,79.66557411087958,0.6941016331029961
"b,V,R,Orange_LAB",Lasso Regression,79.66557413836534,0.6941016329974568
